basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4751865,ca.proc.d.2018-06-20.10230780,2018-06-20,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,,,,"We will now have the singing of O Canada, led by the hon. member for Portage—Lisgar.
 [Members sang the national anthem]",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4751866,ca.proc.d.2018-06-20.10230784,2018-06-20,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,,,,"Order. I may have another chance later, but before we begin, as we are coming to the end today, I want to thank all our wonderful pages, the procedural staff, the camera operators, the television director, the interpreters, the guards, the cleaners, the people who move furniture around, the finance staff, the information technology staff, human resources, and all the folks who provide services to members of Parliament, committees, and the House of Commons.",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4751867,ca.proc.d.2018-06-20.p5507681,2018-06-20,,,,intervention,,,," Hear, hear!",,,Some hon. members,
4751868,ca.proc.d.2018-06-20.p5507682,2018-06-20,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,,,," I know that many members will be doing a lot of driving this summer and travelling around. I ask members to remember to be safe, to stay safe, to rest if they need to, and to be careful on the roads, because we have to be concerned about that at this time of year especially. 
I hope members have a safe and healthy summer.",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4751869,ca.proc.d.2018-06-20.10230792,2018-06-20,f82c2265-7622-4abb-b866-59cba1fa52ee,214145,"Mr. Rhéal Fortin (Rivière-du-Nord, QD)",,Statements By Members,Quebec's National Holiday,,"Mr. Speaker, Quebeckers are no strangers to tense political debate, but we are lovers, not fighters. We debate because we each have our own vision of how Quebec should be, and we all feel our own way is the best.
We debate because we are inspired by our constituents, by people who are proud of who they are and what they do, proud of their families, and proud of the place they call home. They are creative people. They write songs, build airplanes, and jazz up shepherd's pie. They stand by each other. They built themselves a society that gives anyone who wants to work hard a chance. When they decide to do something, they give it their all, knowing that they have just one life to live. That is what we will be celebrating this weekend.
I hope everyone will have a chance to celebrate with good people, I hope the weather will co-operate, and I hope everyone has a great time. Happy national holiday to all Quebeckers.",Québec debout,Rivière-du-Nord,Rhéal Fortin,http://www.parl.gc.ca/Parliamentarians/en/members/rheal-fortin(214145)
4751870,ca.proc.d.2018-06-20.10230800,2018-06-20,ae40e780-7dd1-4e34-bf90-4dbb35c18443,234535,"Mr. Jean-Claude Poissant (La Prairie, Lib.)",,Statements By Members,Farmers' Market in La Prairie,,"Mr. Speaker, the Marché des jardiniers in La Prairie is celebrating its 50th anniversary this year. The minister and I will be heading there next Monday to mark the occasion.
Three Montérégie farmers, Paul Boudrias, Honoré Daigneault, and Moïse Riendeau, led the initiative to create the market in 1968, supported by the Société de l'agriculture de La Prairie. Three generations of vegetable producers have followed, which shows the market's popularity. There are 96 stalls accommodating about 30 merchants.
The Marché des jardiniers is a very special place in my community. It is where customers can meet their farmers, where they can see for themselves the quality, freshness, and variety of products on offer, while speaking directly with the people who work so tirelessly to produce them.
To highlight the importance of those relationships, I wish to salute all producers and the Quebec Produce Growers Association. These are the people who feed our families, and they are the driving force behind our vibrant local agricultural sector.",Liberal,La Prairie,Jean-Claude Poissant,http://www.parl.gc.ca/Parliamentarians/en/members/jean-claude-poissant(234535)
4751871,ca.proc.d.2018-06-20.10230803,2018-06-20,33ef2052-c37d-446f-9d03-515d01591eba,217551,"Mr. Larry Maguire (Brandon—Souris, CPC)",,Statements By Members,Retirement Congratulations,,"Mr. Speaker, I rise today to pay tribute to my friend Ed Anderson, who recently retired as the mayor of Boissevain-Morton.
First elected to the town council in 1980, Ed then served as mayor from 1994. Altogether, that is 38 years of continuous public service. During his tenure, the community built a new water plant, a new fire hall, a new library, a new theatre, a new recycling building, and much more. When the community was in need, Ed rolled up his sleeves and attracted a physician and two new veterinarians to town. With Ed at the helm, Boissevain is now known for its beauty, winning multiple Communities in Bloom awards, including at the international level.
I want to thank Ed for his incredible commitment to the people of Boissevain. The town is certainly better off than it was 38 years ago, and that is a tribute to his leadership. I wish him all the best in his retirement and want to thank his wife Lynn and daughters Erin and Darcy for lending their father during his time of public service.",Conservative,Brandon—Souris,Larry Maguire,http://www.parl.gc.ca/Parliamentarians/en/members/larry-maguire(217551)
4751872,ca.proc.d.2018-06-20.10230806,2018-06-20,105e8cbe-daea-4eb6-83fe-e5294dc5c844,219666,"Mr. Ken McDonald (Avalon, Lib.)",,Statements By Members,Canada Summer Jobs,,"Mr. Speaker, as the school year winds down, kids across the country are gearing up for their jam-packed summer vacations. Students from kindergarten to post-secondary have big plans for the summer, and for many older students in my riding, those plans include their summer jobs.
Thanks to the Canada summer jobs program, 526 students from across Avalon will have meaningful and exciting work this summer. This totals over $1.2 million in investments in the youth of my riding, who will work as camp counsellors and soccer coaches and at festivals and seasonal shops, where they will all learn, grow, and have fun. This is an important investment, and I am proud of our government's commitment to keep investing in our youth.
On that note, I would like to wish all students and teachers in Avalon a safe and happy summer holiday. I ask everyone to be extra cautious as they drive around at this time of year and to have an eye out for kids as they are busy playing and enjoying their time off.
Happy summer vacation to one and all.",Liberal,Avalon,Ken McDonald,http://www.parl.gc.ca/Parliamentarians/en/members/ken-mcdonald(219666)
4751873,ca.proc.d.2018-06-20.10230811,2018-06-20,53435570-da9e-42e1-a195-e5475a2f8b13,217110,"Ms. Georgina Jolibois (Desnethé—Missinippi—Churchill River, NDP)",,Statements By Members,Indigenous Peoples Day,,"Mr. Speaker, every year on June 21, first nations, Métis, and Inuit people gather in their communities to celebrate National Indigenous Peoples Day. Over the course of this weekend, there will be concerts and dances, traditional pow wows, parades, community meals, and the sharing of stories. 
Many cultural exchanges take place on Indigenous Peoples Day, and today I want to give special recognition to all the elders, community organizers, and indigenous women across Canada who make these celebrations special. Without the work of volunteers like them, June 21 would not be what it is today. I wish everyone in Canada could see their efforts. 
I invite everyone from across Canada to contact their local first nation, Métis, or Inuit communities to see what events they are hosting this year. I invite everyone to experience our unique cultures, to share photos, to learn our shared history, to maybe learn a phrase or two in the local language, and to celebrate everything there is about indigenous people in Canada. Happy Indigenous Peoples Day.",New Democratic Party,Desnethé—Missinippi—Churchill River,Georgina Jolibois,http://www.parl.gc.ca/Parliamentarians/en/members/georgina-jolibois(217110)
4751874,ca.proc.d.2018-06-20.10230814,2018-06-20,4c0685b7-4ab9-4321-bb90-a5cb3ae307da,229496,"Mr. Terry Duguid (Winnipeg South, Lib.)",,Statements By Members,Justice Robyn Diamond,,"Mr. Speaker, May 29 marked the passing of the Honourable Madam Justice Robyn Diamond, whose work in family law has changed the lives of children and families in Manitoba, Canada, and around the world. 
Justice Diamond was the first female legal manager of the crown counsel's family law unit in Manitoba. In September 1989, she was appointed a judge on the Court of Queen's Bench. She represented Canada in the International Hague Network of Judges and attended the fourth, fifth, and sixth special commissions in The Hague. 
The longest-serving federally appointed female judge in Manitoba, and one of the 10 longest-sitting female judges in Canada, Justice Diamond's passion for the legal rights and protection of children will be greatly missed by her colleagues and by members of the Canadian and international judiciary. 
Our thoughts are with her sons, Richard and Michael, and husband, Harvey, as they celebrate her life of dedication to family, friends, and the community.",Liberal,Winnipeg South,Terry Duguid,http://www.parl.gc.ca/Parliamentarians/en/members/terry-duguid(229496)
