basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4748694,ca.proc.d.2018-06-07.10193367,2018-06-07,16c839d3-0183-4ed6-892a-8d7bdc37c474,214972,The Assistant Deputy Speaker (Mr. Anthony Rota),,Government Orders,Impact Assessment Act,,The hon. member will have five minutes and 45 seconds the next time Bill C-69 comes up for debate.,Liberal,Nipissing—Timiskaming,Anthony Rota,http://www.parl.gc.ca/Parliamentarians/en/members/anthony-rota(214972)
4748695,ca.proc.d.2018-06-07.p5463468,2018-06-07,,,,stagedirection,Adjournment Proceedings,,,A motion to adjourn the House under Standing Order 38 deemed to have been moved. ,,,,
4748696,ca.proc.d.2018-06-07.10193370,2018-06-07,a2d5c8bf-d42e-4b53-be9e-70af2a6fe169,217370,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",,Adjournment Proceedings,Foreign Investment,,"Mr. Speaker, I want to talk about a question I asked of the government back in February. The government rubber stamped the sale to Anbang Insurance, a large Chinese company that owns a number of retirement villages in British Columbia, including the Waverly Seniors Village in my riding of Chilliwack—Hope. The government approved the sale to Anbang Insurance. We warned it about that sale and it went ahead and rubber stamped it anyway. This was just after the founder of the company had been sentenced to 18 years in jail for committing fraud and the Government of China had taken over the company. Now we have a situation where the Government of China owns Anbang Insurance, which owns retirement facilities all across the country, including in my riding.
The Government of Canada approved that sale one year before this fraud trial took place and the founder of Anbang was thrown in jail for 18 years. Is the government proud of the fact that it approved a sale that has now put seniors' retirement homes in the hands of the Chinese government?",Conservative,Chilliwack—Hope,Mark Strahl,http://www.parl.gc.ca/Parliamentarians/en/members/mark-strahl(217370)
4748697,ca.proc.d.2018-06-07.10193373,2018-06-07,b078667f-922f-4979-a4c6-311e7bdc4068,229499,"Mrs. Celina Caesar-Chavannes (Parliamentary Secretary to the Minister of International Development, Lib.)",,Adjournment Proceedings,Foreign Investment,,"Mr. Speaker, our government has made clear its commitment to an open economy that welcomes trade and benefits all Canadians. Investment by foreign companies has long played an important role in our economy, but we acknowledge that such investment must be to Canada's net benefit.
 Because investment flows into the country are important, Canada has put in place a broad framework to promote trade and investment while at the same time protecting Canadian interests.
The Investment Canada Act is the primary mechanism for reviewing foreign investments in Canada. In making this decision, as in all decisions under the ICA, the facts around the investment, the investor's plans for the Canadian business, and its undertakings were considered. Also, in conducting reviews under the ICA, relevant provincial governments and other federal departments are consulted for their views and expertise.
In this case, British Columbia's Ministry of Health was consulted and a number of third-party submissions informed the review. The review process is thorough and rigorous and not a rubber-stamp exercise, as the hon. member has suggested. The licences for Retirement Concepts were issued by the Government of British Columbia, which regulates senior care facilities in the province. B.C.'s regulatory regime imposes rigorous standards of care on all operators of residential care and assisted living facilities, regardless of their ultimate ownership.
The B.C. Health Authorities have approved the new ownership and have confirmed this. Retirement Concepts will continue to remain subject to the provincial regulatory requirements by the British Columbia Ministry of Health under its Community Care &amp; Assisted Living Act. Does the member opposite not trust that the provincial authorities have the ability to oversee retirement residences? 
With regard to ICA, Cedar Tree must report regularly to the minister on its compliance with the undertakings. Officials continue to carefully monitor Cedar Tree's compliance.",Liberal,Whitby,Celina Caesar-Chavannes,http://www.parl.gc.ca/Parliamentarians/en/members/celina-caesar-chavannes(229499)
4748698,ca.proc.d.2018-06-07.10193375,2018-06-07,a2d5c8bf-d42e-4b53-be9e-70af2a6fe169,217370,Mr. Mark Strahl,,Adjournment Proceedings,Foreign Investment,,"Mr. Speaker, listening to the parliamentary secretary, one would think this was a runaway success. The fact is that a Chinese company has now gone into the hands of the Chinese government, and somehow the government's approval of that deal was good thing not only for the people of Canada but for the seniors living in the Waverly Seniors Village in Chilliwack. The review process clearly failed. We are at a point today where the Government of China is the effective owner of Canadian retirement centres.
How is it a net benefit to my constituents living in the Waverly Seniors Village in Chilliwack that the government approved this sale to Anbang Insurance?",Conservative,Chilliwack—Hope,Mark Strahl,http://www.parl.gc.ca/Parliamentarians/en/members/mark-strahl(217370)
4748699,ca.proc.d.2018-06-07.10193377,2018-06-07,b078667f-922f-4979-a4c6-311e7bdc4068,229499,Mrs. Celina Caesar-Chavannes,,Adjournment Proceedings,Foreign Investment,,"Mr. Speaker, while the opposition might engage in these types of scare tactics and fearmongering, let us talk about the facts. The day-to-day operation of seniors home remains under the control of Retirement Concepts. It is the same management that was there before. The residences continue to be subject to the same provincial health regulations to which they have always been subject.
The residents and health care workers will continue to be protected under the same legislation and regulations as before. As I have said before, we continue to actively monitor Cedar Tree and its compliance with its legal obligations.
Due to the confidentiality provisions of the Investment Canada Act, I and my colleagues cannot comment further on this investment. I can assure the member that officials are carefully monitoring the situation and are in close contact with Cedar Tree, provincial regulators and other relevant stakeholders.",Liberal,Whitby,Celina Caesar-Chavannes,http://www.parl.gc.ca/Parliamentarians/en/members/celina-caesar-chavannes(229499)
4748700,ca.proc.d.2018-06-07.10193379,2018-06-07,363e30d6-e47b-4c39-91ad-667deb63009c,217115,"Ms. Sheila Malcolmson (Nanaimo—Ladysmith, NDP)",,Adjournment Proceedings,Justice,,"Mr. Speaker, l will add some context for people watching at home. British Columbia is three hours behind, so maybe people are still up.
These late show debates are an opportunity to follow up after having 30 seconds to ask a question in question period and the government side having only 30 seconds to answer. Sometimes we do not really get a full answer. Maybe it is because 30 seconds is not long enough to ask a good question. I remain hopeful and I take advantage of these opportunities to have four minutes to ask a more extensive question, and then the government can take longer to respond.
When I asked my question, it was just after the terrible story of Tina Fontaine, a young girl in Manitoba who weighed only 72 pounds. She was murdered. Her trial was a mess, and it was a terrible disappointment when her accused killer was not convicted. There was no hope for the family of what might happen with her case. It was a real blow to the hope that the country would—through the justice system, the social support system, the social safety net, by repairing the damage of the residential school system, by repairing the damage of the child welfare system—give the families of murdered and missing indigenous women and girls some hope.
It was in this context that I asked the government how it would support the inquiry to ensure there would no more Tina Fontaines and to ensure we supported the families and survivors.
We had great hope in the murdered and missing indigenous women and girls Inquiry. We need it to do its work. We need this from a social justice point of view, but we also need this to move forward as a nation.
Since that debate, some other terrible news came out. The families that were working with the inquiry, trusting it with their stories, were encouraged to ask for the kinds of counselling and aftercare that would help them after they had gone through the trauma of telling their stories. 
This was reported by CBC on May 8. Families that were submitting bills for aftercare were being nickel-and-dimed by both the inquiry and the Privy Council Office. An elder was hired by the family of Joan Winning, the aunt of Nicole Daniels, a 16-year-old girl who was found murdered. She died of hypothermia, but there were complications. People were concerned this was a violent act. They were told they needed an invoice from the elder. It was completely disrespectful to the family, but also the elders, who are not business people. 
The inquiry was stuck in between the families and the government and Privy Council Office bureaucracy. This blew up on the front pages of the news across the country just when we needed to build some faith for the families that they would be well cared for.
 Again, what is the government doing to ensure families do not have these terrible experiences of being disrespected by our federal government bureaucracy at the time when they need us to treat them with the most sensitivity possible?",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,http://www.parl.gc.ca/Parliamentarians/en/members/sheila-malcolmson(217115)
4748701,ca.proc.d.2018-06-07.10193382,2018-06-07,b078667f-922f-4979-a4c6-311e7bdc4068,229499,"Mrs. Celina Caesar-Chavannes (Parliamentary Secretary to the Minister of International Development, Lib.)",,Adjournment Proceedings,Justice,,"Mr. Speaker, I rise today to answer the question from my hon. colleague by noting that we are on the traditional territory of the Algonquin people, which I did not mention the first time I stood.
 I want to take a moment to express my deepest sympathies to Tina Fontaine's family, friends, and community. When she went missing, she was 15 years old, and my daughter had turned 15 at that time too. I will never forget her name.
Her story underscores the important work being done by the national inquiry. The national inquiry is looking into the causes of the systemic and institutional failures that led to Tina's murder, and to the murders of far too many other indigenous women and girls. The families of the victims, and all Canadians, deserve to know why.
 The national inquiry's interim report was released on November 1 last year. It includes a literature review of 98 reports on violence against indigenous women and girls in Canada. 
Our government is taking action to address the interim recommendations of the national inquiry. Canada is increasing health supports and victim services and establishing a commemoration fund. Our government is funding organizations with expertise in law enforcement and policing to lead a review of police policies and practices concerning police's relations with the indigenous peoples they serve. Canada is also supporting a Royal Canadian Mounted Police national investigative standards and practices unit with additional funding.
The six-month extension to the inquiry announced yesterday will provide the commission with the time needed to complete their work, while balancing the needs of families who have been waiting years for answers. This extension will also allow the commission, if it chooses, to hear from the rest of the families, and for further institutional and expert hearings.
 Tina Fontaine's story is too familiar to families across the country. It is reflective of Canada's neglectful and shameful relationship with indigenous peoples for more than 150 years.
 It is time to change that story, and the government is taking action while the national inquiry undertakes its important work. With budgets 2016, 2017 and 2018, the Government of Canada has provided unprecedented funding for indigenous and northern communities, of nearly $16.8 billion. The money will benefit indigenous women and girls in the areas of education, language, culture, safe water, housing, and women's shelters, training, access to capital, and child and family services. The money has also gone toward increasing safety on the Highway of Tears.
It is a comprehensive approach, because that is what is needed to root out this systemic problem. The government is also undertaking work on a comprehensive strategy to end gender-based violence. We are committed to ending this national tragedy. We will ensure that families get the answers they are looking for.",Liberal,Whitby,Celina Caesar-Chavannes,http://www.parl.gc.ca/Parliamentarians/en/members/celina-caesar-chavannes(229499)
4748702,ca.proc.d.2018-06-07.10193386,2018-06-07,363e30d6-e47b-4c39-91ad-667deb63009c,217115,Ms. Sheila Malcolmson,,Adjournment Proceedings,Justice,,"Mr. Speaker, I think the difficulty with this is the bureaucracy of the federal government. It should be able to facilitate the work of the inquiry, but that has just not happened.
 The inquiry, in its interim report of November 1, said that eight of the 10 problems they were facing were all with federal government bureaucracy. None of those problems were addressed in the government's response. The minister said yesterday that “We're well on our way”, and that they were within a week of that November 1 report. However, the evidence does not back that up. 
On May 1, the inquiry sent a letter to the families, saying that the payment delays were unacceptable, that the Privy Council Office was responsible, and that the guidelines were laborious. The families say they have phoned the inquiry and that nobody returns their calls. 
How can that be the headline, given the imperative of doing this important work that my colleague cites?",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,http://www.parl.gc.ca/Parliamentarians/en/members/sheila-malcolmson(217115)
4748703,ca.proc.d.2018-06-07.10193388,2018-06-07,b078667f-922f-4979-a4c6-311e7bdc4068,229499,Mrs. Celina Caesar-Chavannes,,Adjournment Proceedings,Justice,,"Mr. Speaker, again, the extension that was granted yesterday does allow for some of that work to be done.
Our government's work on ending violence against indigenous women and girls is grounded in the principles of the United Nations Declaration on the Rights of Indigenous Peoples. Articles 7 and 22 in particular speak to indigenous peoples' rights to live free of violence, and the responsibility of states to protect indigenous women and girls.
The calls to action of the Truth and Reconciliation Commission of Canada also guide our efforts. The commission has pressed Canada to act by providing culturally relevant services to indigenous inmates, and by collecting and publishing data on family violence, as well as tracking our progress on reducing rates of violence.
We are committed to ending this ongoing national tragedy.",Liberal,Whitby,Celina Caesar-Chavannes,http://www.parl.gc.ca/Parliamentarians/en/members/celina-caesar-chavannes(229499)
