basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4751712,ca.proc.d.2018-06-19.10226059,2018-06-19,634edc34-ea0d-406f-ade1-eeec6c5bad04,234552,"Mr. Adam Vaughan (Parliamentary Secretary to the Minister of Families, Children and Social Development (Housing and Urban Affairs), Lib.)",,Adjournment Proceedings,Housing,,"Mr. Speaker, I want to thank the member opposite for her sustained focus on housing and on tackling homelessness. It is a shared set of values in terms of the goals we are pursuing as a government.
I want to correct the record, though. When we released the national housing strategy, the UN rapporteur on housing made the following statement, which she issued to the world: 
 This is an important step that is in keeping with Canada's commitment to the right to housing contained in the Universal Declaration of Human Rights and the commitment Canada made in 1975 when it ratified the International Covenant on Economic, Social and Cultural Rights. 
The rapporteur also said:
 I am glad to see that the Government has now made a significant shift in its approach. It is finally moving toward a more inclusive understanding of human rights, recognizing all people as rights holders, including those who live in inadequate housing and those who are homeless. 
The national housing strategy and our rights-based approach to housing stands distinct from the NDP position in two very important ways. The NDP position, which is simply to have a right to housing, does not necessarily provide a way to deliver the housing that is a right for a person. Declaring it a right will get people, perhaps, into a courthouse, but it will not get them into homes. It may introduce them to lawyers, but they need landlords. While it creates sort of a hope that they can prosecute their way into housing, the reality is that the UN convention talks about having a system of housing that people have a right to access. We have to do two things: create that rights-based approach, and create that system.
 The national housing strategy is a $40-billion investment over the next 10 years that addresses the full continuum of housing needs. The member opposite says that we are not being ambitious enough in reducing chronic homelessness by only setting a target of a minimum of 50%. She is correct. Other jurisdictions, Victoria for example, with our $30-million investment, paired with the city's investment and the province's investment, will end homelessness within two years and be at effective zero.
We think there is much progress to be made, but we also know and understand that hidden homelessness is not documented properly in this country. Better data is needed. While we step in with a robust $40-billion program, and we house hundreds of thousands of Canadians across this country, lifting many out of poverty in the process, the reality is that new people will stream into the system, and we have to account for that in the way we make projections. We are doing that.
I want to contrast our $40-billion investment, which is being spent this year, right now. I was in British Columbia just a weekend ago, in Nanaimo, opening a housing project. We are opening them in Victoria. We are opening them in Vancouver. We are opening them in Toronto. We are opening them in Nova Scotia. It is an extraordinary renaissance that is happening across the country with the national housing strategy, and it comes as we start spending close to $4 billion a year on housing. We will do that over the next 10 years, increasing the funding as we grow the system.
I want to tell the House what the NDP position on homelessness was when we walked into the last election. This is not a new crisis, and nobody on this file thinks it just suddenly started in the last year or two. This is a 10-year program for a 20-year catastrophe that was in the making.
The NDP, in its approach, was only going to spend $10 million a year to solve homelessness. We are spending $200 million a year on the program that they were only going to spend $10 million on. That is an inadequate response by any measure. When it came to new, affordable housing construction, for the last three years of the mandate, based on its campaign platform, the NDP was going to spend zero, zero, and zero.
I would like to ask the member opposite, in response, how they would solve the housing crisis by not spending money and underinvesting in the sector. That was the NDP platform. That is what the NDP proposed: no housing system in which to achieve one's rights as a human in this Canadian system.",Liberal,Spadina—Fort York,Adam Vaughan,http://www.parl.gc.ca/Parliamentarians/en/members/adam-vaughan(234552)
4751713,ca.proc.d.2018-06-19.10226061,2018-06-19,ab30a165-2ce2-4465-af10-19ae0fc1aec0,217227,Ms. Sheri Benson,,Adjournment Proceedings,Housing,,"Mr. Speaker, I do not feel that it is for Canadians or the opposition to pat the government on the back for what I feel are half-measures when it comes to addressing the crisis of homelessness.
A government that is committed to a rights-based approach would not have a goal of a 50% reduction in chronic shelter users. It is my job to ask the government to match the action and investment with the urgency of the problem, which I do not feel it has done. The current goal of the national housing strategy falls well short and does not match the crisis we are facing.
All Canadians have a right to housing, not just a temporary shelter. A home should not be a reward but a fundamental human right. A right to housing is fundamental to the true realization of other human rights, like the security of a person. Canadians have a right to housing, and I would like our laws to express that.",New Democratic Party,Saskatoon West,Sheri Benson,http://www.parl.gc.ca/Parliamentarians/en/members/sheri-benson(217227)
4751714,ca.proc.d.2018-06-19.10226063,2018-06-19,634edc34-ea0d-406f-ade1-eeec6c5bad04,234552,Mr. Adam Vaughan,,Adjournment Proceedings,Housing,,"Mr. Speaker, I will restate this. The party opposite ran on a platform that promised to spend $10 million extra a year on homelessness, because it thought the crisis was extraordinary. The Liberals spent $100 million above and beyond what was being spent. In other words, we are spending $200 million a year, which is 20 times more than the other party, and the other party says that we are being timid and inadequate. The only thing worse than the government not achieving much more success on this would be if the party opposite had been elected and had kept its promise.
 When it comes to the right to housing, it is pointless to have a right to housing if the housing people need is not provided. The party opposite, while it talks about a right to housing, now has the opportunity to support a rights-based approach. It talks about it being a crisis, and it has an opportunity to support our budget that is putting more money into housing than that party ever dreamed of putting in a platform, let alone actually investing in real housing.
If the party opposite is serious about the housing crisis in this country, it should be commending us for taking the bold action we have taken, supporting the legislation we are putting in front of this House—",Liberal,Spadina—Fort York,Adam Vaughan,http://www.parl.gc.ca/Parliamentarians/en/members/adam-vaughan(234552)
4751715,ca.proc.d.2018-06-19.10226065,2018-06-19,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Adjournment Proceedings,Housing,,"Order. Pursuant to order made Tuesday, May 29, 2018, the motion to adjourn the House is now deemed to have been adopted. Accordingly, the House stands adjourned until later this day at 10 a.m., pursuant to Standing Order 24(1).
(The House adjourned at 12:09 a.m.)",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4751716,ca.proc.d.2018-06-19.10227075,2018-06-19,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Government Response to Petitions,,"Mr. Speaker, pursuant to Standing Order 36(8), I have the honour to table, in both official languages, the government's response to nine petitions.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
4751717,ca.proc.d.2018-06-19.10227080,2018-06-19,48fc6e8f-3117-407b-bba3-bd6eede347ec,224672,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",,Routine Proceedings,Certificates of Nomination,,"Mr. Speaker, pursuant to Standing Order 111.1, I have the honour to table, in both official languages, the Certificate of Nomination, with the biographical notes, for the proposed appointment of Yves Giroux as the Parliamentary Budget Officer. I request that the Certificate of Nomination and biographical notes be referred to the Standing Committee on Finance.",Liberal,Waterloo,Bardish Chagger,http://www.parl.gc.ca/Parliamentarians/en/members/bardish-chagger(224672)
4751718,ca.proc.d.2018-06-19.10227082,2018-06-19,014bf6ed-9176-4fbd-8f35-48bb8c579ff0,234768,"Mr. Robert Oliphant (Don Valley West, Lib.)",,Routine Proceedings,Interparliamentary Delegations,,"Mr. Speaker, pursuant to Standing Order 34(1) I have the honour to present to the House, in both official languages, the report of the Canada-Africa Parliamentary Association respecting its participation at the bilateral mission to the Republic of Kenya, Nairobi, and other cities in the Republic of Kenya, from March 11 to 17.
It also gives me the opportunity to thank the analysts on the committee, André Léonard and Brian Hermon, as well as our clerk, Grant McLaughlin, for their fine work throughout this year.",Liberal,Don Valley West,Rob Oliphant,http://www.parl.gc.ca/Parliamentarians/en/members/rob-oliphant(234768)
4751719,ca.proc.d.2018-06-19.10227086,2018-06-19,6025d38f-3695-4037-8221-3f4cb652936b,218940,"Mr. Bill Casey (Cumberland—Colchester, Lib.)",,Routine Proceedings,Committees of the House,Health,"Mr. Speaker, it is my pleasure and honour to present, in both official languages, the 18th report of the Standing Committee on Health, entitled “Report on Highly Sweetened Pre-Mixed Alcoholic Beverages”.
Pursuant to Standing Order 109 the committee requests that the government table a comprehensive response to this report.
 I want to compliment the clerk, the analysts, and the authors of this report, who have captured the essence of our study so well, as they always do. I also want to thank the members of the committee and witnesses who helped us come to a conclusion on this urgent issue.",Liberal,Cumberland—Colchester,Bill Casey,http://www.parl.gc.ca/Parliamentarians/en/members/bill-casey(218940)
4751720,ca.proc.d.2018-06-19.10227089,2018-06-19,d9a6cad1-b3b6-4393-afc5-7c897fb638e6,229654,"Hon. MaryAnn Mihychuk (Kildonan—St. Paul, Lib.)",,Routine Proceedings,Committees of the House,Indigenous and Northern Affairs,"Mr. Speaker, I have the honour to present, in both official languages, the 15th report of the Standing Committee on Indigenous and Northern Affairs, entitled “From the Ashes: Reimagining Fire Safety and Emergency Management in Indigenous Communities”. 
Pursuant to Standing Order 109 the committee requests that the government table a comprehensive response to this report.
I want to note that it was a unanimous report. We heard from many people across the nation about evacuation services. A lot of this was triggered by the fact that hon. members from the opposition had the opportunity to see two sites, one in British Columbia and one in Manitoba, to highlight the differences and the challenges.
I sincerely thank those who participated and presented to the committee to help make a fulsome report.",Liberal,Kildonan—St. Paul,MaryAnn Mihychuk,http://www.parl.gc.ca/Parliamentarians/en/members/maryann-mihychuk(229654)
4751721,ca.proc.d.2018-06-19.10227097,2018-06-19,89dabae0-bc5d-4af0-babb-7104d4ee1742,219699,"Hon. Larry Bagnell (Yukon, Lib.)",,Routine Proceedings,Committees of the House,Procedure and House Affairs," 
[Member spoke in aboriginal language]
Mr. Speaker, I have the honour to table, in both official languages, the 66th report of the Standing Committee on Procedure and House Affairs entitled “The Use of Indigenous Languages in Proceedings of the House of Commons and Committees”.
[Member spoke in aboriginal language]
This is a historic report. The clerks and members of Parliament realize the magnitude of the report to bring indigenous languages into the House of Commons. It started when the member for Winnipeg Centre spoke in an indigenous language and brought this issue up. The Speaker referred it to the procedure and House affairs committee, which was very proud, as all members of the House of Commons and this Parliament will be, of this important step toward reconciliation and this change to the House of Commons with respect to our relations with aboriginal people. There was also great input from the member for Abitibi—Baie-James—Nunavik—Eeyou.
I congratulate all the committee members, the members of Parliament, and all the clerks and researchers involved in this very historic report.",Liberal,Yukon,Larry Bagnell,http://www.parl.gc.ca/Parliamentarians/en/members/larry-bagnell(219699)
