basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4740534,ca.proc.d.2018-04-19.10062217,2018-04-19,014bf6ed-9176-4fbd-8f35-48bb8c579ff0,234768,"Mr. Robert Oliphant (Don Valley West, Lib.)",,Routine Proceedings,Interparliamentary Delegations,,"Mr. Speaker, pursuant to Standing Order 34(1) I have the honour to present to the House, in both official languages, the report of the Canada-Africa Parliamentary Association respecting its participation at the bilateral mission to the Republic of Sudan, Khartoum, and El Fasher, Republic of Sudan, January 15 to January 17, 2018.",Liberal,Don Valley West,Rob Oliphant,http://www.parl.gc.ca/Parliamentarians/en/members/rob-oliphant(234768)
4740535,ca.proc.d.2018-04-19.10062235,2018-04-19,7cff4486-6787-493d-a4ee-a59d48f68ab3,219527,"Hon. Denis Paradis (Brome—Missisquoi, Lib.)",,Routine Proceedings,Committees of the House,Official Languages,"Mr. Speaker, today, as chair of the Standing Committee on Official Languages, I am presenting a report on literacy in minority language communities.
The report says that literacy should be a component of the education continuum, not only with respect to employment but also within families. Literacy is important in that regard. We need support programs that do a better job of meeting communities' needs and bilateral agreements that include binding clauses. That is the report in a nutshell. 
I would like to thank Christine Holke, the clerk of the committee, Lucie Lecomte, and all the witnesses, stakeholders, and committee members.
I have the honour to present, in both official languages, the ninth report of the Standing Committee on Official Language entitled “Adult Literacy and Skills Development: An Essential Component of the Education Continuum in Official Language Minority Communities”.
Pursuant to Standing Order 109, the committee requests that the government table a comprehensive response to this report. ",Liberal,Brome—Missisquoi,Denis Paradis,http://www.parl.gc.ca/Parliamentarians/en/members/denis-paradis(219527)
4740536,ca.proc.d.2018-04-19.10062265,2018-04-19,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Winnipeg North, Lib.)",,Routine Proceedings,Petitions,Pharmacare,"Mr. Speaker, I rise today to table a petition signed by many constituents of Winnipeg North asking the government to look at having a universal pharmacare program, recognizing the importance of the Canada Health Act and adopting changes that would see prescription drugs covered as part of a national pharmacare program.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
4740537,ca.proc.d.2018-04-19.10062293,2018-04-19,78cd5419-2f3c-4798-9c5b-0e55843ef9fb,234721,"Mrs. Kelly Block (Carlton Trail—Eagle Creek, CPC)",,Routine Proceedings,Petitions,Religious Freedom,"Mr. Speaker, I am honoured to rise today to table two petitions on behalf of constituents of Carlton Trail—Eagle Creek. The first petition concerns religious freedom. The petitioners are asking that the mandate of the Office of Religious Freedom be renewed. We know that the current Liberal government has shut down that office.",Conservative,Carlton Trail—Eagle Creek,Kelly Block,http://www.parl.gc.ca/Parliamentarians/en/members/kelly-block(234721)
4740538,ca.proc.d.2018-04-19.10062593,2018-04-19,78cd5419-2f3c-4798-9c5b-0e55843ef9fb,234721,"Mrs. Kelly Block (Carlton Trail—Eagle Creek, CPC)",,Routine Proceedings,Petitions,Canada Summer Jobs Program,"Mr. Speaker, the second petition contains the signatures of hundreds of constituents calling upon the Prime Minister to withdraw the values test on applications to the Canada summer jobs program. These petitioners add their names to the thousands of Canadians who have also signed this petition.",Conservative,Carlton Trail—Eagle Creek,Kelly Block,http://www.parl.gc.ca/Parliamentarians/en/members/kelly-block(234721)
4740539,ca.proc.d.2018-04-19.10062306,2018-04-19,eaa6694f-1e20-4aae-ad3b-e694b0e12c59,224170,"Ms. Elizabeth May (Saanich—Gulf Islands, GP)",,Routine Proceedings,Petitions,The Environment,"Mr. Speaker, it is an honour to rise to present a petition signed by residents from within Saanich—Gulf Islands, particularly from Salt Spring Island, calling upon the government to expand the moratorium on tanker traffic of crude oil tankers and those containing dilbit to make it a permanent ban on the west coast of Canada to protect B.C.'s fisheries, tourism, coastal communities, and natural ecosystems forever.",Green Party,Saanich—Gulf Islands,Elizabeth May,http://www.parl.gc.ca/Parliamentarians/en/members/elizabeth-may(224170)
4740540,ca.proc.d.2018-04-19.10062314,2018-04-19,fa2cbab8-f429-402f-b603-ea918add87c3,234510,"Mr. Kevin Waugh (Saskatoon—Grasswood, CPC)",,Routine Proceedings,Petitions,Canada Summer Jobs Program,"Mr. Speaker, on behalf of citizens of Saskatoon, I wish to present this petition today. The petitioners are upset that the current Liberal government's attestation for Canada summer jobs program applicants requires them to hold the same values as the government. The petition is signed by hundreds of Saskatoon residents who object to the Liberal values test for people who apply for Canada summer jobs in our city of Saskatoon.",Conservative,Saskatoon—Grasswood,Kevin Waugh,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-waugh(234510)
4740541,ca.proc.d.2018-04-19.10062322,2018-04-19,51d4e050-d737-4879-bead-20a3b672a36c,218146,"Hon. Diane Finley (Haldimand—Norfolk, CPC)",,Routine Proceedings,Petitions,Canada Summer Jobs Program,"Mr. Speaker, I rise in the House today to table more petitions on that same subject. This time I have four petitions from 369 constituents.
The petitioners are calling to the government's attention that, as it is now written, the application form for the Canada summer jobs program forces employers to choose between their charter-protected freedoms and eligibility for government programming. They are calling on the government to remove the discriminatory attestation requirement from the Canada summer jobs application and to respect the charter rights of all Canadians, even if those Canadians' views differ from the political ideology of the government of the day. 
This brings the total number of petitions to 862. ",Conservative,Haldimand—Norfolk,Diane Finley,http://www.parl.gc.ca/Parliamentarians/en/members/diane-finley(218146)
4740542,ca.proc.d.2018-04-19.10062336,2018-04-19,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Questions on the Order Paper,,"Mr. Speaker, I ask that all questions be allowed to stand at this time.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
4740543,ca.proc.d.2018-04-19.10062341,2018-04-19,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,214864,The Deputy Speaker,,Routine Proceedings,Questions on the Order Paper,, Is that agreed? ,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/Parliamentarians/en/members/bruce-stanton(214864)
4740544,ca.proc.d.2018-04-19.p5348283,2018-04-19,,,,intervention,Routine Proceedings,Questions on the Order Paper,, Agreed.,,,Some hon. members,
4740545,ca.proc.d.2018-04-19.10062352,2018-04-19,00000000-0000-0000-0000-000000000000,237030,Mrs. Stephanie Kusie,,Routine Proceedings,Questions on the Order Paper,,"Mr. Speaker, on a point of order, I rise regarding the preliminary review of the member for Brampton East by the Ethics Commissioner. As members may know, it was my letter to Mario Dion that started the inquiry into the member's actions. Once the preliminary review was public knowledge through media reports, I confirmed through social media that I had submitted the original complaint to the Ethics Commissioner. 
As you know, Mr. Speaker, in June 2015, a new section was added to the Conflict of Interest Code that requires MPs to avoid publicly commenting on complaints before the individual who is the subject of the complaint has been informed. The commissioner has since informed me that I should have waited before I commented on the matter publicly.
 I can assure you and the House, Mr. Speaker, that the error was totally inadvertent, because I believed that I was free to comment once the information became public. I understand now that I should have waited until receiving formal confirmation from Mr. Dion. Therefore, I want to apologize unreservedly to the Ethics Commissioner, the House, and to you yourself, Mr. Speaker. ",Conservative,Calgary Midnapore,Stephanie Kusie,http://www.parl.gc.ca/Parliamentarians/en/members/stephanie-kusie(237030)
4740546,ca.proc.d.2018-04-19.10062371,2018-04-19,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,214864,The Deputy Speaker,,Routine Proceedings,Questions on the Order Paper,,I thank the hon. member for Calgary Midnapore for bringing this to the attention of the House.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/Parliamentarians/en/members/bruce-stanton(214864)
4740547,ca.proc.d.2018-04-19.p5348288,2018-04-19,,,,stagedirection,Government Orders,"Budget Implementation Act, 2018, No. 1",,"The House resumed from April 18 consideration of the motion that Bill C-74, An Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures, be read the second time and referred to a committee, and of the amendment.",,,,
4740548,ca.proc.d.2018-04-19.10062381,2018-04-19,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,214864,The Deputy Speaker,,Government Orders,"Budget Implementation Act, 2018, No. 1",,"When the House last took up debate on the motion before the House, the hon. member for Central Nova was just about to begin the five-minute period for questions and comments. We will begin with that now.",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/Parliamentarians/en/members/bruce-stanton(214864)
4740549,ca.proc.d.2018-04-19.10062378,2018-04-19,775ebcdb-4561-4bd0-8c84-d14531f2c726,234611,"Mr. John Nater (Perth—Wellington, CPC)",,Government Orders,"Budget Implementation Act, 2018, No. 1",,"Mr. Speaker, I have a very simple question for the member for Central Nova. When will the budget be balanced?",Conservative,Perth—Wellington,John Nater,http://www.parl.gc.ca/Parliamentarians/en/members/john-nater(234611)
4740550,ca.proc.d.2018-04-19.10062382,2018-04-19,d05df46d-aa51-4084-89b7-cb5f95ba0652,219851,"Mr. Sean Fraser (Central Nova, Lib.)",,Government Orders,"Budget Implementation Act, 2018, No. 1",,"Mr. Speaker, implicit in that question is a conversation about the plan of the government to grow the economy. 
We campaigned on a promise to invest in our infrastructure, among other things. One of the consequences of that plan is that, in the short term, there would be deficit financing. The difference between just running deficits randomly without a plan for the economy and what we have chosen to do is that the investments we are making are going to help grow the economy.
 We need to be taking advantage of the opportunities that present themselves. When interest rates are at a historic low, and we have an opportunity to achieve the kind of economic growth we are achieving, it is a far better plan to take advantage of these circumstances than it would to be to say that we are going to balance the budget at all costs. If that includes selling assets that appreciate, like sales by the General Motors Company, which in the long-term do not serve the interests of Canada, I would take every time the plan of this government to invest in our country, grow our communities, create jobs, and grow our economy. ",Liberal,Central Nova,Sean Fraser,http://www.parl.gc.ca/Parliamentarians/en/members/sean-fraser(219851)
4740551,ca.proc.d.2018-04-19.10062402,2018-04-19,b41c3b7e-c64f-4415-9f58-79d7462e5d8e,237464,"Mr. Peter Julian (New Westminster—Burnaby, NDP)",,Government Orders,"Budget Implementation Act, 2018, No. 1",,"Mr. Speaker, I know the member's area of Central Nova very well. I have knocked on doors throughout his riding. I know that people in Central Nova actually believe in fairness. However, what we see in this budget is the actual opposite of that. We see massive tax loopholes for Bay Street, for wealthy corporate CEOs. We are seeing the Liberal government doing the same thing the former Harper Conservatives did, which is, of course, signing tax treaties with notorious overseas tax havens so that the wealthy and privileged in Canada can take their money overseas and pay a zero tax rate. 
I know that the member's constituents in Central Nova would oppose that. I think they would also be very concerned that we are putting off pharmacare, we are putting off pay equity, and we are putting off all these issues that Canadians feel very strongly about to feed what is an increasing problem of unfairness in the tax system, tax havens, and tax loopholes.
Would the member not agree that constituents believe in tax fairness in Central Nova? ",New Democratic Party,New Westminster—Burnaby,Peter Julian,http://www.parl.gc.ca/Parliamentarians/en/members/peter-julian(237464)
4740552,ca.proc.d.2018-04-19.10062417,2018-04-19,d05df46d-aa51-4084-89b7-cb5f95ba0652,219851,Mr. Sean Fraser,,Government Orders,"Budget Implementation Act, 2018, No. 1",,"Mr. Speaker, I cannot say how ecstatic I am to answer the question. Had the member been here yesterday, he would have heard that this was a focus of the remarks I made in the House. I said that the pursuit of ensuring that Canadians have the ability to participate fully in the economy, whether they come from money or whether they come from nothing, is a priority for our government. Ensuring that the benefits of federal government policy accrue not only to the wealthy but to the most vulnerable people in our communities is essential.
We have been trying to tackle some of the loopholes the member mentioned. I do not blame people who were taking advantage of tax measures as they have existed, but that does not mean there cannot be room for change. Our government is lowering the tax rate for small businesses but ending practices that allow the wealthiest individuals behind private corporations to profit if that does not help to grow the economy.
At the same time, we are helping individual Canadians live more fulfilling lives by indexing the Canada child benefit and by implementing the Canada workers benefit, which is going to help 45,000 low-income Nova Scotians alone. 
This is a massive sea change in the way we are adopting economic policy in Canada. I could not be more proud of our government's record on supporting those who need our help, and not just the wealthy few.",Liberal,Central Nova,Sean Fraser,http://www.parl.gc.ca/Parliamentarians/en/members/sean-fraser(219851)
4740553,ca.proc.d.2018-04-19.10062428,2018-04-19,82710269-4171-4303-af2b-f60b55256b3e,219805,"Mr. John Oliver (Oakville, Lib.)",,Government Orders,"Budget Implementation Act, 2018, No. 1",,"Mr. Speaker, one of the biggest benefits of budget 2016 was the Canada child benefit. It has lifted so many children out of poverty and supports families all across Canada. In my community of Oakville alone, $48 million a year comes in for children and families under the Canada child benefit program. It helps them with sports, groceries, rent, daily living costs, and daycare. It is a fundamental plank of what is supporting Canadian families right now, and it has been a great improvement.
Could the member speak about the importance of indexing that and some of the other changes that are happening to the Canada child benefit that will continue to ensure that Canadians benefit from this going into the future?",Liberal,Oakville,John Oliver,http://www.parl.gc.ca/Parliamentarians/en/members/john-oliver(219805)
4740554,ca.proc.d.2018-04-19.10062432,2018-04-19,d05df46d-aa51-4084-89b7-cb5f95ba0652,219851,Mr. Sean Fraser,,Government Orders,"Budget Implementation Act, 2018, No. 1",,"Mr. Speaker, my hon. colleague is absolutely correct. The Canada child benefit is a marquee policy of this government. We stopped sending child care cheques to millionaires and put more money in the pockets of nine out of 10 Canadian families. In my riding, the median income is about $21,000. The difference this policy is making for the people I represent cannot be overstated.
During my remarks yesterday I had the opportunity to share two examples. I have met folks who have told me that they have been able to enrol their kids in swimming lessons for the first time because of the Canada child benefit. I have had a single mother approach me and tell me that for the first time in her life, she was able to buy new outfits for her kids on the first day of school. 
There is a very human impact to this policy, and I am so proud to see that we are not only supporting it but indexing it to ensure that as the cost of living rises, the benefits will continue to accrue to Canadians.",Liberal,Central Nova,Sean Fraser,http://www.parl.gc.ca/Parliamentarians/en/members/sean-fraser(219851)
