basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4739982,ca.proc.d.2018-04-17.10051857,2018-04-17,e1f28a5b-c4f6-453e-8d78-f346683e1fb8,215948,"Mr. Dan Ruimy (Pitt Meadows—Maple Ridge, Lib.)",,Routine Proceedings,Committees of the House,"Industry, Science and Technology","Mr. Speaker, I have the honour to present, in both official languages, the 11th report of the Standing Committee on Industry, Science and Technology, entitled “Broadband Connectivity in Rural Canada: Overcoming the Digital Divide”, in relation to the motion adopted on Tuesday, March 27. I am also proud to announce that it is a unanimous report.
Pursuant to Standing Order 109, the committee requests that the government table a comprehensive response to this report.",Liberal,Pitt Meadows—Maple Ridge,Dan Ruimy,http://www.parl.gc.ca/Parliamentarians/en/members/dan-ruimy(215948)
4739983,ca.proc.d.2018-04-17.10051730,2018-04-17,9d3d2220-818c-494e-8d58-29f7cee7b65d,216537,"Hon. Candice Bergen (Portage—Lisgar, CPC)",,Routine Proceedings,Conflict of Interest and Ethics Commissioner's Report,,"moved:
 That the report of the Ethics Commissioner, entitled “The Trudeau Report”, tabled on Monday, January 29, 2018, be concurred in. 
Mr. Speaker, I will be sharing my time with the hon. member for Calgary Shepard.
I am rising today to speak to the former ethics commissioner's report called “The Trudeau Report”, which found that the Prime Minister had breached the Conflict of Interest Act in four separate ways.
Regrettably, at this point, I have just 10 minutes to speak, even though there is so much to be said. Let me start by summarizing why we are here and what has happened to get us to this point. 
Two Christmases ago, right after the election, Christmas holidays were here and the Prime Minister dropped off the radar. This was a Prime Minister who had just been elected on a campaign of openness and transparency, but he left for somewhere and would not tell anyone where he went. If he had just been away on a holiday, maybe on a beach somewhere, he probably would have told the media and Canadians that he was on a holiday with his family, but for some reason he was incredibly secretive and did not want anyone to know where he had gone on his Christmas holiday.
Some enterprising members of the parliamentary press gallery tracked down the Prime Minister and found out he was in the Bahamas. No doubt egged on by the Prime Minister's secrecy over the whole thing, these journalists kept digging. It turned out the Prime Minister was not just in the Bahamas at a resort somewhere that he had paid for, having a little holiday with his family. He was hanging out on a billionaire's beautiful island, a private Caribbean island owned by the Aga Khan. 
The Aga Khan does some very good work. He presides over organizations such as the Global Centre for Pluralism, which has had associations and dealings, financial and otherwise, with the Government of Canada for decades. Again, the Aga Khan does very good work in Canada and around the world, but that is irrelevant to the point we are discussing today. The point is that the Aga Khan, a good individual who does very good work for Canadians, gets a whole lot of money from the Government of Canada to do this work, and the Prime Minister of Canada was on his island accepting a free vacation from him. 
What the report told us is that this was not the first time the Prime Minister had taken a free vacation from the Aga Khan on the island. In fact, during Christmas 2014, prior to being Prime Minister, he was there for a holiday. In March 2016, family members were there for a holiday. Then during Christmas 2016, there was the private island holiday yet again. Wow, what an amazing so-called friendship to have. That is the other interesting thing about the report. For a year, the Prime Minister was saying that this was a holiday accepted from a very good friend, but the Ethics Commissioner's report told us that in fact they had not had contact for 30 years. He just seemed to be a wonderful, long-lost old friend whom the Prime Minister was somehow reacquainted with after he became Prime Minister, while the Aga Khan was doing a whole bunch of business with the Government of Canada.
The point is, and that is most likely why the Prime Minister and his staff took such a posture of great secrecy, that we have ethics rules in place that are meant to prevent prime ministers, ministers, or even parliamentarians without executive responsibilities from doing things that put them in a conflict of interest. These are things like accepting free vacations from those who do multi-million dollar transactions with the government, accepting free rides in their private helicopters, not recusing oneself from discussions where the opportunity exists to improperly further the other person's interests, and failing to arrange one's own affairs in a manner to avoid those conflicts of interest. Those were the exact four areas where the Prime Minister broke the ethics rules. These rules are in place to stop a prime minister from doing this, but in a very shameful, historic ruling, we have seen our own Prime Minister break these four specific rules. 
That is why my hon. friend the leader of the official opposition wrote to Mary Dawson, the then Conflict of Interest and Ethics Commissioner, asking for an investigation of the Prime Minister's conduct. That is why the Ethics Commissioner in turn conducted an investigation and produced a thorough 66-page report called “The Trudeau Report” on the Prime Minister's vacation. That is why the Ethics Commissioner reported her findings that the Conflict of Interest Act had been violated in four separate ways. 
Let us keep in mind that the Conflict of Interest Act is a law. For anybody who said that the Prime Minister did not break the law, he did in fact break the law. The Conflict of Interest Act is a piece of legislation that our government brought into effect. It was passed here in the House of Commons. It is in law, and the Prime Minister broke that law. There is no way to sugarcoat or whitewash it. Mary Dawson's investigation confirmed what any sensible and reasonable observer would have said, that the Prime Minister's free luxury vacation on a private Caribbean island owned by someone with dealings with the federal government simply did not pass the sniff test.
Many have looked at the value of these three vacations. They are probably valued at close to $700,000. When we look at the value of not only the vacation itself but the RCMP time that was used for this vacation, which the Prime Minister has refused to pay back, it is close to $700,000. Can members imagine a minister of the crown receiving an envelope of cash with $700,000 in it from somebody who is dealing with that minister? It is like that individual saying, “Here is a free gift of $700,000 cash”, when that minister is making decisions regarding the work this individual was doing. The fact that this is basically what our Prime Minister did is reprehensible. The fact that he refuses to take responsibility for it is even more irresponsible. It goes to show how the Prime Minister has failed Canadians in his dealings. He has been unethical and has shown such horrendous judgment time and time again.
The Ethics Commissioner also unearthed that the Prime Minister and his family accepted similar vacations when he was the leader of the third party, and that his wife, children, and their whole host of friends accepted a third vacation in March 2016.
We thank the former Ethics Commissioner for her work and her analysis on this serious issue. The report and the public discussions about it have exposed a serious concern for us as Conservatives and I think for the entire House of Commons.
When we read the report that addressed the unethical and illegal vacation, we learned that during this Caribbean sojourn, the Prime Minister and the Aga Khan exchanged gifts. He received a present during a gifted vacation. Talk about piling it on. It is kind of like the nesting dolls that get piled on one after the other. We keep opening up the doll and there is another doll and then another. However, this is not very dollish at all; in fact, it is probably the opposite. 
What kind of gifts are we talking about? My colleague, the hon. member for Saskatoon—Grasswood, himself a skilled journalist, sought to get to the bottom of the mystery and placed a question on the Order Paper to find out what kind of gifts the Prime Minister received from the Aga Khan. It would seem that the same PMO staff who first handled the communication of the Bahamas trip fielded this question. This is what we heard back from the government: basically, no disclosure. The Prime Minister said that he had disclosed all gifts to the Ethics Commissioner as part of the examination.
 The bottom line is that the Prime Minister did not disclose the illegal gifts. He said he received a bag. We do not know if it was a duffle bag that one might get at Winners or a Louis Vuitton bag worth many thousands of dollars. We do not know because the Prime Minister will not tell us. The Prime Minister has to disclose gifts under a certain amount, but these illegal gifts that he received he has not had to disclose. When we have asked him time and time again, he has refused to. 
The concern in this legal gap is not Mary Dawson's fault and it is something that needs to be addressed in the Conflict of Interest Code. With that, we need to get to the bottom of the gift exchange, and we need to close the loophole so that this does not continue.",Conservative,Portage—Lisgar,Candice Bergen,http://www.parl.gc.ca/Parliamentarians/en/members/candice-hoeppner(216537)
4739984,ca.proc.d.2018-04-17.10051886,2018-04-17,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Conflict of Interest and Ethics Commissioner's Report,,"Madam Speaker, I am somewhat disappointed in the official opposition in the sense that what is really important to Canadians is what is happening in their everyday lives in communities across our country.
The Prime Minister has complied with the commissioner. Mary Dawson did an outstanding job looking into the matter. We responded. We appreciated the fine work Mary Dawson did, and we continue to want to move on and recognize what is important to Canadians.
On the one hand, we can see that Canada's middle class continues to grow and get healthier, which gives us more strength in our economy. We see some of the tangible examples, such as the hundreds of thousands of jobs that have been created and some of the social programming that has been put forward.
As this government has focused on what Canadians want the government to do, the opposition has continued its preoccupation with character assassination, whether it is the Minister of Finance, the Prime Minister, or anyone else they believe they can point a finger at and say is a bad person. They can continue those personal assassinations. We, on the other hand, will continue to fight for the middle class and those aspiring to be part of it and those who are being challenged.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
4739985,ca.proc.d.2018-04-17.10051915,2018-04-17,9d3d2220-818c-494e-8d58-29f7cee7b65d,216537,Hon. Candice Bergen,,Routine Proceedings,Conflict of Interest and Ethics Commissioner's Report,,"Madam Speaker, what Canadians have seen for the last two years is a Prime Minister who continues to fail them. He made promises during the campaign, and when he was elected, he abdicated and reneged on every single one of those promises. We have never in the history of this Parliament seen a Prime Minister convicted of breaking four ethics laws. 
The Prime Minister, and the Minister of Finance as well, are increasing taxes on Canadians, failing our energy sector, and failing the men and women in Canada who work in our natural resources sector who do not have Aga Khan billionaire friends to give them free island vacations worth $700,000. Canadians are working hard every day. They do not have two full-time nannies paid for by the taxpayers. They do not have trips abroad where, thankfully, they are being fools, like the Prime Minister made a fool of himself on the India trip.
The Prime Minister is using Canadian taxpayers' dollars. He is using his position to advance himself. He is using his position to promote himself. Canadians are saying that it is time the Prime Minister stopped acting like a fool. ",Conservative,Portage—Lisgar,Candice Bergen,http://www.parl.gc.ca/Parliamentarians/en/members/candice-hoeppner(216537)
4739986,ca.proc.d.2018-04-17.10051944,2018-04-17,2b91ab47-7930-4848-ad6e-fde1a50a9569,237492,"Ms. Rachel Blaney (North Island—Powell River, NDP)",,Routine Proceedings,Conflict of Interest and Ethics Commissioner's Report,,"Madam Speaker, I thank the member for bringing up this very important issue.
The reality is that in the last election, the Liberals said that they were going to do things differently, that there was going to be more transparency, that there was going to be more accountability. However, what we are seeing is a serious loophole, which is that when they are given illegal gifts, they do not have to report them.
 I think we have to come back to the basics here of accountability to Canadians. We have to stop having government members trying to say that everyday Canadians are interested in other things besides this. This is about the ethics of the leader of our country.
 I would ask the member to talk a little bit about why this loophole is so huge and why the government is not taking steps to close it. ",New Democratic Party,North Island—Powell River,Rachel Blaney,http://www.parl.gc.ca/Parliamentarians/en/members/rachel-blaney(237492)
4739987,ca.proc.d.2018-04-17.10051957,2018-04-17,9d3d2220-818c-494e-8d58-29f7cee7b65d,216537,Hon. Candice Bergen,,Routine Proceedings,Conflict of Interest and Ethics Commissioner's Report,,"Madam Speaker, I think we have seen a pattern with the government. Its members seem to find every loophole they can so they can use them to their advantage. We saw them do this very early on after the election, when the ministers were doing fundraisers with stakeholders. They were raising hundreds of thousands of dollars with the very same people they were working with in their ministerial portfolios. This was after the Prime Minister had said that they should be arranging their affairs in a manner that could bear the strongest scrutiny. They said that there were no rules that forbade them from doing that. We asked why they were not obeying not just the letter of the law but the spirit of the law. Honestly, if the Liberals would just follow the spirit of the law of the Ethics Commissioner's request, we would not have this problem. 
If we did not have a Prime Minister who thinks he is entitled to all the fancy holidays and everything paid for by taxpayers, and anyone else he can take advantage of, we would not have this problem. However, we have the same old Liberals in government who are constantly trying to advance their own interests. Yes, we have to close this loophole to ensure that the Liberals do not find ways to take advantage of these kinds of things.",Conservative,Portage—Lisgar,Candice Bergen,http://www.parl.gc.ca/Parliamentarians/en/members/candice-hoeppner(216537)
4739988,ca.proc.d.2018-04-17.10051982,2018-04-17,bd2068aa-74c7-430a-bdf5-6f17b14ca140,218228,"Mr. Tom Kmiec (Calgary Shepard, CPC)",,Routine Proceedings,Conflict of Interest and Ethics Commissioner's Report,,"Madam Speaker, I would like to thank the opposition House leader for concurring in this report and basically presenting the case for why it is important to have debate today on the Prime Minister's ethical breaches. It is not just us saying it. It is the Ethics Commissioner saying it. 
Before I go on, Madam Speaker, if I could have your help on this, I will move an amendment to the motion at the end of my speech. If I am given the warning of one minute, I will be happy to move it then.
We are here today because of what's called “The Trudeau Report”. It was made under the Conflict of Interest Act and the Conflict of Interest Code for members of the House of Commons. It was tabled before the House in late January. Within it, we found that the Prime Minister, in fact, was guilty of breaking the ethical standards set in law. 
It is not a spirit thing. It is not something the opposition would like to see. It is not something that members outside of the House believe is important. It is literally an act of Parliament that was passed, with guidance documents, which the Prime Minister signed, provided to all of his ministers. In the report, the Ethics Commissioner found that the Prime Minister broke four specific parts of the act. 
Before I continue, I will also mention that I believe it is the first time a prime minister, in the history of Canada, has been found guilty of breaking not just any law but the ethics rules that all of us have to abide by, including members of the government. The front benchers and the members of the cabinet have to live by the rules. It is even worse that the person who is supposed to lead them, the person who is supposed to represent all of them, the Prime Minister, broke these rules. What kind of example does it set for the rest of the cabinet ministers when their own leader breaks the rules and shows no contrition whatsoever about having done so and makes no amends whatsoever to fix the matter?
There is a saying, “Every day brings forth its own sorrows.” That is a Yiddish proverb. I had my own sorrow on Sunday and Monday when all my flights kept being cancelled and I could not get here, but today I believe it is going to be the sorrow of the Prime Minister, because he is in a particular situation where he has done nothing to address his ethical lapses.
 I am old enough to remember that this is indeed the same old Liberal Party of Canada, the same old people who are involved. I remember Adscam. I remember the Gomery inquiry. Justice Gomery did a fantastic report at the time. We are having a repetition of the same ethical lapses of 10 to15 years ago. It is absolutely ridiculous that we find ourselves here today. I also think this is the first time we have had concurrence in an Ethics Commissioner's report to the House that highlights the ethical lapses of the Prime Minister. 
There are five things a Toronto Star article mentioned that I think draw attention to the importance of having this debate today, because ethics do matter. We cannot just wash it over. Ethics do matter. 
The Aga Khan did not meet the definition of a friend under the law. The Prime Minister broke the rules on gifts. The flights that were taken were an issue. I am going to go into that just a little bit more, because the Ethics Commissioner went into the details of what the Prime Minister's lawyers were saying in an interpretation of the law that I think most Canadians would find absolutely ridiculous. Finally, the Prime Minister failed to recuse himself from talks that gave him an opportunity to further the interests of the Aga Khan.
The investigation started because the former chair of the ethics committee wrote a letter. It was the member for Red Deer—Lacombe, a Conservative member of Parliament, who pointed out to the Ethics Commissioner the potential ethical breaches in the behaviour of the Prime Minister. I remember that at the time, that side of the House, including very specific parliamentary secretaries, were saying that this was not an issue. They were asking why there was a focus on a vacation trip when we should be focusing on jobs, the economy, and all these other things. 
However, ethics matter, especially in leadership. Role models Canadians look toward for ethical decision-making, who are leading the country, should be held to the highest possible standard. More so, they should set the bar even higher for themselves and do so in a very public manner. When they cannot even meet the bar they set, and they cannot even meet the bar set by the House of Commons itself, it becomes a matter the House should consider through concurrence in the report.
In that report, the Ethics Commissioner said, 
 There was nothing unusual, unforeseen, or unavoidable about this trip. [The Prime Minister] was well aware, given his previous stay on the island in 2014, that private transportation was needed to reach the Aga Khan's private island. 
One of the points the lawyers tried to make was that actually, this ethical breach, which the Ethics Commissioner said was a violation of the law, was unavoidable. The lawyers claimed that there was no way to plan around this. The RCMP needed to do it. 
 The Prime Minister knew in 2014 that if he went to this island, it would be exactly the same situation. The Ethics Commissioner said it was unavoidable, that he should have known better. The Prime Minister contravened sections 5, 11, 12, and 21 of the act. The Ethics Commissioner found that he failed to meet the general duty found in section 5, because he vacationed on the Aga Khan's private island.
 Section 11, which is the purpose of my amendment, deals with the gifts that were received during this trip. The Prime Minister accepted hospitality and gifts and the use of the private island that personally benefited him. He never cleared it with the Ethics Commissioner ahead of time. He just did it, and after the fact, he claimed that he had learned a lesson and that it probably will not happen again. How can we trust that? He showed no contrition. He made no attempt to modify the law to live up to the higher standard he set for cabinet ministers.
Section 12 prohibits ministers and members of their families from accepting travel on non-commercial charter or private aircraft. By the way, the lawyers quibbled over the definition in French and English, aircraft versus avion, in the report. That does not cover helicopters. I find it absolutely ridiculous that the Prime Minister would instruct his lawyers to make that type of defence, but it is in the report itself. Any Canadian can read it and see it in black and white.
The Ethics Commissioner said, 
 [The Prime Minister] contravened Section 12 when he and his family accepted travel provided by the Aga Khan on a private aircraft. The travel was not required as part of his official duties, the circumstances were not exceptional and he did not seek the prior approval of the Commissioner. 
Last, “the Prime Minister contravened Section 21 when he failed to recuse himself from two discussions during which he had an opportunity to improperly further the private interests of” the Aga Khan.
As the opposition House leader has said, the Aga Khan Foundation and the Aga Khan himself do a lot of good work, charitable work, all around the world. It is not incumbent upon the Aga Khan to recuse himself. It is incumbent upon the Prime Minister to recuse himself. He is the person responsible for ensuring that he does not find himself in a conflict of interest. All members of cabinet have to live up to this higher standard, a higher standard set not only by the Prime Minister but also by the House of Commons through the ethics legislation that was passed in 2006, with mass party support. We all agreed at the time that the ethical bar had to be raised, and indeed, it was raised. 
It is interesting that now we find ourselves in this situation, 12 years after that truly historic and monumental piece of legislation came down. It was the first piece of legislation put forward by the Conservative government in 2006. It set forth new ethical rules that all members of Parliament, cabinet ministers, and the prime minister were expected to live up to. 
The Prime Minister has failed to live up to those standards, and now we find ourselves today concurring in a report from the Ethics Commissioner to draw the attention of Canadians to the Prime Minister's lack of ethical standards and his complete inability to show any contrition or make amends or propose modifications to the rules to ensure that this will never happen again. It may quite easily happen again. 
There is also the issue of the gifts. We do not know what the illegal gifts were. As the opposition House leader said, members of Parliament and Canadians have a right to know what they were.
I see that my time is up. I would like to move the amendment I spoke of at the beginning of my remarks. I move:
 That the motion be amended by deleting all the words after the word “THAT” and substituting the following: the report of the Ethics Commissioner, entitled “The Trudeau Report”, tabled on Monday, January 29, 2018, be not now concurred in, but that, pursuant to section 28(13) of the Conflict of Interest Code for Members of the House of Commons, it be referred back to the Commissioner with instruction that he amend the same to include recommendations to close the loopholes in the Code, as well as the Conflict of Interest Act, that allowed the Prime Minister to withhold from the public the nature of the unacceptable gifts he received from the Aga Khan because the public registry includes only acceptable gifts within the meaning of section 14 of the Code and Section 11 of the Conflict of Interest Act. 
",Conservative,Calgary Shepard,Tom Kmiec,http://www.parl.gc.ca/Parliamentarians/en/members/tom-kmiec(218228)
4739989,ca.proc.d.2018-04-17.10052158,2018-04-17,cedf1659-ebb1-4f26-b723-5c7c5353988b,214948,The Assistant Deputy Speaker (Mrs. Carol Hughes),,Routine Proceedings,Conflict of Interest and Ethics Commissioner's Report,,"The amendment is in order.
Questions and comments, the hon. member for Laval—Les Îles.",New Democratic Party,Algoma—Manitoulin—Kapuskasing,Carol Hughes,http://www.parl.gc.ca/Parliamentarians/en/members/carol-hughes(214948)
4739990,ca.proc.d.2018-04-17.10052183,2018-04-17,ea3bdfb2-c01b-4b31-937f-51fafc045172,214023,"Mr. Fayçal El-Khoury (Laval—Les Îles, Lib.)",,Routine Proceedings,Conflict of Interest and Ethics Commissioner's Report,,"Madam Speaker, the easiest thing to do is to criticize someone, especially when that person is achieving something the previous government was unable to achieve.
I would like to remind my colleagues in the other parties that they do not see what the Prime Minister has achieved, with his historical investment in infrastructure to create jobs and grow the economy, protecting the environment, lifting hundreds of thousands of children out of poverty, shifting Canada's name from the bottom line to the highest international levels, and putting Canada on the front line of the G7.
 I am sorry to say that either those members do not see it the way they should, which means they are blind, or they have to open their eyes more, be realistic, and tell the truth to the Canadian people.",Liberal,Laval—Les Îles,Fayçal El-Khoury,http://www.parl.gc.ca/Parliamentarians/en/members/faycal-el-khoury(214023)
4739991,ca.proc.d.2018-04-17.10052202,2018-04-17,cedf1659-ebb1-4f26-b723-5c7c5353988b,214948,The Assistant Deputy Speaker (Mrs. Carol Hughes),,Routine Proceedings,Conflict of Interest and Ethics Commissioner's Report,,"I just want to remind members to please respect the person who is speaking. I am sure the person who will be answering the question is quite capable. If others have questions and comments, please stand to be recognized.",New Democratic Party,Algoma—Manitoulin—Kapuskasing,Carol Hughes,http://www.parl.gc.ca/Parliamentarians/en/members/carol-hughes(214948)
