State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude
NSW,127,Kingsford Smith,2326,1,The Spot,Claremont College,30 Coogee Bay Rd,NA,NA,RANDWICK,NSW,2031,-33.9182,151.245
NSW,127,Kingsford Smith,65270,5,Waverley KINGSFORD SMITH PPVC,"Margaret Whitlam Recreation Centre, Community Room",Waverley Park,Bondi Rd,NA,BONDI JUNCTION,NSW,2022,-33.893823,151.2580276
NSW,128,Lindsay,1747,1,Berkshire Park,Berkshire Park Community Centre,85 Sixth St,NA,NA,BERKSHIRE PARK,NSW,2765,-33.6789669,150.7801232
NSW,128,Lindsay,65411,5,BLV Lindsay PPVC,BLV Lindsay,Ground Floor,606 High St,NA,PENRITH,NSW,2750,-33.752017,150.690599
NSW,128,Lindsay,1479,1,Cambridge Gardens,Cambridge Gardens Public School,34 Trinity Dr,NA,NA,CAMBRIDGE GARDENS,NSW,2747,-33.737332,150.7229665
NSW,128,Lindsay,1480,1,Cambridge Park,Cambridge Park Public School,35 Oxford St,NA,NA,CAMBRIDGE PARK,NSW,2747,-33.748,150.726
NSW,128,Lindsay,83595,1,Cambridge Park North,Cambridge Park Scout Hall,Eton Road,NA,NA,CAMBRIDGE PARK,NSW,2747,-33.7441139,150.7192155
NSW,128,Lindsay,1481,1,Cambridge Park South,Cambridge Park High School,Harrow Rd,NA,NA,CAMBRIDGE PARK,NSW,2747,-33.7523,150.734
NSW,128,Lindsay,1754,1,Castlereagh,Castlereagh Public School,87-101 Post Office Rd,NA,NA,CASTLEREAGH,NSW,2749,-33.6675182,150.6770237
NSW,128,Lindsay,11957,1,Claremont Meadows,Claremont Meadows Public School,124-164 Sunflower Dr,NA,NA,CLAREMONT MEADOWS,NSW,2747,-33.7737517,150.746131
NSW,128,Lindsay,384,1,Colyton,Bennett Road Public School,100-114 Bennett Rd,NA,NA,COLYTON,NSW,2760,-33.7838,150.791
NSW,128,Lindsay,83596,1,Colyton West,Colyton High School,53 Carpenter Street,NA,NA,COLYTON,NSW,2760,-33.7793964,150.7972021
NSW,128,Lindsay,1758,1,Cranebrook,Samuel Terry Public School,93-107 Grays Lane,NA,NA,CRANEBROOK,NSW,2749,-33.7128,150.708
NSW,128,Lindsay,83598,1,Cranebrook Central,Henry Fulton Public School,vincent Rd,NA,NA,CRANEBROOK,NSW,2749,-33.704021,150.7113511
NSW,128,Lindsay,83597,1,Cranebrook North,St Thomas' Anglican Church,29 Callisto Dr,NA,NA,CRANEBROOK,NSW,2749,-33.7177262,150.7138527
NSW,128,Lindsay,1478,1,Cranebrook South,Cranebrook High School,Hosking St,NA,NA,CRANEBROOK,NSW,2749,-33.721,150.709
NSW,128,Lindsay,30119,5,Divisional Office (PREPOLL),Divisional Office,Ground Floor,606 High St,NA,PENRITH,NSW,2750,-33.752158,150.690381
NSW,128,Lindsay,1483,1,Emu Heights,Emu Heights Public School,65A Wedmore Rd,NA,NA,EMU PLAINS,NSW,2750,-33.7361,150.65
NSW,128,Lindsay,1484,1,Emu Plains,Emu Plains Public School,13-17 Emerald St,NA,NA,EMU PLAINS,NSW,2750,-33.7559934,150.6582736
NSW,128,Lindsay,83599,1,Emu Plains Central,Melrose Hall,169 Great Western Hwy,NA,NA,EMU PLAINS,NSW,2750,-33.7525616,150.6658226
NSW,128,Lindsay,97410,5,Emu Plains LINDSAY PPVC,3/116 Old Bathurst Rd,NA,NA,NA,EMU PLAINS,NSW,2750,-33.75206,150.65967
NSW,128,Lindsay,1494,1,Emu Plains North,Nepean High School,115-119 Great Western Hwy,NA,NA,EMU PLAINS,NSW,2750,-33.7486716,150.6702912
NSW,128,Lindsay,32337,1,Glenmore Park,Glenmore Park Public School,33-41 The Lakes Dr,NA,NA,GLENMORE PARK,NSW,2745,-33.7847,150.681
NSW,128,Lindsay,31689,1,Glenmore Park Central,Glenmore Park High School,Glenmore Pkwy,NA,NA,GLENMORE PARK,NSW,2745,-33.7919868,150.6721976
NSW,128,Lindsay,82533,1,Glenmore Park East,Surveyors Creek Public School,St Andrews Dr,NA,NA,GLENMORE PARK,NSW,2745,-33.7872932,150.6899196
NSW,128,Lindsay,83600,1,Glenmore Park South,Fernhill School,12-40 Ridgetop Drive,NA,NA,GLENMORE PARK,NSW,2745,-33.795637,150.6778965
NSW,128,Lindsay,1486,1,Jamisontown,Jamisontown Public School,1A Thurwood Ave,NA,NA,JAMISONTOWN,NSW,2750,-33.7724,150.683
NSW,128,Lindsay,1507,1,Jamisontown West,Jamisontown Uniting Church,3 Stuart St,NA,NA,JAMISONTOWN,NSW,2750,-33.7637561,150.6812575
NSW,128,Lindsay,1487,1,Kingswood,Kingswood Public School,46-54 Second Ave,NA,NA,KINGSWOOD,NSW,2747,-33.7642,150.726
NSW,128,Lindsay,1501,1,Kingswood North,St Dominics College,54-94 Gascoigne St,NA,NA,KINGSWOOD,NSW,2747,-33.7535,150.714
NSW,128,Lindsay,1489,1,Kingswood South,Kingswood South Public School,60-68 Smith St,NA,NA,KINGSWOOD,NSW,2747,-33.7697,150.712
NSW,128,Lindsay,1491,1,Leonay,Leonay Public School,13-24 Buring Ave,NA,NA,LEONAY,NSW,2750,-33.7647,150.651
NSW,128,Lindsay,1783,1,Llandilo,Llandilo Public School,Lot 221 Seventh Ave,NA,NA,LLANDILO,NSW,2747,-33.7071,150.752
NSW,128,Lindsay,11958,1,Londonderry,Londonderry Public School,533 Londonderry Rd,NA,NA,LONDONDERRY,NSW,2753,-33.6472,150.736
NSW,128,Lindsay,65187,5,Mount Druitt LINDSAY PPVC,Unit 2,2 Rooty Hill Rd S,NA,NA,ROOTY HILL,NSW,2766,-33.7683568,150.8206913
NSW,128,Lindsay,889,1,Mulgoa,Mulgoa Public School,Mulgoa Rd,NA,NA,MULGOA,NSW,2745,-33.8365394,150.6509724
NSW,128,Lindsay,1496,1,Orchard Hills,Uniting Church Orchard Hills,Kingswood Rd,NA,NA,ORCHARD HILLS,NSW,2748,-33.782322,150.721736
NSW,128,Lindsay,83625,1,Orchard Hills West,Mary MacKillop Primary School,150 Fragar Road,NA,NA,SOUTH PENRITH,NSW,2750,-33.7786655,150.7067393
NSW,128,Lindsay,1497,1,Oxley Park,Oxley Park Public School,114-130 Adelaide St,NA,NA,OXLEY PARK,NSW,2760,-33.7709329,150.7892231
NSW,128,Lindsay,1498,1,Penrith,PCYC Penrith,100 Station St,NA,NA,PENRITH,NSW,2750,-33.754841,150.694366
NSW,128,Lindsay,83626,1,Penrith East,Penrith High School,High St,NA,NA,PENRITH,NSW,2750,-33.7571,150.707
NSW,128,Lindsay,33841,5,Penrith LINDSAY PPVC,3/535 High St,NA,NA,NA,PENRITH,NSW,2750,-33.75,150.7
NSW,128,Lindsay,1488,1,Penrith North,Kingswood Park Public School,Caloola Ave,NA,NA,PENRITH,NSW,2750,-33.7413,150.711
NSW,128,Lindsay,1502,1,Penrith South,Penrith South Public School,172-190 Jamison Rd,NA,NA,SOUTH PENRITH,NSW,2750,-33.7642,150.701
NSW,128,Lindsay,1510,1,Penrith South Central,Jamison High School,222 Evan St,NA,NA,SOUTH PENRITH,NSW,2750,-33.7746877,150.6985579
NSW,128,Lindsay,1503,1,Regentville,Regentville Public School,28-34 School House Rd,NA,NA,REGENTVILLE,NSW,2745,-33.7767,150.668
NSW,128,Lindsay,1504,1,St Marys,St Marys Public School,Princess Mary St,NA,NA,ST MARYS,NSW,2760,-33.7684193,150.7705767
NSW,128,Lindsay,410,1,St Marys North,St Marys North Public School,24-40 Willow Rd,NA,NA,ST MARYS,NSW,2760,-33.7566411,150.7831265
NSW,128,Lindsay,1506,1,St Marys South,St Marys South Public School,96 Monfarville St,NA,NA,ST MARYS,NSW,2760,-33.7795,150.776
NSW,128,Lindsay,33630,2,Special Hospital Team 1,Multiple sites,NA,NA,NA,NA,NSW,2747,NA,NA
NSW,128,Lindsay,32328,1,Sydney (Lindsay),Sydney Town Hall,George St,NA,NA,SYDNEY,NSW,2000,-33.8730501,151.2064528
NSW,128,Lindsay,1508,1,Werrington,Werrington Public School,Armstein Cres,NA,NA,WERRINGTON,NSW,2747,-33.7544758,150.746012
NSW,128,Lindsay,1509,1,Werrington County,Werrington County Public School,2A John Batman Ave,NA,NA,WERRINGTON COUNTY,NSW,2747,-33.7454,150.747
NSW,130,Lyne,1564,1,Barrington,Barrington Public School,1 Kenmore St,NA,NA,BARRINGTON,NSW,2422,-31.9714,151.911
NSW,130,Lyne,452,1,Beechwood,Beechwood School of Arts Hall,725 Beechwood Rd,NA,NA,BEECHWOOD,NSW,2446,-31.4366,152.681
NSW,130,Lyne,65561,5,BLV Lyne PPVC,BLV Lyne,Shop 4 Manning Arcade,20 Manning St,NA,TAREE,NSW,2430,-31.9114989,152.4605728
NSW,130,Lyne,1353,1,Bolwarra,Bolwarra Public School,25 Bolwarra Rd,NA,NA,BOLWARRA,NSW,2320,-32.7074,151.573
NSW,130,Lyne,1566,1,Bonny Hills,Bonny Hills Community Hall,Graham St,NA,NA,BONNY HILLS,NSW,2445,-31.5911,152.839
NSW,130,Lyne,1567,1,Booral,Booral Public School,2300 The Bucketts Way,NA,NA,BOORAL,NSW,2425,-32.4663,151.961
NSW,130,Lyne,1568,1,Bulahdelah,Bulahdelah Central School,8 Meade St,NA,NA,BULAHDELAH,NSW,2423,-32.4127,152.212
NSW,130,Lyne,1569,1,Bungwahl,Bungwahl Public School,56 Seal Rocks Rd,NA,NA,BUNGWAHL,NSW,2423,-32.3895,152.448
NSW,130,Lyne,1571,1,Burrell Creek,Burrell Creek Hall,5348 The Bucketts Way,NA,NA,BURRELL CREEK,NSW,2429,-31.9526,152.296
NSW,130,Lyne,83501,5,Camden Haven PPVC,Camden Haven Scout Hall,3-5 Tunis St,NA,NA,LAURIETON,NSW,2443,-31.6478184,152.7976712
NSW,130,Lyne,1574,1,Chatham,Chatham High School,5 Davis St,NA,NA,TAREE,NSW,2430,-31.8966,152.48
NSW,130,Lyne,1575,1,Clarence Town,Clarence Town Public School,82 Queen St,NA,NA,CLARENCE TOWN,NSW,2321,-32.58969,151.77679
NSW,130,Lyne,467,1,Comboyne,Comboyne Public School,11 Hill St,NA,NA,COMBOYNE,NSW,2429,-31.6051,152.472
NSW,130,Lyne,1576,1,Coolongolook,Coolongolook Public School,Lombard St,NA,NA,COOLONGOLOOK,NSW,2423,-32.2147,152.321
NSW,130,Lyne,11984,1,Coomba Park,Coomba Park Community Hall,86 Moorooba Rd,NA,NA,COOMBA,NSW,2428,-32.2405,152.464
NSW,130,Lyne,1577,1,Coopernook,Coopernook School of Arts Hall,Macquarie St,NA,NA,COOPERNOOK,NSW,2426,-31.8251,152.613
NSW,130,Lyne,1580,1,Cundletown,Cundletown Public School,78 High St,NA,NA,CUNDLETOWN,NSW,2430,-31.8999,152.522
NSW,130,Lyne,32374,1,Diamond Beach,Hallidays Point Public School,300 Diamond Beach Rd,NA,NA,DIAMOND BEACH,NSW,2430,-32.0714,152.543
NSW,130,Lyne,30121,5,Divisional Office (PREPOLL),Divisional Office,Shop 4 Manning Arcade,20 Manning St,NA,TAREE,NSW,2430,-31.9124086,152.461001
NSW,130,Lyne,1581,1,Dunbogan,Jubilee Hall,The Boulevarde,NA,NA,DUNBOGAN,NSW,2443,-31.6457,152.816
NSW,130,Lyne,1582,1,Dungog,Dungog Public School,9 Chapman St,NA,NA,DUNGOG,NSW,2420,-32.4055,151.758
NSW,130,Lyne,1583,1,Dyers Crossing,St John's Anglican Hall,3142 Wallanbah Rd,NA,NA,DYERS CROSSING,NSW,2429,-32.0939,152.301
NSW,130,Lyne,81035,5,East Maitland LYNE PPVC,East Maitland Church of Christ,Cnr Garnett Rd & Mitchell Dr,NA,NA,EAST MAITLAND,NSW,2323,-32.7602838,151.5915656
NSW,130,Lyne,1584,1,Elands,Elands Public School,152 Glenwarrin Rd,NA,NA,ELANDS,NSW,2429,-31.6335,152.296
NSW,130,Lyne,1587,1,Forster East,Forster Public School,Head St,NA,NA,FORSTER,NSW,2428,-32.1794,152.51
NSW,130,Lyne,31457,1,Forster Keys,Great Lakes College - Forster Campus,Cape Hawke Dr,NA,NA,FORSTER,NSW,2428,-32.2137,152.538
NSW,130,Lyne,1588,1,Forster South,Council Building,4 Breese Pde,NA,NA,FORSTER,NSW,2428,-32.2015435,152.5195431
NSW,130,Lyne,33892,5,Forster-Tuncurry PPVC,50 Wharf St,NA,NA,NA,FORSTER,NSW,2428,-32.180556,152.511667
NSW,130,Lyne,1592,1,Gloucester,Gloucester Senior Citizens Hall,30 Hume St,NA,NA,GLOUCESTER,NSW,2422,-32.00918,151.95872
NSW,130,Lyne,1593,1,Gloucester South,Gloucester High School,129 Ravenshaw St,NA,NA,GLOUCESTER,NSW,2422,-32.0173,151.96
NSW,130,Lyne,1374,1,Gresford,Gresford School of Arts,Park St,NA,NA,EAST GRESFORD,NSW,2311,-32.4310261,151.5531073
NSW,130,Lyne,1594,1,Hallidays Point,Hallidays Point Community Church,17 Diamond Beach Rd,NA,NA,HALLIDAYS POINT,NSW,2430,-32.0649,152.527
NSW,130,Lyne,1595,1,Hannam Vale,Hannam Vale Public School,1159 Hannam Vale Rd,NA,NA,HANNAM VALE,NSW,2443,-31.712,152.594
NSW,130,Lyne,1596,1,Harrington,Harrington Memorial Hall,2 Pilot St,NA,NA,HARRINGTON,NSW,2427,-31.8719,152.69
NSW,130,Lyne,1597,1,Hawks Nest,Hawks Nest Community Hall,71-73 Booner St,NA,NA,HAWKS NEST,NSW,2324,-32.673,152.179
NSW,130,Lyne,1598,1,Herons Creek,Herons Creek Public School,5499 Pacific Hwy,NA,NA,HERONS CREEK,NSW,2443,-31.5884,152.729
NSW,130,Lyne,1376,1,Hinton,Hinton Public School,14 Paterson St,NA,NA,HINTON,NSW,2321,-32.7166,151.651
NSW,130,Lyne,479,1,Huntingdon,Huntingdon Public School,2876 Oxley Hwy,NA,NA,HUNTINGDON,NSW,2446,-31.4783443,152.6605369
NSW,130,Lyne,1599,1,Johns River,Johns River Public School,4-6 Station St,NA,NA,JOHNS RIVER,NSW,2443,-31.7331,152.697
NSW,130,Lyne,1600,1,Karuah,Karuah Public School,18 Bundabah St,NA,NA,KARUAH,NSW,2324,-32.6542,151.966
NSW,130,Lyne,1601,1,Kendall,Kendall Community Centre,19 Comboyne St,NA,NA,KENDALL,NSW,2439,-31.6323,152.703
NSW,130,Lyne,1602,1,Kew,Camden Haven High School,Valley View Rd,NA,NA,KEW,NSW,2439,-31.6393,152.734
NSW,130,Lyne,1603,1,Killabakh,Killabakh Public Hall,1676 Comboyne Rd,NA,NA,KILLABAKH,NSW,2429,-31.7363,152.401
NSW,130,Lyne,32375,1,King Creek,King Creek Bushfire Brigade Building,Narran Cl,NA,NA,KING CREEK,NSW,2446,-31.4721,152.756
NSW,130,Lyne,1604,1,Krambach,Krambach Public School,3846 The Bucketts Way,NA,NA,KRAMBACH,NSW,2429,-32.0495,152.266
NSW,130,Lyne,1605,1,Lake Cathie,Lake Cathie Public School,1240 Ocean Dr,NA,NA,LAKE CATHIE,NSW,2445,-31.5702572,152.8260935
NSW,130,Lyne,1606,1,Lansdowne,Lansdowne Public School,Cundle Rd,NA,NA,LANSDOWNE,NSW,2430,-31.783703,152.532633
NSW,130,Lyne,1381,1,Largs,Largs Public School,1 Hunter St,NA,NA,LARGS,NSW,2320,-32.7002,151.606
NSW,130,Lyne,1607,1,Laurieton,Laurieton Public School,49 Bold St,NA,NA,LAURIETON,NSW,2443,-31.6514251,152.7968396
NSW,130,Lyne,488,1,Long Flat,Long Flat Public School,5077 Oxley Hwy,NA,NA,LONG FLAT,NSW,2446,-31.4369,152.49
NSW,130,Lyne,1383,1,Lorn,Nillo Infants School,37 Belmore Rd,NA,NA,LORN,NSW,2320,-32.7273,151.56
NSW,130,Lyne,1609,1,Lorne,Lorne Recreation Centre,941 Stewarts River Rd,NA,NA,LORNE,NSW,2439,-31.6616,152.61
NSW,130,Lyne,1612,1,Marlee,Marlee District Hall,1873 Bulga Rd,NA,NA,MARLEE,NSW,2429,-31.7709,152.316
NSW,130,Lyne,1392,1,Martins Creek,Martins Creek Public School,10 Cook St,NA,NA,MARTINS CREEK,NSW,2420,-32.566,151.624
NSW,130,Lyne,1614,1,Mitchells Island,Mitchells Island Literary Institute Hall,1179 Manning Point Rd,NA,NA,MITCHELLS ISLAND,NSW,2430,-31.8971,152.6112
NSW,130,Lyne,1615,1,Moorland,Moorland Public School,15 Church St,NA,NA,MOORLAND,NSW,2443,-31.7706,152.652
NSW,130,Lyne,1616,1,Mount George,Mount George Public School,1524 Nowendoc Rd,NA,NA,MOUNT GEORGE,NSW,2424,-31.8817,152.18
NSW,130,Lyne,1618,1,Nabiac,Nabiac Public School,Clarkson St,NA,NA,NABIAC,NSW,2312,-32.0996,152.381
NSW,130,Lyne,31510,1,North Arm Cove,North Arm Cove Community Centre,The Ridgeway,NA,NA,NORTH ARM COVE,NSW,2324,-32.6651,152.041
NSW,130,Lyne,1623,1,North Haven,North Haven Public School,670 Ocean Dr,NA,NA,NORTH HAVEN,NSW,2443,-31.63413,152.82151
NSW,130,Lyne,1624,1,Old Bar,Old Bar Public School,22 David St,NA,NA,OLD BAR,NSW,2430,-31.9722,152.588
NSW,130,Lyne,1626,1,Pacific Palms,Pacific Palms Community Centre,3957 The Lakes Way,NA,NA,PACIFIC PALMS,NSW,2428,-32.3402,152.521
NSW,130,Lyne,1403,1,Paterson Central,Paterson Public School,79 Webbers Creek Rd,NA,NA,PATERSON,NSW,2421,-32.6062,151.6
NSW,130,Lyne,82524,5,Port Macquarie LYNE PPVC,OLD ANZ Building,2/49 Horton St,NA,NA,PORT MACQUARIE,NSW,2444,-31.4301441,152.9079506
NSW,130,Lyne,1627,1,Purfleet,Purfleet Multi-purpose Centre,Lot 1-3 Old Pacific Hwy,NA,NA,PURFLEET,NSW,2430,-31.941,152.469
NSW,130,Lyne,81033,5,Raymond Terrace LYNE PPVC,33 Sturgeon St,NA,NA,NA,RAYMOND TERRACE,NSW,2324,-32.7608232,151.7424863
NSW,130,Lyne,505,1,Rollands Plains,Rollands Plains School of Arts Hall,Rollands Plains Rd,NA,NA,ROLLANDS PLAINS,NSW,2441,-31.2788,152.679
NSW,130,Lyne,1416,1,Seaham,Seaham Public School,Still St,NA,NA,SEAHAM,NSW,2324,-32.6627,151.729
NSW,130,Lyne,33612,2,Special Hospital Team 1,Multiple sites,NA,NA,NA,NA,NSW,NA,NA,NA
NSW,130,Lyne,33673,2,Special Hospital Team 2,Multiple sites,NA,NA,NA,NA,NSW,NA,NA,NA
NSW,130,Lyne,33674,2,Special Hospital Team 3,Multiple sites,NA,NA,NA,NA,NSW,NA,NA,NA
NSW,130,Lyne,81031,2,Special Hospital Team 4,Multiple sites,NA,NA,NA,NA,NSW,NA,NA,NA
NSW,130,Lyne,1638,1,Stratford,Stratford Public School,1 Avon St,NA,NA,STRATFORD,NSW,2422,-32.1174,151.939
NSW,130,Lyne,1639,1,Stroud,Stroud Public School,Erin St,NA,NA,STROUD,NSW,2425,-32.4037,151.965
NSW,130,Lyne,1640,1,Stroud Road,Stroud Road Public School,733 The Bucketts Way,NA,NA,STROUD ROAD,NSW,2415,-32.3464,151.931
NSW,130,Lyne,14111,1,Sydney (Lyne),Sydney Town Hall,George St,NA,NA,SYDNEY,NSW,2000,-33.8730501,151.2064528
NSW,130,Lyne,1642,1,Taree,Taree High School,8 Albert St,NA,NA,TAREE,NSW,2430,-31.90975,152.46338
NSW,130,Lyne,1645,1,Taree North,Manning Gardens Public School,Bushland Dr,NA,NA,TAREE,NSW,2430,-31.892,152.461
NSW,130,Lyne,33679,5,Taree PPVC,Manning Uniting Church,29 Albert St,NA,NA,TAREE,NSW,2430,-31.9104484,152.4610363
NSW,130,Lyne,1646,1,Taree West,Taree West Public School,34 Wingham Rd,NA,NA,TAREE,NSW,2430,-31.9071173,152.44497
NSW,130,Lyne,1647,1,Tea Gardens,Tea Gardens Public School,23 Witt St,NA,NA,TEA GARDENS,NSW,2324,-32.6678,152.158
NSW,130,Lyne,1648,1,Tinonee,Tinonee Public School,Manchester St,NA,NA,TINONEE,NSW,2430,-31.932642,152.414473
NSW,130,Lyne,1650,1,Tuncurry,Tuncurry Public School,22 Tuncurry St,NA,NA,TUNCURRY,NSW,2428,-32.1598,152.487
NSW,130,Lyne,1651,1,Upper Lansdowne,Upper Lansdowne Memorial Hall,1412 Upper Lansdowne Rd,NA,NA,UPPER LANSDOWNE,NSW,2430,-31.7062,152.4681
NSW,130,Lyne,1426,1,Vacy,Vacy Public School,786 Gresford Rd,NA,NA,VACY,NSW,2421,-32.5421112,151.5771074
NSW,130,Lyne,1652,1,Wallarobba,Wallarobba Memorial Hall,750 Wallarobba Brookfield Rd,NA,NA,WALLAROBBA,NSW,2420,-32.5045,151.713
NSW,130,Lyne,524,1,Wauchope,Wauchope High School,Nelson St,NA,NA,WAUCHOPE,NSW,2446,-31.451989,152.73124
NSW,130,Lyne,83500,5,Wauchope PPVC,Wauchope CWA Hall,High St,NA,NA,WAUCHOPE,NSW,2446,-31.4633904,152.7226541
NSW,130,Lyne,525,1,Wauchope South,2nd Wauchope Scout Hall,Tallowood Ave,NA,NA,WAUCHOPE,NSW,2446,-31.4694,152.731
NSW,130,Lyne,33909,1,West Haven,St Peter the Fisherman Church Hall,421 Ocean Dr,NA,NA,WEST HAVEN,NSW,2443,-31.6428,152.794
NSW,130,Lyne,1654,1,Wherrol Flat,Wherrol Flat Hall,1205 Wherrol Flat Rd,NA,NA,WHERROL FLAT,NSW,2429,-31.7835,152.228
NSW,130,Lyne,1656,1,Wingham,Wingham Brush Public School,Isabella St,NA,NA,WINGHAM,NSW,2429,-31.8701,152.377
NSW,130,Lyne,1657,1,Wingham West,Wingham Town Hall,Farquhar St,NA,NA,WINGHAM,NSW,2429,-31.87,152.37
NSW,130,Lyne,1431,1,Woodville,Iona Public School,860 Paterson Rd,NA,NA,WOODVILLE,NSW,2321,-32.6652,151.604
NSW,131,Macarthur,32912,1,Airds,Airds High School,2 Briar Rd,NA,NA,AIRDS,NSW,2560,-34.0874603,150.8280827
NSW,131,Macarthur,2900,1,Ambarvale,Ambarvale Public School,61 Copperfield Dr,NA,NA,AMBARVALE,NSW,2560,-34.0866,150.798
NSW,131,Macarthur,2935,1,Ambarvale West,Thomas Acres Public School,57 Crispsparkle Dr,NA,NA,AMBARVALE,NSW,2560,-34.0942,150.79
NSW,131,Macarthur,2901,1,Blairmount,Blairmount Public School,75 Badgally Rd,NA,NA,BLAIRMOUNT,NSW,2559,-34.0484,150.803
NSW,131,Macarthur,65610,5,BLV Macarthur PPVC,BLV Macarthur,"Level 7, 138 Queen St,",NA,NA,CAMPBELLTOWN,NSW,2560,-34.0660956,150.8149677
NSW,131,Macarthur,2902,1,Bradbury,Bradbury Public School,120 Jacaranda Ave,NA,NA,BRADBURY,NSW,2560,-34.086,150.813
NSW,131,Macarthur,33979,5,Camden MACARTHUR PPVC,Camden Civic Centre,Cnr Oxley & Mitchell Sts,NA,NA,CAMDEN,NSW,2570,-34.0531,150.694
NSW,131,Macarthur,11963,1,Campbelltown,Campbelltown Public School,31 Lithgow St,NA,NA,CAMPBELLTOWN,NSW,2560,-34.0703,150.816
NSW,131,Macarthur,2905,1,Campbelltown East,Campbelltown East Public School,80 Waminda Ave,NA,NA,CAMPBELLTOWN,NSW,2560,-34.0723,150.831
NSW,131,Macarthur,33980,5,Campbelltown MACARTHUR PPVC,Campbelltown Civic Centre,91 Queen St,NA,NA,CAMPBELLTOWN,NSW,2560,-34.063663,150.815714
NSW,131,Macarthur,2906,1,Campbelltown North,Campbelltown Performing Arts High School,90 Beverley Rd,NA,NA,CAMPBELLTOWN,NSW,2560,-34.0613,150.823
NSW,131,Macarthur,1675,1,Catherine Field,Catherine Field Community Hall,170 Catherine Fields Rd,NA,NA,CATHERINE FIELD,NSW,2557,-33.993,150.765
NSW,131,Macarthur,2909,1,Claymore,Claymore Public School,25 Dobell Rd,NA,NA,CLAYMORE,NSW,2559,-34.043,150.807
NSW,131,Macarthur,31468,1,Currans Hill,Currans Hill Public School,10 Tramway Dr,NA,NA,CURRANS HILL,NSW,2567,-34.048,150.769
NSW,131,Macarthur,30122,5,Divisional Office (PREPOLL),Divisional Office,"Level 7, 138 Queen St",NA,NA,CAMPBELLTOWN,NSW,2560,-34.06627,150.815138
NSW,131,Macarthur,11925,1,Eagle Vale,Eagle Vale Neighbourhood Centre,31 Emerald Dr,NA,NA,EAGLE VALE,NSW,2558,-34.0339,150.815
NSW,131,Macarthur,2912,1,Eschol Park,Eschol Park Public School,Eschol Park Dr,NA,NA,ESCHOL PARK,NSW,2558,-34.0287,150.811
NSW,131,Macarthur,34364,1,Glen Alpine,Glen Alpine Community Centre,cnr Heritage Way & Englorie Park Dr,NA,NA,GLEN ALPINE,NSW,2560,-34.0866002,150.7882789
NSW,131,Macarthur,82540,1,Gregory Hills,Great Beginnings,72 Village Crct,NA,NA,GREGORY HILLS,NSW,2557,-34.0276063,150.7763672
NSW,131,Macarthur,33100,1,Harrington Park,Harrington Park Public School,2 Sir Warwick Fairfax Dr,NA,NA,HARRINGTON PARK,NSW,2567,-34.0264,150.738
NSW,131,Macarthur,58618,1,Harrington Park Central,Harrington Park Community Centre,33A Fairwater Dr,NA,NA,HARRINGTON PARK,NSW,2567,-34.02906,150.73494
NSW,131,Macarthur,2918,1,Ingleburn (Macarthur),Ingleburn Public School,51 Oxford Rd,NA,NA,INGLEBURN,NSW,2565,-33.9999,150.867
NSW,131,Macarthur,2919,1,Ingleburn East,Ingleburn High School,115 Oxford Rd,NA,NA,INGLEBURN,NSW,2565,-34.0044,150.872
NSW,131,Macarthur,33816,5,Ingleburn MACARTHUR PPVC,Ingleburn Community Centre,72 Oxford Rd,NA,NA,INGLEBURN,NSW,2565,-33.999335,150.867746
NSW,131,Macarthur,2932,1,Ingleburn South,Sackville Street Public School,22 Sackville St,NA,NA,INGLEBURN,NSW,2565,-34.011,150.863
NSW,131,Macarthur,83505,1,Kentlyn,Kentlyn Public School,138 Georges River Rd,NA,NA,KENTLYN,NSW,2560,-34.0623817,150.8623677
NSW,131,Macarthur,1685,1,Leppington,Leppington Public School,144 Rickard Rd,NA,NA,LEPPINGTON,NSW,2179,-33.9596,150.81
NSW,131,Macarthur,2922,1,Leumeah,Salvation Army Hall,27-31 Rudd Rd,NA,NA,LEUMEAH,NSW,2560,-34.0545,150.828
NSW,131,Macarthur,2923,1,Leumeah North,Leumeah Public School,4 Burrendong Rd,NA,NA,LEUMEAH,NSW,2560,-34.0487,150.84
NSW,131,Macarthur,83797,1,Menangle Park,Broughton Anglican College,81 Menangle Rd,NA,NA,MENANGLE PARK,NSW,2563,-34.1082141,150.7514907
NSW,131,Macarthur,2926,1,Minto,Minto Public School,1 Redfern Rd,NA,NA,MINTO,NSW,2566,-34.0298,150.847
NSW,131,Macarthur,2934,1,Minto North,The Grange Public School,8 Benham Rd,NA,NA,MINTO,NSW,2566,-34.0228,150.857
NSW,131,Macarthur,2904,1,Minto South,Campbellfield Public School,cnr Alderney Ave & Townson Ave,NA,NA,MINTO,NSW,2566,-34.0389,150.847
NSW,131,Macarthur,82543,1,Oran Park,Oran Park Anglican College,60 Central Ave,NA,NA,ORAN PARK,NSW,2567,-34.0022352,150.7445234
NSW,131,Macarthur,83806,5,Oran Park PPVC,Oran Park Community Centre,72 Central Ave,NA,NA,ORAN PARK,NSW,2567,-33.9996922,150.7439876
