basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4766692,ca.proc.d.2018-12-13.10446693,2018-12-13,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Government Response to Petitions,,"Mr. Speaker, pursuant to Standing Order 36(8), I have the honour to table, in both official languages, the government's response to eight petitions.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
4766693,ca.proc.d.2018-12-13.10446697,2018-12-13,fc02fe5c-f4bc-451c-b921-86c4794d1d1d,234722,"Hon. John McKay (Scarborough—Guildwood, Lib.)",,Routine Proceedings,Committees of the House,Public Safety and National Security,"Mr. Speaker, I have the honour to table, in both official languages, the 30th report of the Standing Committee on Public Safety and National Security.
Pursuant to Standing Order 109, the committee requests that the government table a comprehensive response to its report.
Mr. Speaker, may I take this opportunity to wish you and yours a merry Christmas and a happy new year, and particularly to compliment the public safety committee, which has worked admirably throughout this entire year.",Liberal,Scarborough—Guildwood,John McKay,http://www.parl.gc.ca/Parliamentarians/en/members/john-mckay(234722)
4766694,ca.proc.d.2018-12-13.10446700,2018-12-13,fc02fe5c-f4bc-451c-b921-86c4794d1d1d,234722,"Hon. John McKay (Scarborough—Guildwood, Lib.)",,Routine Proceedings,Modern Slavery Act,," moved for leave to introduce Bill C-423, An Act respecting the fight against certain forms of modern slavery through the imposition of certain measures and amending the Customs Tariff.
Mr. Speaker, in the arc of Judeo-Christian history, the seminal event is the enslavement of the Israelites by the Egyptians, and the subsequent flight to freedom. That is embedded in the theology and psyche of Jews and Christians alike.
The gospel of Jesus talks about freedom throughout. Of course, unfortunately, the lineup of theology and practice does not always occur. Regrettably, the entire British Empire was built upon the notion of slavery, and its economic underpinnings were slavery.
It took possibly the most significant member of Parliament in the history of Westminster Parliament, namely William Wilberforce, to destroy the underpinnings of the British Empire by destroying slavery.
Unfortunately, slavery is still here. In fact, members will be shocked to know that there are more people enslaved now than there ever were at the height of the Atlantic slave trade.
This bill gives an opportunity for consumers to know whether, in fact, anywhere along the supply chain of the product they are buying or the service they are using, slave or forced labour conditions applied.
I am anticipating that this bill will receive both pan-Canadian support and cross-party support. It is my honour to introduce this bill and my hope that it moves through the process quickly.
 (Motions deemed adopted, bill read the first time and printed) ",Liberal,Scarborough—Guildwood,John McKay,http://www.parl.gc.ca/Parliamentarians/en/members/john-mckay(234722)
4766695,ca.proc.d.2018-12-13.10446709,2018-12-13,831322ab-9fa6-437e-92ba-1b4525f8242d,216505,"Mr. Pat Kelly (Calgary Rocky Ridge, CPC)",,Routine Proceedings,Canada Revenue Agency Act,," moved for leave to introduce Bill S-243, An Act to amend the Canada Revenue Agency Act (reporting on unpaid income tax).
Mr. Speaker, it is indeed my pleasure to introduce the fairness for all Canadian taxpayers act, measuring the tax gap to fight international tax evasion.
This bill is a common-sense measure that will help ensure accountability to parliamentarians as we fight tax evasion, in particular international tax evasion, something that I am sure is very important to all Canadians. Indeed, I hope I will have the support of all parties in this matter, because I am sure that most parliamentarians would take very seriously the issue of tax evasion and would like to see increased measures to ensure accountability for the agency as it combats international tax evasion and avoidance.
 (Motion agreed to and bill read the first time)",Conservative,Calgary Rocky Ridge,Pat Kelly,http://www.parl.gc.ca/Parliamentarians/en/members/pat-kelly(216505)
4766696,ca.proc.d.2018-12-13.10446717,2018-12-13,b37cad30-26f6-40c6-8e4c-dd3a0ba841bb,217477,"Mrs. Cheryl Gallant (Renfrew—Nipissing—Pembroke, CPC)",,Routine Proceedings,Petitions,Firearms,"Mr. Speaker, I am pleased to present a petition signed by Canadians from the ridings of Kanata—Carleton, Orléans, and Kingston and the Islands. They call on the House of Commons to respect the rights of law-abiding firearms owners and reject the Prime Minister's plan to waste taxpayers' money studying a ban on guns that are already banned.",Conservative,Renfrew—Nipissing—Pembroke,Cheryl Gallant,http://www.parl.gc.ca/Parliamentarians/en/members/cheryl-gallant(217477)
4766697,ca.proc.d.2018-12-13.10446720,2018-12-13,9fb311fc-3875-4698-b13c-014f0d819393,217587,"Mr. Colin Carrie (Oshawa, CPC)",,Routine Proceedings,Petitions,Canada Summer Jobs Initiative,"Mr. Speaker, I rise to present a petition from constituents in my riding of Oshawa that calls on the Prime Minister to defend the freedoms of conscious thought and belief and withdraw the attestation requirement for applicants to the Canada summer jobs program. There have been some changes, but the Liberals still have these requirements and people are very concerned. This is an issue of conscience and rights, and the Prime Minister needs to be told over and over again to do the right thing.",Conservative,Oshawa,Colin Carrie,http://www.parl.gc.ca/Parliamentarians/en/members/colin-carrie(217587)
4766698,ca.proc.d.2018-12-13.10446723,2018-12-13,661a3062-86d1-4ba3-9e70-81c866aa2fc3,216864,"Mr. David Anderson (Cypress Hills—Grasslands, CPC)",,Routine Proceedings,Petitions,Canada Summer Jobs Initiative,"Mr. Speaker, a number of citizens from Oshawa have been writing to me. They are concerned about section 2 of the Canadian Charter of Rights and Freedoms, which identifies freedom of conscience, thought and freedom of belief as fundamental freedoms. They say the government must defend the rights of all Canadians, regardless of whether the current government agrees with them. They believe the current government's attestation requiring Canada summer jobs program applicants to hold the same views as the government contravene the Canadian Charter of Rights and Freedoms. 
The petitioners call on the government to defend the freedoms of conscience, thought and belief by withdrawing the attestation requirement that still exists for applicants to the Canada summer jobs program.",Conservative,Cypress Hills—Grasslands,David Anderson,http://www.parl.gc.ca/Parliamentarians/en/members/david-anderson(216864)
4766699,ca.proc.d.2018-12-13.10446756,2018-12-13,363e30d6-e47b-4c39-91ad-667deb63009c,217115,"Ms. Sheila Malcolmson (Nanaimo—Ladysmith, NDP)",,Routine Proceedings,Petitions,Status of Women,"Mr. Speaker, because front-line domestic violence workers are saving women's lives, and because they are the most underfunded non-profit group in the country, petitioners from Nanaimo, Ladysmith and Ottawa call on the government to recognize the need for reliable, long-term core operations funding. Domestic violence shelters and feminist organizations are struggling to keep the lights on and to keep staff in place. They do not need program funding; they need core operations funding. 
The petitioners urge the government to direct federal funding to women's organizations and dedicate the political and financial support they need to keep women in our country alive.",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,http://www.parl.gc.ca/Parliamentarians/en/members/sheila-malcolmson(217115)
4766700,ca.proc.d.2018-12-13.10446790,2018-12-13,cad621a1-daf5-4d48-b500-1fc5344b5646,217719,"Mr. David Sweet (Flamborough—Glanbrook, CPC)",,Routine Proceedings,Petitions,Canada Summer Jobs Initiative,"Mr. Speaker, similar to others that have been presented, I have a petition from dozens of Canadians who believe the government's attestation requiring Canada summer jobs program applicants to hold the same views as the government would contravene the Canadian Charter of Rights and Freedoms. They call upon the Prime Minister to defend the freedoms of conscience, thought and belief by withdrawing the attestation requirement for applicants to the Canada summer jobs program.",Conservative,Flamborough—Glanbrook,David Sweet,http://www.parl.gc.ca/Parliamentarians/en/members/david-sweet(217719)
4766701,ca.proc.d.2018-12-13.10446792,2018-12-13,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Questions on the Order Paper,,"Mr. Speaker, the following question will be answered today: No. 2026.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
