basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4764924,ca.proc.d.2018-12-05.10427220,2018-12-05,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,,,,"It being Wednesday, we will now have the singing of the national anthem led by the hon. member for Hochelaga.
[Members sang the national anthem]",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4764925,ca.proc.d.2018-12-05.10427229,2018-12-05,3c3175ff-595b-4f50-a58d-b41cd7b5b100,214600,"Hon. Hunter Tootoo (Nunavut, Ind.)",,Statements By Members,Indigenous Affairs,,"Mr. Speaker, 
 [Member spoke in Cree] 
 [English] 
Last week, in response to my question, the Prime Minister said that all parties that are supposed to be at the table for the two Dene treaties are at the table. He was wrong.
Since 1975, every modern land claims agreement in Canada has involved the province or territory where the lands in question are located. Further, every modern land claims agreement in Canada's northern territories has involved three parties: the indigenous group, Canada and the government of the territory where the agreement is to operate.
 The two Dene treaties affect jurisdictional authority and will result in financial obligations to the Government of Nunavut and will also require amendments to the Nunavut Land Claims Agreement. They cannot be implemented without the consent of the Government of Nunavut.
Given the legal precedents and subsequent jurisprudence, I call on the Government of Canada to do the right thing and immediately invite the Government of Nunavut to the table as a full participant and signatory, where they should be. The treaties will be stronger for it.",Independent,Nunavut,Hunter Tootoo,http://www.parl.gc.ca/Parliamentarians/en/members/hunter-tootoo(214600)
4764926,ca.proc.d.2018-12-05.10427232,2018-12-05,f8d9db71-b5f5-4e2f-977c-0ad80169e2a6,215856,"Mr. Angelo Iacono (Alfred-Pellan, Lib.)",,Statements By Members,International Volunteer Day,,"Mr. Speaker, today we celebrate International Volunteer Day and the important contribution volunteers make to our communities.
Volunteers are kind and caring people who give their time to support causes they believe in. Volunteers help make our society stronger, more inclusive and more prosperous.
I would like to give some of the volunteers in my riding a big hand for their remarkable dedication and their involvement in our community: Dmjy Théodore, Geri MacDonald, Naomi Panetta, Justin Boisvert, Vincent Cammisano, Gian-Andrea Lacombe, Silvio De Cicco, Lisa Muzzo, Line Boudreault, Elisa Verillo, Saïda Seddiki, Robert Alexandre and Nick Colasurdo.
On this International Volunteer Day, I thank them for giving their time to important causes and for the contributions they make every day. I thank them from the bottom of my heart.",Liberal,Alfred-Pellan,Angelo Iacono,http://www.parl.gc.ca/Parliamentarians/en/members/angelo-iacono(215856)
4764927,ca.proc.d.2018-12-05.10427235,2018-12-05,9fb311fc-3875-4698-b13c-014f0d819393,217587,"Mr. Colin Carrie (Oshawa, CPC)",,Statements By Members,Gate 3:16 Outreach Centre,,"Mr. Speaker, during the Christmas season it is important to remember the organizations that go above and beyond to help those who need it most. In my community of Oshawa, we are blessed to have the Gate 3:16 Outreach Centre, led by Betty and her outstanding team of staff and volunteers. 
Since 1990, they have offered hot meals, warm showers, laundry services and much more to anyone in need. Having spoken with its patrons over the years, I know how valuable their safe and friendly space is to many in my community.
Earlier this year, they found themselves without a physical location, and they had to suspend services. I am extremely proud to say that they have found a new home and are back to serving the community. I stopped by last week to donate some supplies and had the opportunity to speak with their general manager, Rita. She tells me that they are thrilled with the new space and are excited to be back working with their patrons.
On behalf of all residents of Oshawa, I extend my sincere thanks to the team at Gate 3:16 and wish them every success in their location, as well as a merry Christmas and a happy new year.",Conservative,Oshawa,Colin Carrie,http://www.parl.gc.ca/Parliamentarians/en/members/colin-carrie(217587)
4764928,ca.proc.d.2018-12-05.10427239,2018-12-05,5984fab3-2564-47f9-a49a-ebb07b5cbb24,237228,"Mr. Nick Whalen (St. John's East, Lib.)",,Statements By Members,Thaddeus Dreher,,"Mr. Speaker, one of my constituents, Thaddeus Dreher, turned 100 years old on August 23. Thaddeus was born in Poland just before the First World War. He was an army officer and was studying engineering when Germany invaded Poland in 1939. 
After the war, his brothers went to work for the RCMP in Ottawa and one of them became the owner of a bakery in Montreal. They convinced him that Canada was the best country in the world. His work as a civil engineer took him all over the world, and his talent for languages gave him a clear advantage. He spoke Polish, Russian, Latin, Italian, Spanish, English, French and a bit of Thai.
Suree, his wife of 54 years who is Thai, agrees that the secret to a long life is optimism and courage in the face of adversity and change.
Thaddeus, happy 100th birthday. You are an inspiration to us all.",Liberal,St. John's East,Nick Whalen,http://www.parl.gc.ca/Parliamentarians/en/members/nick-whalen(237228)
4764929,ca.proc.d.2018-12-05.10427242,2018-12-05,4bc128a9-b349-4867-a545-ad05122c0e46,217242,"Ms. Niki Ashton (Churchill—Keewatinook Aski, NDP)",,Statements By Members,The Economy,,"Mr. Speaker, Canada is losing more and more good-paying jobs. This past week was particularly bad in terms of job losses. In our region, it was the announcement by HudBay that it is closing the Flin Flon mining operation by 2021. This follows the closure of the smelter and the refinery in Thompson earlier this year. Nationally, we have seen the closure of the Oshawa GM plant.
We are seeing the hollowing out of the Canadian economy in key sectors, like manufacturing and the resource sector. While our communities have been working hard to diversify and find other job opportunities, there can be no doubt that the loss of these good-paying jobs is devastating.
Governments need to be there for us in tough times. They need to be there for Canadians, and the federal government has been largely absent. Despite the fact that the Flin Flon operation is directly under federal jurisdiction, the government has done nothing.
As the member of Parliament for our region, I believe that governments have to be engaged. The federal government must be at the table. These are tough times for northern communities and communities across the country. Our region and our country deserves better.",New Democratic Party,Churchill—Keewatinook Aski,Niki Ashton,http://www.parl.gc.ca/Parliamentarians/en/members/niki-ashton(217242)
4764930,ca.proc.d.2018-12-05.10427245,2018-12-05,16650588-6dad-4651-892b-32a2bbca8a4f,234509,"Mr. Peter Fragiskatos (London North Centre, Lib.)",,Statements By Members,The Francophonie,,"Mr. Speaker, I rise today to highlight the importance of the French language. It is one of Canada's founding languages and part of our identity. I am so convinced that our great country is stronger for having adopted bilingualism that after I was elected to represent a region in Ontario where the majority of people are anglophone, I decided to learn French. Today, I am reaffirming my commitment to always promote the French language and culture. I want to sincerely thank the francophone community of London for working tirelessly to preserve its culture.
Thank you for your historic resistance to Doug Ford's policies.",Liberal,London North Centre,Peter Fragiskatos,http://www.parl.gc.ca/Parliamentarians/en/members/peter-fragiskatos(234509)
4764931,ca.proc.d.2018-12-05.10427249,2018-12-05,b42374fa-e181-4337-93e9-2a5c41eb5d1e,234604,"Hon. Rob Nicholson (Niagara Falls, CPC)",,Statements By Members,Hanukkah,,"Mr. Speaker, I am pleased to rise in this House today to pay tribute to the Jewish people and the celebration of Hanukkah. The word “Hanukkah” is Hebrew for dedication. The holiday commemorates the festival of lights, when one day's supply of olive oil miraculously lasted for eight days during the dedication of the second Jewish temple in Jerusalem.
 Last Sunday, I was honoured to be asked by Rabbi Zaltzman to light the first candle on the menorah in Queen Victoria Park in Niagara Falls. At a time when people of faith are being persecuted around the world, celebrating our heritage and religions is critical. I would like to thank Rabbi Zaltzman, from Chabad in the Niagara region, for putting together this event each year.
 As the word Hanukkah denotes dedication, may we dedicate ourselves to ensuring religious freedom in Canada and around the world. I would like to take this opportunity to wish a happy Hanukkah to my colleagues in this House and across our nation. ",Conservative,Niagara Falls,Rob Nicholson,http://www.parl.gc.ca/Parliamentarians/en/members/rob-nicholson(234604)
4764932,ca.proc.d.2018-12-05.10427253,2018-12-05,09025465-b112-4c9f-8f7c-ed900c423667,224183,"Mr. John Aldag (Cloverdale—Langley City, Lib.)",,Statements By Members,Justice,,"Mr. Speaker, I recently attended the gala of the Langley Community Justice Initiatives Association. This community organization provides conflict resolution programs and services, which have achieved excellent results. It is a pioneer in this area.
Marlyn Ferguson told her story of courage and transformation after her son was murdered. I was moved to hear her say that the association helped her meet with three of the people responsible for the death of her son. Her experience shows the power of restorative justice and the results that can be achieved with this approach. I would like to thank her very much for telling her story.
I would also like to thank the association for the important work it does in our community.",Liberal,Cloverdale—Langley City,John Aldag,http://www.parl.gc.ca/Parliamentarians/en/members/john-aldag(224183)
4764933,ca.proc.d.2018-12-05.10427256,2018-12-05,ffeab63b-041e-4d87-bdad-1b79ff9a98c5,237717,"Mr. Dan Vandal (Saint Boniface—Saint Vital, Lib.)",,Statements By Members,The Francophonie,,"Mr. Speaker, on Saturday, I rallied with my francophone community at the former St. Boniface city hall to show our solidarity with the Franco-Ontarian community. More than 200 attended. We were all united, young and old, established and new arrivals, francophones and francophiles, in solidarity with this community.
This rally, primarily organized by the Conseil jeunesse provincial and the students' association at the Université de Saint-Boniface, is a testament to the engagement of our Franco-Manitoban youth.
The torch has been passed from those who fought for our rights in the 1980s to the next generation, which is just as determined. More are joining in. Their voice is strong and diverse. The future of our Manitoban and Canadian francophonie looks bright in the hands of these youth. ",Liberal,Saint Boniface—Saint Vital,Dan Vandal,http://www.parl.gc.ca/Parliamentarians/en/members/dan-vandal(237717)
