basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4733331,ca.proc.d.2018-01-30.9932446,2018-01-30,72e2a81c-f40c-4c0f-8be0-09a9e61254c3,219070,"Hon. Robert Nault (Kenora, Lib.)",,Routine Proceedings,Committees of the House,Foreign Affairs and International Development,"Mr. Speaker, I have the honour to present, in both official languages, the 14th report of the Standing Committee on Foreign Affairs and International Development entitled “Moving the Relationship Forward: NAFTA Modernization and North American Trilateral Cooperation”. Pursuant to Standing Order 109, the committee requests that the government table a comprehensive response to this report. 
As we have seen, NAFTA is a very important issue. We want to thank the minister and the government for their hard work. ",Liberal,Kenora,Bob Nault,http://www.parl.gc.ca/Parliamentarians/en/members/bob-nault(219070)
4733332,ca.proc.d.2018-01-30.9932453,2018-01-30,b6850f16-57dc-486c-b5bb-0fd191022af4,218535,"Mr. Garnett Genuis (Sherwood Park—Fort Saskatchewan, CPC)",,Routine Proceedings,Petitions,Falun Gong,"Mr. Speaker, we recently had a comment from Canada's ambassador to China that Canada has more in common, in terms of certain values, with China than with the U.S. With that in mind, I want to table a petition recognizing the ongoing persecution of religious minorities in China, in particular members of the Falun Gong movement. ",Conservative,Sherwood Park—Fort Saskatchewan,Garnett Genuis,http://www.parl.gc.ca/Parliamentarians/en/members/garnett-genuis(218535)
4733333,ca.proc.d.2018-01-30.9932458,2018-01-30,c80fcb28-a347-4594-9e11-63ac3c37e428,214017,"Mr. Simon Marcil (Mirabel, BQ)",,Routine Proceedings,Petitions,Tobacco Products," Mr. Speaker, I would like to present petition e-1237, signed by 10,251 people who want to halt Bill S-5 to ensure it will contain a separate category of tobacco products for the vaping industry.",Bloc Québécois,Mirabel,Simon Marcil,http://www.parl.gc.ca/Parliamentarians/en/members/simon-marcil(214017)
4733334,ca.proc.d.2018-01-30.9932466,2018-01-30,53eb10e4-f8e7-4ef7-9448-b4a10ec1dba3,216366,"Mrs. Cathay Wagantall (Yorkton—Melville, CPC)",,Routine Proceedings,Petitions,Religious Freedom,"Mr. Speaker, I have a petition that calls on the House to amend section 241 of the Criminal Code, medical assistance in dying, and the Civil Marriage Act, to provide Christians and their faith-based institutions protection from its provisions that are contrary to their religious and conscience beliefs. It also calls on the House to enact a policy to provide a review of any legislation that may be brought forth in the future by the government to ensure it does not impinge on the religious rights of Christians. ",Conservative,Yorkton—Melville,Cathay Wagantall,http://www.parl.gc.ca/Parliamentarians/en/members/cathay-wagantall(216366)
4733335,ca.proc.d.2018-01-30.9932469,2018-01-30,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Questions on the Order Paper,,"Mr. Speaker, I ask that all questions be allowed to stand.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
4733336,ca.proc.d.2018-01-30.p5242022,2018-01-30,,,,,Routine Proceedings,Questions on the Order Paper,, Is that agreed?,,,The Speaker,
4733337,ca.proc.d.2018-01-30.p5242023,2018-01-30,,,,intervention,Routine Proceedings,Questions on the Order Paper,, Agreed.,,,Some hon. members,
4733338,ca.proc.d.2018-01-30.9932476,2018-01-30,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Privilege,Statements by Minister of Revenue Regarding the Disability Tax Credit—Speaker's Ruling,"On December 5, 2017, the hon. member for Calgary Rocky Ridge raised a question of privilege concerning allegedly misleading statements made by the Minister of National Revenue. 
 I would like to thank the member for Calgary Rocky Ridge for raising this matter, as well as the Minister of National Revenue, the Parliamentary Secretary to the Leader of the Government in the House of Commons, the member for New Westminster—Burnaby, and the member for Saanich—Gulf Islands for their comments, which assisted me in assessing the prima facie merits of this question of privilege.
The member for Calgary Rocky Ridge explained that some responses to oral questions made by the Minister of National Revenue regarding disability credit eligibility criteria contradicted information found in an internal departmental memo obtained through an access to information request. The member explained that the minister had repeatedly said that the disability credit eligibility criteria had not changed nor were there any changes to the way the law is interpreted. However, in the member’s opinion, the departmental memo showed otherwise. This, he contended, was proof that the minister had deliberately misled the House. 
He then raised this matter again on December 11, adding that comments by the minister’s parliamentary secretary in a recent media interview were further proof of this allegation.
In turn, the Parliamentary Secretary to the Leader of the Government in the House of Commons noted that, as the minister's statements were neither inaccurate nor contradictory, the requisite conditions for determining that the House had been misled have not been met. Thus, he concluded that this is simply a matter of debate.
The Minister of National Revenue rose in the House on December 12, and maintained the validity of her previous statements to the House on this matter. However, she did concede that the internal departmental memo in question, even though she argued it did not outline a change to the eligibility criteria, may have had unintended consequences in contributing to confusion. For that, the minister apologized.
Before addressing the matter at hand, I would like to remind members of the conditions involved in raising a question of privilege.
 House of Commons Procedure and Practice, second edition, at page 141, states:
 First, the Speaker must be convinced that a prima facie case of breach of privilege has been made and, second, the matter must be raised at the earliest opportunity. 
There is a tacit understanding that, if a matter goes to the heart of a member's or the House's privileges and immunities, or that contempt is involved, it is of the highest importance and should be addressed urgently. House of Commons Procedure and Practice, second edition, at page 143, reminds us that:
 ...the Member must satisfy the Speaker that he or she is bringing the matter to the attention of the House as soon as practicable after becoming aware of the situation. When a Member has not fulfilled this important requirement, the Speaker has ruled that the matter is not a prima facie question of privilege. 
This, of course, is in addition to the need for members to provide a written statement to the Speaker at least one hour before rising in the House.
When examining a charge that a member has deliberately misled the House, the Speaker is strictly limited with respect to what can and cannot be considered. As recently as November 20, 2017, at page 15325 of the Debates, I reiterated the following:
 Members know well that in any case in which the veracity of what a member of the House has said is called into question, the Chair's role is very limited to the review of the statements made in a proceeding of Parliament. In other words, the Chair cannot comment on what transpires outside of the deliberations of the House or its committees. 
 Speaker Milliken also upheld this important principle on February 10, 2011, at page 8030 of the Debates, stating that:
 …the Chair is bound by very narrow parameters in situations such as this one. It may sound overly technical but the reality is that when adjudicating cases of this kind, the Chair is obliged to reference material fully and properly before the House. 
As has been acknowledged, in examining this case, involving a series of statements by the minister, there are three necessary conditions to be met: the statements must be misleading; the member must know when making them that they are incorrect; and, finally, there must be proof that the member intended to mislead the House by making the statement.
In reviewing the statements made by the minister, which is all that the Chair is able to assess in this instance, I am unable to find evidence that they were deliberately misleading when measured against the threshold set by the House.
This is in addition to our long-standing practice of accepting members at their word, something I am bound to do. As my predecessor stated on April 29, 2015, at page 13198 of the Debates:
 …as your Speaker, I must take all members at their word. To do otherwise, to take it upon myself to assess the truthfulness or accuracy of members' statements is not a role which has been conferred on me, nor that the House has indicated that it would somehow wish the Chair to assume, with all of its implications. 
Consequently, for these reasons, I cannot find that a prima facie question of privilege exists.
That being said, this situation should serve as a pointed reminder of the need for clear and accurate exchanges of information in the House. Members' inalienable right to clarity and consistency in the information they receive underpins their ability to carry out properly their responsibilities as legislators and representatives. Any information that fails to support this right and obligation is in essence a disservice to all members. 
I thank all hon. members for their attention.",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4733339,ca.proc.d.2018-01-30.p5242047,2018-01-30,,,,stagedirection,Government Orders,Tobacco and Vaping Products Act,,"The House resumed from November 3, 2017 consideration of the motion that Bill S-5, an act to amend the Tobacco Act and the Non-smokers’ Health Act and to make consequential amendments to other acts, be read the second time and referred to a committee.",,,,
4733340,ca.proc.d.2018-01-30.9932568,2018-01-30,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Government Orders,Tobacco and Vaping Products Act,,"Mr. Speaker, it is with pleasure that I rise to address what I would argue is a very important health issue for all Canadians. 
It is estimated that every 14 minutes a Canadian dies from a tobacco-related illness, which is approximately 37,000 Canadians every year. Therefore, it is no surprise that this is an issue the government wants to move forward on. That is what this legislation is all about. It is about protecting the health and well-being of Canadians. 
This is not a new issue. Many of us are from a generation that can recall the problems nicotine and smoking have caused over the years. I was a health critic for a number of years in the Province of Manitoba. One of the greatest expenditures in our health care system is related to tobacco or cigarette smoking, second-hand smoke, and so forth. Literally hundreds of millions of dollars are spent every year on smoking-related illnesses in our health care system. One could argue that this is part of the economic or social cost, which is that much greater. 
Through time, we have seen a great deal of changes. I recall that, when I was going through school, smoking was perceived as a cool thing to be doing. It was very much encouraged. We can recall watching television programs where often the actors and actresses were smoking cigarettes. At the time, it was perceived as an okay thing to do.
As years went on, we found out that not only was it not overly cool to smoke, but the science became clear with respect to the cost of smoking, the health cost in particular. Unfortunately that science came out far too late. A high percentage of our young people and adults were already engaged in smoking at a substantial cost to society.
Fast-forward from the days I went school to the time when my daughter and son attended school. There were more educational programs in place. There were student bodies leading the educational fight to discourage individuals, particularly young people, from smoking.
 Canada at one time was on the leading edge in terms of providing necessary legislation, promotional material, and education for student bodies that highlighted the negatives of tobacco. There was a push on issues such as cigarette packaging and how to ensure the proper communication was out there to say it was not healthy to smoke. The government and Canadians as a whole really started to recognize that.
When I was younger there was always smoke in the air at my house. I was breathing in secondhand smoke every day. Today, many individuals will exit their house and go outside if they smoke because they understand the value of having clean air in their homes.
Through municipal, provincial, and national governments, and so many other stakeholders, we have seen changes over time of great benefit to non-smokers and ultimately even smokers as they have become more educated. Not that long ago, people were critical of putting a tax on tobacco. They said the government was raising taxes again by increasing the tax on cigarettes. They did not realize that the cost with respect to the consequences of smoking was much more than there ever was in terms of the revenue generated from cigarettes. It is in the government's best interests to see less people engaged in smoking and that has been well established for decades.
When we look at the legislation we are debating today, much like yesterday, when there was a great deal of support on an issue that was important for Canadians, this too is a very important issue that all Canadians are concerned about. It is an issue that all parties inside the chamber are sympathetic toward, and that is the issue of addiction and the cost to society that nicotine has had over the years and continues to have today. In other words, there is so much room for improvement and I believe that all members, no matter what side of the House they sit on, recognize that we can do more. This legislation is a positive piece of legislation.
Our government is committed to working with many different stakeholders to make a difference. When we talk about stakeholders, we are talking about the different levels of government, including Canada's indigenous people, as they work alongside the national government to look for ways to improve our situation overall.
In fact, there was a national consultation done just last year in which there was a report that was provided and targets were set. We talk about wanting to see an ongoing decrease in dependency on nicotine, or in the smoking of cigarettes. I believe the target was set at a 5% reduction over the next couple of decades. I think that is an applaudable approach and I would encourage others to get engaged in terms of establishing and supporting that particular target.
As it has been pointed out, the government has a very important role. In particular, I want to highlight the provinces. I made reference to when I was the health critic at the provincial level. The provinces, in many different ways, participate at a grassroots level in terms of the regulations and the legislation that they have put in place. I will be getting into the issue of vapour shortly. Many provinces have already introduced and brought forward legislation dealing with vapour. It is important for us to recognize the need for national standards, understanding, and better promoting those standards throughout the country, and also for developing a long-term policy that will make a positive and profound difference for all Canadians.
We look at it in terms of the government supporting different initiatives and working with, for example, our first nations and Inuit communities in the development and implementation of tobacco-controlled products that are socially and culturally appropriate. This is something that the government has already done.
 However, today it is all about Bill S-5, which amends the Tobacco Act to regulate vaping products as a separate class of products. As such, the Tobacco Act would be renamed the “tobacco and vaping products act” and would include provisions to protect youth from nicotine addiction and tobacco use.
The new federal regime would regulate the manufacture, sale, labelling, and promotion of vaping products. It would include provisions to restrict sales to youth and to restrict the promotion of certain enticing flavours such as candy that may be used to get more young people to engage in vaping. The inclusion of provisions to restrict sales to youth and restrict promotion of certain flavours will have a positive impact. It will also enable the government to put in place regulatory measures to reduce the health and safety risks related to vaping products by requiring, for example, child-resistant packaging to help protect children from nicotine poisoning.
The issue of cigarette packaging is once again dealt with in this legislation. We know that there are some countries that have gotten ahead of Canada in terms of taking a proactive approach to dealing with this type of packaging. One of the countries that I think we need to look to is Australia. Even though we have seen other countries' approaches, such as the United Kingdom, Ireland, and France, Australia has somewhat led the way in terms of the generic packaging or standardized packaging that has been brought forward. 
Within this legislation we see that we have a government that is committed to looking at the types of things Australia is doing in regard to that standardized packaging. Once again, it is ultimately meant to discourage individuals from being brought into smoking in the first place.
We know there is a high percentage of 18-year-olds and young adults who begin smoking at a much younger age and dealing with the packaging issue would assist us in preventing some young people from smoking cigarettes.
The Tobacco Act would allow for requirements to be set out in regulations in this regard. Following the passage of these legislative amendments, regulations specifying requirements such as the permitted colour, font, and even font size on tobacco packages and products, and restrictions on the use of logos, graphics, and promotional information would need to also be developed. That is a major part of Bill S-5. It would enable the government to develop the regulations, which would bring us closer to what other countries are doing. It is the will of the Minister of Health to protect the interests of young people.
As for vaping, the key message that needs to be emphasized is that while scientific knowledge is still evolving on the issue, there is much more work to be done. There will be many more reports on the subject. It is clear that vaping products may bring public health benefits, if they reduce tobacco-related death and disease by helping smokers quit or switch completely to a less harmful source of nicotine, but it may also harm young people, in particular. That concerns me greatly.
I want, as much as possible, legislation that takes a proactive approach to the health of young people, the health of all Canadians but, in particular, on this issue, the well-being of young people. I believe there is a misconception today about vaping. People think vaping is a healthy thing to do and in certain circumstances, I suspect it is healthy, but there needs to be so much more research done on this. Until we see that additional research done so that we better understand both the good and bad of vaping, if we are going to err, I would rather err on the side of caution for better health. 
A concern, for example, that I have is that many young people have led the fight in discouraging youth from cigarette smoking. To what degree is there an educational component for young people today about vaping? We know nicotine is being used in vaping and there is an addictive side to that. I would argue that we do not have enough information on the number of young people who may take up vaping, as an example, which would ultimately cause them to give up vaping and smoke cigarettes instead. There is a real risk of that and I have not seen information that clearly demonstrates that is not the case. That is why it is important for us to recognize the vaping industry, which is a growing industry. It is relatively new. The last 10 to 15 years is when it became quite popular in society. Now, with the many flavours offered and the imagery projected on the issue, it is a lure for many individuals, smokers and non-smokers alike, who look at it almost as a lifestyle issue.
I am not convinced that it is positive. In fact, I have grave concerns. That is why it is good that what we are doing in the legislation is bringing vaping under the tobacco legislation. I would like hear the different perspectives on that issue from members opposite.
Vaping has grown in popularity with the introduction of e-cigarettes. It is important that we recognize that vaping is an act of inhaling and exhaling an aerosol, which is often referred to as vapour. This is produced by what is most commonly known as an e-cigarette, but there are many similar types of devices used for vaping. They do not produce tobacco smoke. Rather, it is an aerosol, often mistaken for water vapour, that actually consists of fine particles, and it is those fine particles we need to be concerned about. They can contain varying amounts of toxic chemicals that have been linked to many negative health effects.
Generally speaking, when we think of vaping, it is done with a device with a mouthpiece. There is a battery component, which often causes issues we should be concerned about. There is a cartridge containing the e-liquid, or the juice, and a heating component for the device, which is powered by the battery. That is the makeup of something used for vaping. 
There has been a great deal of concern, and harm has been caused. There is a growing body of evidence indicating that the chemicals in these products may be dangerous. There are many health advocates who are recommending caution and are calling for additional research on the potential risks versus benefits. Most e-cigarettes contain nicotine, the same drug found in cigarettes.
There was an NBC report that highlighted issues related to the nicotine and the cigarette aerosol causing bodily harm. A recent study conducted by the UNC School of Medicine highlighted that particular problem. The flavouring can target the very young.
I appreciate the opportunity to share my thoughts and concerns.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
