basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4752514,ca.proc.d.2018-09-20.10248867,2018-09-20,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Firearms Act,,"Mr. Speaker, there have been discussions among the parties, and if you seek it, I think you will find unanimous consent for the following motion.
I move:
 That, notwithstanding any Standing Order or usual practice of the House, on Thursday, September 20, 2018, at the expiry of the five hours provided for debate on the third reading stage of Bill C-71, An Act to amend certain Acts and Regulations in relation to firearms, every question necessary to dispose of the said stage of the said Bill shall be deemed put, a recorded division deemed requested and deferred until Monday, September 24, 2018, at the ordinary hour of daily adjournment. 
",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
4752515,ca.proc.d.2018-09-20.10248636,2018-09-20,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Firearms Act,,Does the hon. parliamentary secretary have the unanimous consent of the House to move the motion?,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4752516,ca.proc.d.2018-09-20.p5525825,2018-09-20,,,,intervention,Routine Proceedings,Firearms Act,, Agreed.,,,Some hon. members,
4752517,ca.proc.d.2018-09-20.p5525826,2018-09-20,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Firearms Act,, The House has heard the terms of the motion. Is it the pleasure of the House to adopt the motion?,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4752518,ca.proc.d.2018-09-20.p5525827,2018-09-20,,,,intervention,Routine Proceedings,Firearms Act,, Agreed.,,,Some hon. members,
4752519,ca.proc.d.2018-09-20.p2,2018-09-20,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Firearms Act,, (Motion agreed to) ,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4752520,ca.proc.d.2018-09-20.10248644,2018-09-20,2b5e6bf0-39d0-4d35-bcaa-dacd1834246d,218274,"Mr. Harold Albrecht (Kitchener—Conestoga, CPC)",,Routine Proceedings,Petitions,Canada Summer Jobs Program,"Mr. Speaker, I have the honour of presenting two petitions today. The first one is from hundreds of citizens and is in regard to the Canada summer jobs program.
Section 2 of the Canadian Charter of Rights and Freedoms identifies, among other things, freedom of conscience, freedom of thought, and freedom of belief as fundamental freedoms.
The petitioners believe that the current Liberal government's proposed attestation requiring Canada summer jobs program applicants to hold the same views as the government could contravene the Canadian Charter of Rights and Freedoms.
The petitioners are calling on the Prime Minister to defend freedoms of conscience, thought and belief, and to withdraw the attestation requirement for applicants of the Canada summer jobs program.",Conservative,Kitchener—Conestoga,Harold Albrecht,http://www.parl.gc.ca/Parliamentarians/en/members/harold-albrecht(218274)
4752521,ca.proc.d.2018-09-20.10248657,2018-09-20,2b5e6bf0-39d0-4d35-bcaa-dacd1834246d,218274,"Mr. Harold Albrecht (Kitchener—Conestoga, CPC)",,Routine Proceedings,Petitions,Human Organ Trafficking,"Mr. Speaker, my second petition is in regard to the harvesting of organs.
The petitioners are calling on Parliament to move quickly on the proposed legislation to amend the Criminal Code and the Immigration and Refugee Protection Act to prohibit Canadians from travelling abroad to acquire human organs removed without consent or as a result of a financial transaction, and to render inadmissible to Canada any and all permanent residents of foreign nationals who have participated in his abhorrent trade in human organs.",Conservative,Kitchener—Conestoga,Harold Albrecht,http://www.parl.gc.ca/Parliamentarians/en/members/harold-albrecht(218274)
4752522,ca.proc.d.2018-09-20.10248665,2018-09-20,8826a32c-2e29-49be-b6e2-c1f10363639b,218836,"Ms. Irene Mathyssen (London—Fanshawe, NDP)",,Routine Proceedings,Petitions,Canada Post,"Mr. Speaker, I have two petitions today. The first is in regard to postal banking.
The petitioners have pointed out to the House of Commons that nearly two million Canadians desperately need an alternative to payday lenders because of the crippling lending rates that affect poor, marginalized, rural and indigenous communities. As there are 3,800 Canada Post outlets already in existence in rural areas where there are few or no banks, Canada Post has the infrastructure to provide postal banking.
The petitioners call upon the Government of Canada to enact my Motion 166 to create a committee to study and propose a plan for postal banking under the Canada Post Corporation.",New Democratic Party,London—Fanshawe,Irene Mathyssen,http://www.parl.gc.ca/Parliamentarians/en/members/irene-mathyssen(218836)
4752523,ca.proc.d.2018-09-20.10249272,2018-09-20,8826a32c-2e29-49be-b6e2-c1f10363639b,218836,"Ms. Irene Mathyssen (London—Fanshawe, NDP)",,Routine Proceedings,Petitions,Program for the Homeless,"Mr. Speaker, my second petition is an e-petition signed by a number of Canadians who are petitioning the Government of Canada to recognize that there are 77,550 homeless women in this country.
Despite the elimination of the tampon tax in 2015, menstrual hygiene products remain very difficult to secure because they are unaffordable for this population. There is no national policy subsidizing the cost of sanitary products. Shelters rely on donations, and because these products can cost as much as $200 a year, it is very difficult for the shelters.
The petitioners call upon the Government of Canada to subsidize menstrual hygiene management products, tampons and pads, by distributing them to food banks and shelters to be given free of charge to homeless individuals in need.",New Democratic Party,London—Fanshawe,Irene Mathyssen,http://www.parl.gc.ca/Parliamentarians/en/members/irene-mathyssen(218836)
