basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4753358,ca.proc.d.2018-09-25.10257264,2018-09-25,6025d38f-3695-4037-8221-3f4cb652936b,218940,"Mr. Bill Casey (Cumberland—Colchester, Lib.)",,Routine Proceedings,Committees of the House,Health,"Mr. Speaker, it is truly an honour for me to stand today and present, in both official languages, the 19th report of the Standing Committee on Health entitled “Organ Donation in Canada”. Pursuant to Standing Order 109, the committee requests that the government table a comprehensive response to this report.
We have made seven recommendations in the report, and every member in all parties has taken an interest in this report. Two of the members even have motions and bills coming up this week. I want to thank the members for their diligence on this most important report. I also want to thank the clerk and the analysts for their help. 
Canada has a dismal record of organ donation, and we are hoping this report will help improve it. We are in the low third of developed countries in organ donation, and we have to do better. Hopefully, these seven recommendations in the report will have some impact.
 We are thankful for the opportunity to present this report, and we look forward to a response from the government.",Liberal,Cumberland—Colchester,Bill Casey,http://www.parl.gc.ca/Parliamentarians/en/members/bill-casey(218940)
4753359,ca.proc.d.2018-09-25.10257271,2018-09-25,ea197684-00f6-458f-a46b-5bea7db6f7f3,240374,"Mr. Daniel Blaikie (Elmwood—Transcona, NDP)",,Routine Proceedings,Jobs and Economic Growth Act,," moved for leave to introduce Bill C-414, An Act to amend the Jobs and Economic Growth Act (Canadian Nuclear Laboratories Ltd.).
Mr. Speaker it is my pleasure to rise today to introduce this bill, which has to do with the pensions of over 3,000 Canadian nuclear workers and their families who, as a result of a decision to privatize the management of AECL assets, were kicked out of their pension after a three-year grace period on September 12. 
This bill would, first of all, provide an extension of the grace period for the government to work towards a more lasting solution and give it time to look at other jurisdictions that have more flexible membership for their public service pension plan to allow these workers to continue to contribute to the pension that they signed up for when they started in the industry. The workers were told since the inception of the new government that there would be a fair and lasting solution until about six months ago when the tack changed, and then they were told that, because of the framework of the legislation, the government's hands were tied. However, this bill shows that the law can change, and I encourage the government to adopt these provisions forthwith to get fairness for these workers.
 (Motions deemed adopted, bill read the first time and printed) ",New Democratic Party,Elmwood—Transcona,Daniel Blaikie,http://www.parl.gc.ca/Parliamentarians/en/members/daniel-blaikie(240374)
4753360,ca.proc.d.2018-09-25.10257285,2018-09-25,b6850f16-57dc-486c-b5bb-0fd191022af4,216935,"Mr. Garnett Genuis (Sherwood Park—Fort Saskatchewan, CPC)",,Routine Proceedings,Petitions,Rights and Freedoms,"Mr. Speaker, I have two petitions to present today.
The first is about the Canada summer jobs program. The petition states that section 2 of the Canadian Charter of Rights and Freedoms identifies freedom of conscience, thought and belief as fundamental freedoms. 
The government must defend the rights of all Canadians, including those whose values are at odds with the Liberal government's. The petition calls on the government to stop imposing the values test on Canada summer jobs program applicants.",Conservative,Sherwood Park—Fort Saskatchewan,Garnett Genuis,http://www.parl.gc.ca/Parliamentarians/en/members/garnett-genuis(216935)
4753361,ca.proc.d.2018-09-25.10257441,2018-09-25,b6850f16-57dc-486c-b5bb-0fd191022af4,216935,"Mr. Garnett Genuis (Sherwood Park—Fort Saskatchewan, CPC)",,Routine Proceedings,Petitions,Human Organ Trafficking,"Mr. Speaker, the second petition that I am presenting today has to do with the international trafficking of human organs. The petition mentions two bills, a private member's bill and a Senate bill.
The petitioners are calling on the House to support these bills and to protect those who may be vulnerable to the international trafficking of human organs.",Conservative,Sherwood Park—Fort Saskatchewan,Garnett Genuis,http://www.parl.gc.ca/Parliamentarians/en/members/garnett-genuis(216935)
4753362,ca.proc.d.2018-09-25.10257295,2018-09-25,ed1028ae-42dc-4294-9b39-4c5daff5fc74,237010,"Mr. David Tilson (Dufferin—Caledon, CPC)",,Routine Proceedings,Petitions,Immigration,"Mr. Speaker, I have a petition signed by constituents from Dufferin—Caledon. 
The petitioners call upon Parliament to encourage the Canadian government to work with the Government of Israel to facilitate the completion of sponsorship applications of asylum seekers from Africa so they can immigrate to Canada as soon as possible.",Conservative,Dufferin—Caledon,David Tilson,http://www.parl.gc.ca/Parliamentarians/en/members/david-tilson(237010)
4753363,ca.proc.d.2018-09-25.10257300,2018-09-25,530dc476-c9bf-477c-83e7-6efc545f2bf8,224177,"Mr. Luc Thériault (Montcalm, BQ)",,Routine Proceedings,Petitions,Foreign Affairs,"Mr. Speaker, I am tabling petition E-1646.
The petitioners are speaking out against the fact that Toufik Benhamiche, a Canadian citizen and resident of Mascouche, has been held in detention in Cuba since July 7, 2017, because he was unfairly convicted and sentenced to four years in prison without parole for manslaughter. Despite the fact that the People's Supreme Court of Cuba overturned all of the criminal convictions and recognized that Mr. Benhamiche was the victim of a tainted judicial process on April 30, 2018, Cuban authorities are still refusing to allow Mr. Benhamiche to leave the country. Canadian consular authorities have not made any requests to this effect.
This petition, which is signed by 1,636 Canadians, calls on the Minister of Foreign Affairs to take the necessary steps to ensure that Mr. Benhamiche receives impartial, fair and equitable treatment and is returned to Canada as soon as possible.",Bloc Québécois,Montcalm,Luc Thériault,http://www.parl.gc.ca/Parliamentarians/en/members/luc-theriault(224177)
4753364,ca.proc.d.2018-09-25.10257309,2018-09-25,2347a7b8-8e45-4c51-bdc6-f6c32375ad50,217233,"Mr. Brian Masse (Windsor West, NDP)",,Routine Proceedings,Petitions,Eating Disorders,"Mr. Speaker, I am pleased to rise today in support of a petition to the Government of Canada concerning a pan-Canadian strategy for eating disorders.
The petitioners call on the government to support Motion No. 117 to initiate discussions with the provinces and territories and with responsible stakeholders for a pan-Canadian strategy for eating disorders to include better prevention, diagnosis, treatment, support and research.
This issue is often linked to mental illness and workforce engagement.
I am pleased to support this petition.",New Democratic Party,Windsor West,Brian Masse,http://www.parl.gc.ca/Parliamentarians/en/members/brian-masse(217233)
4753365,ca.proc.d.2018-09-25.10257313,2018-09-25,b6e2c8aa-fc83-4d52-ad66-7910b8805f90,216881,"Mr. Arnold Viersen (Peace River—Westlock, CPC)",,Routine Proceedings,Petitions,Human Organ Trafficking,"Mr. Speaker, I too rise today to draw attention to the issue of international trafficking of human organs.
The people who have signed this petition are looking for the expedient adoption of Bill S-240.",Conservative,Peace River—Westlock,Arnold Viersen,http://www.parl.gc.ca/Parliamentarians/en/members/arnold-viersen(216881)
4753366,ca.proc.d.2018-09-25.10257317,2018-09-25,fa2cbab8-f429-402f-b603-ea918add87c3,234510,"Mr. Kevin Waugh (Saskatoon—Grasswood, CPC)",,Routine Proceedings,Petitions,Human Organ Trafficking,"Mr. Speaker, I am pleased to rise today to also present a petition on behalf of many Canadians who are increasingly concerned about the international trafficking in human organs removed from victims without consent. We are dealing with Bill C-350 and Bill S-240.",Conservative,Saskatoon—Grasswood,Kevin Waugh,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-waugh(234510)
4753367,ca.proc.d.2018-09-25.10257319,2018-09-25,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Questions on the Order Paper,,"Mr. Speaker, I ask that all questions be allowed to stand.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
