basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4761844,ca.proc.d.2018-11-22.10388977,2018-11-22,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Government Response to Petitions,,"Mr. Speaker, pursuant to Standing Order 36(8) I have the honour to table, in both official languages, the government's response to seven petitions.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
4761845,ca.proc.d.2018-11-22.10389213,2018-11-22,b9c4c914-1880-40a6-9c2a-701c329f27bc,229214,"Hon. Patty Hajdu (Minister of Employment, Workforce Development and Labour, Lib.)",,Routine Proceedings,Postal Services Resumption and Continuation Act,," moved for leave to introduce Bill C-89, An Act to provide for the resumption and continuation of postal services.
 (Motions deemed adopted, bill read the first time and printed) ",Liberal,Thunder Bay—Superior North,Patty Hajdu,http://www.parl.gc.ca/Parliamentarians/en/members/patty-hajdu(229214)
4761846,ca.proc.d.2018-11-22.10388995,2018-11-22,a76af2a6-7a43-4f8f-a887-0d10b3a0a3c1,218969,"Hon. Wayne Easter (Malpeque, Lib.)",,Routine Proceedings,Committees of the House,Finance,"Mr. Speaker, I have the honour to present, in both official languages, the 26th report of the Standing Committee on Finance in relation to Bill C-86, a second act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures. The committee reports the bill with amendments. 
While I am on my feet, I move, seconded by the member for Yukon:
 That the House do now proceed to orders of the day. 
",Liberal,Malpeque,Wayne Easter,http://www.parl.gc.ca/Parliamentarians/en/members/wayne-easter(218969)
4761847,ca.proc.d.2018-11-22.10389221,2018-11-22,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Committees of the House,Finance, The question is on the motion. Is it the pleasure of the House to adopt the motion? ,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4761848,ca.proc.d.2018-11-22.p5677723,2018-11-22,,,,intervention,Routine Proceedings,Committees of the House,Finance," Agreed. 
 No. ",,,Some hon. members,
4761849,ca.proc.d.2018-11-22.p5677725,2018-11-22,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Committees of the House,Finance, All those in favour of the motion will please say yea. ,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4761850,ca.proc.d.2018-11-22.p5677726,2018-11-22,,,,intervention,Routine Proceedings,Committees of the House,Finance, Yea. ,,,Some hon. members,
4761851,ca.proc.d.2018-11-22.p5677727,2018-11-22,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Committees of the House,Finance, All those opposed will please say nay. ,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4761852,ca.proc.d.2018-11-22.p5677728,2018-11-22,,,,intervention,Routine Proceedings,Committees of the House,Finance, Nay. ,,,Some hon. members,
4761853,ca.proc.d.2018-11-22.p5677729,2018-11-22,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Committees of the House,Finance," In my opinion the nays have it. 
 And five or more members having risen: 
 Call in the members. ",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
