basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4760267,ca.proc.d.2018-11-07.10363465,2018-11-07,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,,,,"It being Wednesday, we will now have the singing of O Canada, led by the hon. member for North Island—Powell River.
[Members sang the national anthem]",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4760268,ca.proc.d.2018-11-07.10363475,2018-11-07,3c3175ff-595b-4f50-a58d-b41cd7b5b100,214600,"Hon. Hunter Tootoo (Nunavut, Ind.)",,Statements By Members,NHL Retirement,,"Mr. Speaker,
[Member spoke in Inuktitut]
[English]
 I want to recognize a great Canadian, and, full disclosure, he is my cousin.
Jordin Tootoo learned to play hockey in our home community of Rankin Inlet. He played four seasons with the Brandon Wheat Kings before joining the Nashville Predators in 2003, becoming the first Inuk to play in the NHL. After 13 seasons, Jordin has announced his retirement from professional hockey.
Jordin has faced struggles in his life. He lost his older brother to suicide. He conquered an alcohol addiction that threatened to end his playing career. He has turned those experiences into opportunities to promote mental wellness and suicide prevention. He has always given back to Inuit and indigenous communities and now will have more time to focus on his work with indigenous youth.
 Jordin is an inspiration to all indigenous people, and indeed, to all Canadians. He has shown us that one can find success in life, even in the face of tough challenges, and how to help others find their way.
Jordin's Inuk name, Kudluk, means “thunder” in Inuktitut. Long may he roar.",Independent,Nunavut,Hunter Tootoo,http://www.parl.gc.ca/Parliamentarians/en/members/hunter-tootoo(214600)
4760269,ca.proc.d.2018-11-07.10363479,2018-11-07,82887400-c34e-4588-8542-7ad259b14fe8,219765,"Ms. Karen Ludwig (New Brunswick Southwest, Lib.)",,Statements By Members,2018 World Under-17 Hockey Challenge,,"Mr. Speaker, I want to take this opportunity to talk about an amazing event happening right now in my area of New Brunswick, the 2018 World Under-17 Hockey Challenge. This tournament brings together young people from around the world and across Canada to play their favourite sport: hockey. This is great for tourism, raising the profile of our area and offering opportunities to watch potential future NHL players.
My riding of New Brunswick Southwest was proud to host three of the pre-games: Canada versus the United States, in St. Stephen; Canada versus Russia, in Fredericton Junction; and Sweden versus the Czech Republic, in Blacks Harbour. I am thrilled to report that team Canada was victorious. 
I congratulate all the teams for their tremendous efforts; the organizers, volunteers and sponsors; and especially, the teams representing Canada. I encourage all my colleagues in this House to watch the teams representing Canada in the upcoming games this week. Go team Canada.",Liberal,New Brunswick Southwest,Karen Ludwig,http://www.parl.gc.ca/Parliamentarians/en/members/karen-ludwig(219765)
4760270,ca.proc.d.2018-11-07.10363483,2018-11-07,9c9a64e6-58f1-4367-9f49-93ad31744c96,217548,"Mrs. Cathy McLeod (Kamloops—Thompson—Cariboo, CPC)",,Statements By Members,Bear Clan Patrol,,"Mr. Speaker, last Thursday evening, I walked with a Bear Clan Patrol in Winnipeg. It was heart-wrenching. The team of volunteers patrols the north end, providing support for the most vulnerable. In just a few hours, we encountered a sexual assault victim, domestic abuse, and drug abuse, but also heartwarming expressions of appreciation.
The Bear Clan Patrol was relaunched after the death of Tina Fontaine. It now has 1,400 volunteers and is helping 40 other communities set up teams.
The current government promised that while the inquiry into missing and murdered women and girls was proceeding, it would not pause on important action. Last year, a small investment from the indigenous services department quickly ran out. The money went to sharp gloves, flashlights and a very modest office space. However, instead of committing funding, the department has left the group out in the cold. The department officials say that they are busy consulting this year, so there is no money for a team with a proven track record.
I call on the minister to stand with the Bear Clan Patrol. Will the Liberals support the most vulnerable on the front lines?",Conservative,Kamloops—Thompson—Cariboo,Cathy McLeod,http://www.parl.gc.ca/Parliamentarians/en/members/cathy-mcleod(217548)
4760271,ca.proc.d.2018-11-07.10363486,2018-11-07,897d99d9-377d-43a8-81be-27a22174136e,234515,"Mr. Jean Rioux (Saint-Jean, Lib.)",,Statements By Members,Remembrance Day,,"Mr. Speaker, we owe our freedom and the values we cherish to the sacrifices of women and men who fought courageously to defend our ideals. Bravely, they vanquished the enemy. Vimy, Passchendaele, Canada's Hundred Days: these were the victories that earned us the respect of our allies.
Let us keep their legacy alive because their dedication is the reason we now enjoy peace and freedom. 
As we celebrate the 100th anniversary of the armistice this year, we honour all those who have served and are serving. On November 11, we will remember what they did to ensure peace for Canadians.
We must honour and carry on their mission every day by seeking peaceful solutions to all our conflicts.",Liberal,Saint-Jean,Jean Rioux,http://www.parl.gc.ca/Parliamentarians/en/members/jean-rioux(234515)
4760272,ca.proc.d.2018-11-07.10363489,2018-11-07,b41c3b7e-c64f-4415-9f58-79d7462e5d8e,237464,"Mr. Peter Julian (New Westminster—Burnaby, NDP)",,Statements By Members,Diwali,,"Mr. Speaker, Diwali, or the festival of lights, is one of the highlights of the year. It represents hope and renewal. It is a time for traditions to be shared with family, friends and community. During this very special time, the spirit of Diwali provides us with a chance to increase our understanding of one another. We share a country where race, religion, colour and language are not barriers but reasons for all of us to celebrate our diversity.
Canadians of South Asian origin have made phenomenal contributions to Canada from coast to coast to coast, and Diwali is only one of the gifts they share with us all. In New Westminster and in Burnaby, we are particularly aware of their enormous contributions to the community.
Jagmeet Singh, our national NDP leader, and the entire NDP caucus wish all Canadians celebrating Diwali happiness, prosperity, good health and peace.
 Diwali mubarak. Happy Diwali to all Canadians and all those celebrating Diwali around the world.",New Democratic Party,New Westminster—Burnaby,Peter Julian,http://www.parl.gc.ca/Parliamentarians/en/members/peter-julian(237464)
4760273,ca.proc.d.2018-11-07.10363493,2018-11-07,530dc476-c9bf-477c-83e7-6efc545f2bf8,224177,"Mr. Luc Thériault (Montcalm, BQ)",,Statements By Members,Bernard Landry,,"Mr. Speaker, Quebec is in mourning today. The Bloc Québécois extends sincere condolences to Bernard Landry's loved ones, to his wife, Chantal, and his three children, Julie, Philippe and Pascale.
Bernard Landry was premier of Quebec, an architect of modern Quebec, a great patriot and, most importantly, a staunch advocate for independence. He worked his entire life out of love for all Quebeckers. He was a pillar of our nation's economic development, a true statesman who showed vision, dignity and accountability in our nation's highest positions.
Mr. Landry transformed Quebec's relationship with first nations and the Inuit. He was so proud of the Paix des Braves. He was a kind man and accessible leader who generously shared his time and his keen intellect and was a model of dedication and commitment to the cause.
Thank you, Mr. Landry.",Bloc Québécois,Montcalm,Luc Thériault,http://www.parl.gc.ca/Parliamentarians/en/members/luc-theriault(224177)
4760274,ca.proc.d.2018-11-07.10363497,2018-11-07,ad4032f2-6bb1-497b-b146-f321cfb71ba9,218016,"Hon. Pierre Poilievre (Carleton, CPC)",,Statements By Members,Remembrance Day,,"Mr. Speaker, what is special about attending remembrance ceremonies in a small town is that the populations are small enough that the fallen can actually have their names fit on the cenotaph itself, and local family members can walk up and lay a wreath in the name of one of those people whose name is carved on that stone. Vernon, Ontario, is such a village. Harvey Linton is such a man, and his brother, Oswald, who fell over seven decades ago in service to Canada, is such a hero.
I say this to remind the House that while we always rightly break into great powerful orations about the importance of our heroes, we have to remember that they were also real people with brothers and sisters, with senses of humour, with creature comforts. They are an awful lot like all of us and all the people that we represent. Let us remember them as individuals, as people and as family members. They are as the people we know from the places we go. 
Lest we forget.",Conservative,Carleton,Pierre Poilievre,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-poilievre(218016)
4760275,ca.proc.d.2018-11-07.10363502,2018-11-07,7bf98536-0fc9-439c-8132-7956605466f0,234500,"Mr. T.J. Harvey (Tobique—Mactaquac, Lib.)",,Statements By Members,Remembrance Day,,"Mr. Speaker, I am honoured to rise in the House today to recognize our veterans. Royalton, New Brunswick, may be a small community in the western part of the province of New Brunswick, but Royalton lays claim to having one of the largest number of people per capita to have enlisted in the Second World War, with 26 men and one woman who signed up to serve. 
As they do every year, families in this community and all other Canadian communities plan to remember those brave men and women on Remembrance Day. Veterans' Week is a time for everyone to come together and salute all Canadians who have served in uniform, including those mentioned from the community of Royalton and all those who participated in these hard-fought battles. We honour all men and all women who had a role in defending our freedom. We also honour the families of fallen soldiers who have sacrificed so much. We thank them for their service and for making Canada the country we see today that allows us to remain proud and free. 
This Veterans' Week, Canada remembers. Please have a moment of silence and thank a veteran.",Liberal,Tobique—Mactaquac,TJ Harvey,http://www.parl.gc.ca/Parliamentarians/en/members/tj-harvey(234500)
4760276,ca.proc.d.2018-11-07.10363507,2018-11-07,6ba9d6d4-25fc-4892-bc70-d2c289cf25b1,219826,"Mr. Bob Bratina (Hamilton East—Stoney Creek, Lib.)",,Statements By Members,Remembrance Day,,"Mr. Speaker, Remembrance Day this year falls in the dark shadow of the recent attack on Jewish Americans at the Tree of Life synagogue in Pittsburgh. Hateful impulses arise mostly from ignorance and the failure to understand, for instance, how Jews fought side by side with their fellow Canadians and Americans to ensure our freedom. 
In my city of Hamilton, some of the leading Jewish citizens were veterans, people like businessmen and philanthropists Irving Zucker and Norm Levitt, and prominent lawyer David Goldberg, who flew Spitfires against Germany and earned the Distinguished Flying Cross. Others came from more humble backgrounds, such as Al Garshowitz. He was chosen to join the famous Dambusters and was killed in the crash of his Lancaster bomber during a raid. In 1944, Kurt Loeb and Sam Resnick joined our Scottish regiment, the Argylls, and were in Berlin for the victory celebrations. Kurt's family had fled Germany in 1937, and the young soldier wrote home after the victory, the letter written on Hitler's personal stationery. 
On Remembrance Day, all who wore the uniform deserve everyone's respect.",Liberal,Hamilton East—Stoney Creek,Bob Bratina,http://www.parl.gc.ca/Parliamentarians/en/members/bob-bratina(219826)
