basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4735966,ca.proc.d.2018-02-14.9976303,2018-02-14,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,,,,"We will now have the singing of the national anthem led by the hon. member for Edmonton Centre.
[Members sang the national anthem]",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4735967,ca.proc.d.2018-02-14.9976314,2018-02-14,17da20d7-35e1-4618-8c84-00a00dd88d4f,234501,"Mr. Rémi Massé (Avignon—La Mitis—Matane—Matapédia, Lib.)",,Statements By Members,Avignon—La Mitis—Matane—Matapédia,,"Mr. Speaker, the people of my riding, Avignon—La Mitis—Matane—Matapédia, are enjoying yet another exceptional winter. We have had 250 centimetres of snow since the start of the season.
There is nowhere in this country quite like my riding, with its abundant natural beauty, marine vistas, and mountainous landscapes. Locals know how to enjoy it to the fullest and help countless tourists do likewise. 
All across my riding, hundreds of volunteers spend time organizing events, festivals, and carnivals that showcase everything there is to love about our winters. Hundreds of people work hard every day to make amazing ski areas, outdoor centres, and snowmobile trails available to everyone. This winter, young and old alike have been going the extra snowy mile to make all kinds of exciting activities and events happen.
I would like to thank all the organizers and volunteers involved in every one of those activities. Their dedication is outstanding.",Liberal,Avignon—La Mitis—Matane—Matapédia,Rémi Massé,http://www.parl.gc.ca/Parliamentarians/en/members/remi-masse(234501)
4735968,ca.proc.d.2018-02-14.9976319,2018-02-14,9e05a099-6a0b-4fe2-9e9b-0a8b91b7807b,214054,"Ms. Monique Pauzé (Repentigny, BQ)",,Statements By Members,Web Giants,,"Mr. Speaker, today is Valentine's Day, and love is all around, including in the House of Commons. 
Can we not see Cupid flitting around and shooting arrows left and right? How else can we explain the love the government is showing for Web giants? They do not pay taxes here on their advertising revenue, and they are making record profits by cannibalizing our media content. However, they are the ones getting the lion's share of federal ad spending. 
Even the IMF is at a loss to explain why we are missing out on $700 million in taxes from the Facebooks and Googles of the world. 
The government must put an end to this dangerous relationship with Web giants. It must force these multinational corporations to declare their ad revenue in Canada, like all Quebec companies are required to do. It must reconsider its attitude towards our media outlets, which produce high-quality original content and have the decency to pay taxes in Canada.",Bloc Québécois,Repentigny,Monique Pauzé,http://www.parl.gc.ca/Parliamentarians/en/members/monique-pauze(214054)
4735969,ca.proc.d.2018-02-14.9976360,2018-02-14,844f3193-503d-479c-a776-5f343b6bd267,234878,"Hon. Alice Wong (Richmond Centre, CPC)",,Statements By Members,Canada Summer Jobs Program,,"Mr. Speaker, here in Ottawa we are in the deep throes of winter, but in my beautiful riding of Richmond Centre spring is just around the corner. Soon the blooming crocuses of spring in Richmond will give way to the sunshine of summer, but not all is “sunny ways”.
The Canada summer jobs program plays a crucial role in handing valuable workplace experience to the youth of Canada and has been used by some agencies combatting social isolation among seniors. However, many agencies involved in this important work cannot and will not sign on to the Liberals' values test.
I, as well as the numerous constituents of Richmond Centre who have petitioned me, urge the government to remove its shameful attestation and return some of the brightness into the lives of our most valuable resources, the elderly and the young.",Conservative,Richmond Centre,Alice Wong,http://www.parl.gc.ca/Parliamentarians/en/members/alice-wong(234878)
4735970,ca.proc.d.2018-02-14.9976331,2018-02-14,fc02fe5c-f4bc-451c-b921-86c4794d1d1d,234722,"Hon. John McKay (Scarborough—Guildwood, Lib.)",,Statements By Members,Mining Industry,,"Mr. Speaker, nine years ago this month, I introduced a bill on corporate accountability, Bill C-300. It proposed the withdrawal of consular and financial support from Canadian mining companies found to have breached international human rights or environmental standards. Companies told us that this would be the end of western civilization as we knew it. Hell hath no fury like a mining company cut off from its money and support.
Needless to say, Bill C-300 nearly died several times as it made its way from the House to committee and back again. However, die it ultimately did by six votes. However, it had an afterlife and lived on in the imagination of civil society, the international press, and hundreds of thousands of Canadians. At one point, 450,000 petitions were presented to the former prime minister, and ignored.
January 17 was resurrection day for Bill C-300, with the announcement of the creation of the Canadian ombudsperson for responsible enterprise.
I would like to thank the Prime Minister, the previous and current ministers of international trade, and the hundreds of thousands of Canadians who kept the dream of Bill C-300 alive.",Liberal,Scarborough—Guildwood,John McKay,http://www.parl.gc.ca/Parliamentarians/en/members/john-mckay(234722)
4735971,ca.proc.d.2018-02-14.9976334,2018-02-14,aa073ec9-d887-4192-a2ff-f3acbd6709b2,217276,"Mr. Scott Duvall (Hamilton Mountain, NDP)",,Statements By Members,Pensions,,"Mr. Speaker, nine years after Nortel failed, leaving its pensioners in the lurch, Sears Canada did the same, terminating 15,000 employees, denying severance or termination pay, and cutting off benefits. At the same time, Sears executives were given over $6 million in bonuses. 
Last month, the Prime Minister said that displaced Sears employees could fall back on El and CPP. Sadly, he does not understand that in Canada, the scales are weighted in favour of large corporations and the richest in society. Hard-working Canadians play by a different set of rules or are told to wait at the end of the line. 
This is why I have introduced Bill C-384, which offers a simple proposal for ending pension theft. My bill includes amendments to Canada's inadequate bankruptcy laws to ensure that workers' pensions, along with any severance packages, will be paid out ahead of wealthy creditors, banks, and parent companies whenever a company files for bankruptcy protection. These changes would have a profound effect on the lives of many workers and pensioners.
 We can and must do more. We have offered the government a solution, and now it is time for it to act.",New Democratic Party,Hamilton Mountain,Scott Duvall,http://www.parl.gc.ca/Parliamentarians/en/members/scott-duvall(217276)
4735972,ca.proc.d.2018-02-14.9976339,2018-02-14,18e36567-4082-4ce3-a35b-d4aba65560ca,234557,"Mr. David Lametti (LaSalle—Émard—Verdun, Lib.)",,Statements By Members,Black History Month,,"Mr. Speaker, I rise to honour Black History Month and recognize the legacy of black Canadians, past and present. 
Today, I want to share the story of Fred Christie, a diehard Montreal Canadiens fan of African-American origin who worked hard to be able to buy season tickets in the 1930s. Like many people, Christie was a fan of Maurice “Rocket” Richard and went to the tavern in the Montreal Forum to cheer on his team.
Unfortunately, in 1936, he was a victim of discrimination when the tavern refused to serve him because of the colour of his skin. The police would not help him. He ended up suing the tavern, but sadly the Supreme Court ultimately upheld the tavern's right to refuse him service based on private law.
I know many in the black community who have suffered similar tragic stories.
 This Black History Month let us reflect on our collective history and recognize not only the suffering the black community has endured, but also its massive contribution to Canadian society.",Liberal,LaSalle—Émard—Verdun,David Lametti,http://www.parl.gc.ca/Parliamentarians/en/members/david-lametti(234557)
4735973,ca.proc.d.2018-02-14.9976344,2018-02-14,3a48d31a-42fc-4320-a84f-da61c251bccd,217868,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",,Statements By Members,Red Deer Royals,,"Mr. Speaker, the Red Deer Royals marching show band has entertained people all over the world and across our country. Its members are fantastic ambassadors for our nation, and have been a source of immense pride in central Alberta for nearly 50 years. 
Just recently, the Red Deer Royals received a gold medal at the 2017 World Music Contest at Kerkrade, Netherlands. For the first time in its history, the Royals have built themselves a permanent home for rehearsals and training. The organization has done yeoman's work to raise the money for this space, and now looks for respect from the federal government.
 The Red Deer Royals had previously applied for Canada150 funding, but were turned down. It has looked for other programs to apply through, but there are none. 
I have in my possession more than 1,000 letters, written by members of the Red Deer Royals, alumni, families, and supporters from all over central Alberta, requesting the Prime Minister's support to help fund this project. As the current government has no qualms with deficits, is spending billions outside Canada's borders, and pays millions for a temporary ice rink, it seems only fitting that it would support the long-term legacy and ambassadorship of the Red Deer Royals.
 As I give these letters to the Prime Minister I hope their request receives every consideration.",Conservative,Red Deer—Lacombe,Blaine Calkins,http://www.parl.gc.ca/Parliamentarians/en/members/blaine-calkins(217868)
4735974,ca.proc.d.2018-02-14.9976349,2018-02-14,3ff878ad-e5c8-4b69-83cc-70922b56fe89,236952,"Mrs. Alexandra Mendès (Brossard—Saint-Lambert, Lib.)",,Statements By Members,Brossard's 60th Anniversary,,"Mr. Speaker, I am delighted to rise in the House today to mark an important anniversary in the history of my riding, the 60th anniversary of Brossard.
Despite its young age, Brossard has emerged as a first-class city, one of the most open and welcoming in Quebec. Our proximity to downtown Montreal, our contribution to the region’s economic development, and especially our vibrant and diverse social and community life make it a great place to live.
In fact, the city of Brossard was the first officially multicultural city in the province, as it boasts over 60 cultural communities, all living in harmony and in mutual respect. Brossard, and more generally the constituency I am so lucky to represent, is a true symbol of our Prime Minister's unambiguous belief that diversity is our strength. 
 Once again, I would like to wish the City of Brossard and all residents a very happy birthday.",Liberal,Brossard—Saint-Lambert,Alexandra Mendes,http://www.parl.gc.ca/Parliamentarians/en/members/alexandra-mendes(236952)
4735975,ca.proc.d.2018-02-14.9976352,2018-02-14,8942c6f2-bfc8-4275-97bb-a5086a07138e,215862,"Mr. Gagan Sikand (Mississauga—Streetsville, Lib.)",,Statements By Members,Black History Month,,"Mr. Speaker, I rise today to recognize Black History Month. In my riding of Mississauga—Streetsville, we truly have representation of Canadian values, in that we are rich in diversity and cultural variety. 
To mark the significance of Black History Month, I had the pleasure of attending an event, hosted by the United Way Peel Region. The primary focus of the event was mental health awareness in the black community. 
I would like to pay special recognition to the Black Community Advisory Council of the United Way Peel Region and its leadership for the exemplary work they show in our community, and the understanding and compassion they promote. ",Liberal,Mississauga—Streetsville,Gagan Sikand,http://www.parl.gc.ca/Parliamentarians/en/members/gagan-sikand(215862)
