basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4734846,ca.proc.d.2018-02-07.9955820,2018-02-07,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,,,,"It being Wednesday, we will now have the singing of the national anthem, led by the hon. member for Windsor West.
[Members sang the national anthem]",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4734847,ca.proc.d.2018-02-07.9955829,2018-02-07,c80fcb28-a347-4594-9e11-63ac3c37e428,214017,"Mr. Simon Marcil (Mirabel, BQ)",,Statements By Members,Trans-Pacific Partnership,,"Mr. Speaker, the Liberal Party loves to go on and on about how it is such a staunch defender of supply management, but it had no problem leaving our dairy producers out in the cold in the trade agreement with Europe. It had no problem leaving our producers high and dry with a makeshift, inadequate compensation plan.
With the new trans-Pacific partnership, the Liberals are once again turning their backs on our producers by breaking their promise not to compromise on supply management. 
The Bloc Québécois strongly condemns the supply management concessions in the TPP. We also condemn the Liberals' carelessness as they rush to finalize agreements but take their sweet time compensating the people who get shortchanged. 
In 2015, they said they were re-evaluating the TPP compensation plan. Now they have finished re-evaluating it and are holding consultations.
We do not need never-ending consultations to know that Quebec producers are once again being taken for a ride.",Bloc Québécois,Mirabel,Simon Marcil,http://www.parl.gc.ca/Parliamentarians/en/members/simon-marcil(214017)
4734848,ca.proc.d.2018-02-07.9955832,2018-02-07,4abeb9b5-279b-4117-9e04-b8901d9ccc53,224216,"Mr. Francis Scarpaleggia (Lac-Saint-Louis, Lib.)",,Statements By Members,Young Women in Energy Awards,,"Mr. Speaker, Young Women in Energy is an organization founded to champion the interests of young women working in the energy sector.
I would like to take this opportunity to congratulate Maude Ramsay, one of an impressive group of 2017 Young Women in Energy award winners. As senior supervisor for environment and regulatory affairs at Devon Canada, Maude leads a multidisciplinary team responsible for air, water, land, and regulatory management. She and her team pursue new and innovative approaches to monitoring and improving environmental performance at her company, including in the areas of carbon reduction, wetland restoration, and the protection of water quality.
Maude was nominated for her role as a mentor who actively seeks to develop her employees and to provide them with opportunities for growth.
Why am I making specific mention of Maude among this year's award winners? In the spirit of full disclosure, Maude is my sister-in-law, and needless to say, our family is extremely proud of her.",Liberal,Lac-Saint-Louis,Francis Scarpaleggia,http://www.parl.gc.ca/Parliamentarians/en/members/francis-scarpaleggia(224216)
4734849,ca.proc.d.2018-02-07.9955836,2018-02-07,3060b2f8-9254-4bba-8c6a-07906e591f1c,217556,"Hon. K. Kellie Leitch (Simcoe—Grey, CPC)",,Statements By Members,Taxation,,"Mr. Speaker, childhood obesity continues to be a major health concern for Canadian kids. Report after report uses language like “epidemic” when describing the problem. Healthy eating is important, but physical activity is as well. Health Canada's own website even says so. Kids need to be active. 
For many hard-working families, the cost of putting a child in sports is a challenge. In 2006, I was appointed chair of the expert panel on the children's fitness tax credit to help offset the cost of putting kids in activities. The Conservative government implemented it. After 2011, the credit became a subsidy. 
Our trust fund Prime Minister, though, campaigned on a pledge to help middle-class families. As soon as he took power, he instructed his trust fund finance minister to cut the one program that was helping kids get active.
Rich Liberals may not have a problem paying these costs for their kids, but many Canadians do. Will the government bring back excellent initiatives like the children's fitness tax credit so that kids can be active and healthy?",Conservative,Simcoe—Grey,Kellie Leitch,http://www.parl.gc.ca/Parliamentarians/en/members/kellie-leitch(217556)
4734850,ca.proc.d.2018-02-07.9955840,2018-02-07,a76af2a6-7a43-4f8f-a887-0d10b3a0a3c1,218969,"Hon. Wayne Easter (Malpeque, Lib.)",,Statements By Members,Royal Canadian Navy,,"Mr. Speaker, in mid-December I and three other MPs were fortunate to participate in the Canadian leaders at sea program through the Department of Defence.
Upon boarding the submarine HMCS Windsor and sailing out of Halifax, the Windsor submerged in the Atlantic, and we experienced life on a submarine under the sea. Remarkable is how I would describe the crew as they avoided detection from surface vessels and helicopters and performed various other military exercises.
After surfacing and being transferred to the frigate HMCS Toronto, we enjoyed some of that famous navy food, defended against mock night boarders, and had to be belted into our bunks to prevent being tossed onto the floor. On the Toronto we participated in and observed fire drills, the prevention of boarders, mock damage, electronic and air attacks, and general surveillance.
The highlight was getting to know the men and women on board and their expertise. There is no doubt that we are in good hands with our navy. We thank them for their dedication.",Liberal,Malpeque,Wayne Easter,http://www.parl.gc.ca/Parliamentarians/en/members/wayne-easter(218969)
4734851,ca.proc.d.2018-02-07.9955843,2018-02-07,4c0122f7-7958-4cbd-b99e-9d70a4dca1e8,230115,"Mr. Pierre-Luc Dusseault (Sherbrooke, NDP)",,Statements By Members,Lac-Mégantic,,"Mr. Speaker, the end of the Lac-Mégantic disaster trial closes a sad, unfortunate, and painful chapter in history that Quebecers and Canadians will never forget.
Although an important page has been turned in the justice system, there is still a great deal of work to be done to ease the psychological pain of Lac-Mégantic residents. A good start would be to remove the constant source of anxiety that passes through downtown Lac-Mégantic on a daily basis.
Unfortunately, the end of this chapter also brings to light the fact that someone else should have been among those held responsible for this terrible accident: the Government of Canada. Deregulation, self-regulation, underfunding of inspection activities, general neglect, blind faith in private companies, and exemptions granted to carriers known to be negligent all contributed to this tragedy.
The government got off easy, but I hope that it has learned an important lesson from this event and will never again turn a blind eye to the dangerous and negligent practices of private companies that value profit above safety.",New Democratic Party,Sherbrooke,Pierre-Luc Dusseault,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-luc-dusseault(230115)
4734852,ca.proc.d.2018-02-07.9955846,2018-02-07,5984fab3-2564-47f9-a49a-ebb07b5cbb24,234527,"Mr. Nick Whalen (St. John's East, Lib.)",,Statements By Members,Canada 150 Citizenship Awards,,"Mr. Speaker, to conclude Canada 150 celebrations in St. John's East, I hosted a Canada 150 citizenship ceremony. Based on nominations from the towns in my riding as well as from constituents, we nominated and recognized 20 groups and citizens who have made exceptional contributions to northeast Avalon.
The winners had to demonstrate qualities associated with one of the major themes of Canada 150, namely diversity and inclusion, reconciliation with indigenous peoples, the environment, and youth.
 Please join me again in congratulating Susan Arns, Nora Boone, Jananne Dawe, Christopher Dredge, Geoff Eaton, Dr. Brett Favaro, Dr. Andrew Furey, Dr. Joel Heath, Linda Hickey, Gerry Marshall, Marion McCarthy, Michael O'Keefe, Patrick O'Rourke, Daniel Pottle, William Parsons, Josh Smee, Bruce Tricco, Sterling Willis, Bradley, Rachel and Julianne Moss, and the medical professionals at the Refugee Health Clinic. Their achievements will be detailed in my next householder.
Congratulations.",Liberal,St. John's East,Nick Whalen,http://www.parl.gc.ca/Parliamentarians/en/members/nick-whalen(234527)
4734853,ca.proc.d.2018-02-07.9955852,2018-02-07,cad621a1-daf5-4d48-b500-1fc5344b5646,217719,"Mr. David Sweet (Flamborough—Glanbrook, CPC)",,Statements By Members,Bob Morrow,,"Mr. Speaker our nation and my city, Hamilton, Ontario, lost a statesman and a leader this week with the passing of our longest serving mayor, Mr. Robert Morrow. He was immediately hailed as a kind-hearted man, and that he most certainly was. As Hamiltonians have recounted their stories and memories, including my parliamentary colleagues, it is clear that Bob Morrow was an extraordinarily selfless person in so many ways. He was also a relentless promoter of Hamilton. That is what I want to focus on in the celebration of his life.
A strong proponent of revitalizing Hamilton's waterfront, Mayor Morrow famously plunged into the Hamilton Harbour for a swim on a media dare to prove that the water was clean enough. Never missing a single opportunity to boost Hamilton, he often travelled back from his vacation cottage in Muskoka to attend a store opening or a community event, and then he would drive back all night. As a citizenship judge in the last decade, he welcomed thousands of new Canadians to the city he loved so much.
Bob Morrow was one of the most truly honourable people I have had the privilege of knowing. Bob is and will be sorely missed by all. Rest in peace.",Conservative,Flamborough—Glanbrook,David Sweet,http://www.parl.gc.ca/Parliamentarians/en/members/david-sweet(217719)
4734854,ca.proc.d.2018-02-07.9955855,2018-02-07,82887400-c34e-4588-8542-7ad259b14fe8,219973,"Ms. Karen Ludwig (New Brunswick Southwest, Lib.)",,Statements By Members,East Coast Greenway,,"Mr. Speaker, I want to take this opportunity to talk about an amazing new project in New Brunswick Southwest. The East Coast Greenway will soon come to life, creating the longest international trail in the world. This trail will travel from Key West, Florida, all the way to the Trans Canada Trail in Saint John, totalling over 4,800 kilometres of pristine trail.
 New Brunswick is a province of adventure, and now hikers, cyclists, and explorers can come and see our beautiful province and help contribute to our booming tourism industry, which already employs 42,000 people and contributes $520 million to our GDP. 
 New Brunswick truly has something for everyone. I would like to invite all members in the House and Canadians from coast to coast to coast to come and experience our beautiful new trail. They never know where the trail may lead them.",Liberal,New Brunswick Southwest,Karen Ludwig,http://www.parl.gc.ca/Parliamentarians/en/members/karen-ludwig(219973)
4734855,ca.proc.d.2018-02-07.9955858,2018-02-07,e8a82025-8dd3-4301-bccf-653d4b98b18c,214019,"Mr. Peter Fonseca (Mississauga East—Cooksville, Lib.)",,Statements By Members,2018 Winter Olympics and Paralympics,,"Mr. Speaker, with hours to go until the opening ceremony of the Olympic Games, I can assure the House and all Canadians, without hesitation, that our Canadian Olympic and Paralympic teams are ready for the upcoming games in Pyeongchang.
Our government is working with the Canadian Olympic and Paralympic Committees, the national sports organizations, and our valued partners, such as Own the Podium and the Coaching Association of Canada, to support our athletes and coaches as they push for the podium against the world's best.
Team Canada plans to build on its previous successes and to contend for the peak positions with the planet's finest athletes. I want to encourage all Canadians, the team behind the team, to make sure that our athletes feel our collective support. As a former Olympian, I can assure members that the feeling of having a whole country behind them makes a difference.
 Canadian athletes do their best. We are already proud of them. Go Canada Go.",Liberal,Mississauga East—Cooksville,Peter Fonseca,http://www.parl.gc.ca/Parliamentarians/en/members/peter-fonseca(214019)
