basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4745480,ca.proc.d.2018-05-24.10145457,2018-05-24,63894f25-ef7f-45a2-bac2-1a4ceb85b7ad,219363,"Ms. Yasmin Ratansi (Don Valley East, Lib.)",,Routine Proceedings,Interparliamentary Delegations,,"Mr. Speaker, pursuant to Standing Order 34(1), I have the honour to present to the House, in both official languages, three reports from the Canadian delegation of the Canadian Branch of the Commonwealth Parliamentary Association. 
 The first is respecting the bilateral visit to Tanzania and Zambia, held in Dar es Salaam and Dodoma, Tanzania, and in Lusaka, Zambia, from August 20 to 30, 2017.
The second is respecting the 63rd Commonwealth Parliamentary Conference, held in Dhaka, Bangladesh, from November 1 to 8, 2017, and the bilateral visit to Colombo, Sri Lanka, from November 8 to 11, 2017.
The third is respecting the 66th Westminster Seminar on Practice and Procedure, held in London, United Kingdom, from November 11 to 17, 2017.",Liberal,Don Valley East,Yasmin Ratansi,http://www.parl.gc.ca/Parliamentarians/en/members/yasmin-ratansi(219363)
4745481,ca.proc.d.2018-05-24.10145472,2018-05-24,343b5c4a-fb8c-4248-8183-5ab683bc9f9f,219690,"Mr. Neil Ellis (Bay of Quinte, Lib.)",,Routine Proceedings,Committees of the House,Veterans Affairs,"Mr. Speaker, I have the honour to present, in both official languages, the ninth report of the Standing Committee on Veterans Affairs, entitled “A Seamless Transition to Civilian Life For All Veterans: It's Time For Action”.
Pursuant to Standing Order 109 the committee requests that the government table a comprehensive response to this report.",Liberal,Bay of Quinte,Neil Ellis,http://www.parl.gc.ca/Parliamentarians/en/members/neil-ellis(219690)
4745482,ca.proc.d.2018-05-24.10145479,2018-05-24,fc02fe5c-f4bc-451c-b921-86c4794d1d1d,234722,"Hon. John McKay (Scarborough—Guildwood, Lib.)",,Routine Proceedings,Committees of the House,Public Safety and National Security,"Mr. Speaker, I have the honour to present, in both official languages, the 20th report of the Standing Committee on Public Safety and National Security entitled “Main Estimates 2018-19”. ",Liberal,Scarborough—Guildwood,John McKay,http://www.parl.gc.ca/Parliamentarians/en/members/john-mckay(234722)
4745483,ca.proc.d.2018-05-24.10145481,2018-05-24,fa57da4d-d6e1-44ed-9449-b5b1f6361a5c,219935,"Ms. Sonia Sidhu (Brampton South, Lib.)",,Routine Proceedings,Diabetes Awareness Month Act,," moved for leave to introduce C-403, An Act to designate the month of November as Diabetes Awareness Month. 
Mr. Speaker, it is an honour to rise today to introduce an act to designate the month of November as diabetes awareness month. As the chair of the all-party diabetes caucus and a member of the Standing Committee on Health, my colleagues and I have heard about the extreme hardships and enormous demands on our health care system caused by diabetes.
 Roughly 11 million Canadians suffer from diabetes and pre-diabetes, with a new diagnosis every three minutes. This terrible disease is a major cause of stroke, heart attack, kidney failure, and lower limb amputation.
I would like to commend many of the organizations that are doing great work to combat this disease, such as Diabetes Canada, Diabetes Action Canada, JDRF, the National Aboriginal Diabetes Association, Diabetes Québec, and many others. Let us combat this disease by giving them access to essential diabetes medicines, technologies, education, and information to help remove barriers to cost-effective prevention resources.
With the support of all my colleagues in Parliament, there is no reason why the country that gave insulin to the world cannot lead the fight to defeat diabetes.
(Motions deemed adopted, bill read the first time and printed)",Liberal,Brampton South,Sonia Sidhu,http://www.parl.gc.ca/Parliamentarians/en/members/sonia-sidhu(219935)
4745484,ca.proc.d.2018-05-24.10145501,2018-05-24,26a7c39b-6a77-446a-8986-1d3086f156fe,234685,"Mrs. Shannon Stubbs (Lakeland, CPC)",,Routine Proceedings,Trans Mountain Pipeline Project Act,," moved that Bill S-245, An Act to declare the Trans Mountain Pipeline Project and related works to be for the general advantage of Canada, be read the first time.
Mr. Speaker, I am proud to present Bill S-245, the Trans Mountain pipeline project act, in the House of Commons.
The Trans Mountain expansion was approved in the national interest more than a year and a half ago. It faced multiple organized, well-financed challenges and delays immediately, and remains at risk.
Six weeks ago, Kinder Morgan suspended all non-essential spending and set a deadline of May 31. Last week, Kinder Morgan said:
 We remain steadfast in our previously stated principles: clarity on the path forward, particularly with respect to the ability to construct...and ensuring adequate protection of our KML shareholders. 
Bill S-245 would declare the Trans Mountain pipeline expansion and related works to be for the general advantage of Canada. It would make explicit that all works related to the pipeline would be under the federal government's jurisdiction, including all local roads, bridges, power connections, and the ongoing operation and maintenance of the pipeline. Therefore, the pipeline could not be held up any longer by other levels of government or anti-energy activists. 
Without real action to remove roadblocks and without certainty, Kinder Morgan officials have said that the risks and costs may be too much to bear. The problem is not, and has never been, about money; it is about certainty.
 The Trans Mountain expansion is vital to Canada. It is in the best interest of the whole country. This crisis damages Canada's reputation as a place for investment, our future standard of living, our ability to create middle-class jobs, and reduce poverty. 
I urge all members to act expeditiously—",Conservative,Lakeland,Shannon Stubbs,http://www.parl.gc.ca/Parliamentarians/en/members/shannon-stubbs(234685)
4745485,ca.proc.d.2018-05-24.10145509,2018-05-24,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Trans Mountain Pipeline Project Act,,"I would remind hon. members that the introduction of bills is a time to explain what the bill is about and not to make the case for it. That will come at the second reading debate.
 (Motion agreed to and bill read the first time) ",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4745486,ca.proc.d.2018-05-24.10145515,2018-05-24,96924c12-efff-4de2-9f9e-578fe5434342,218606,"Hon. Erin O'Toole (Durham, CPC)",,Routine Proceedings,Sam Sharpe,,"Mr. Speaker, I rise to bring a unanimous consent motion, seconded by the member for Pickering—Uxbridge, in relation to the commemoration of a member of Parliament and First World War soldier name Sam Sharpe.
The motion is about remembrance and reducing the stigma associated with mental injuries from service. It is the result of the personal support of a number of members of the House. I would like to recognize some of these MPs to show Canadians that remembrance of this nature is beyond partisanship. 
To start, I would like to recognize the Minister of Veterans Affairs for his support of the motion, and of course the seconder of the motion, the member for Pickering—Uxbridge, who represents the modern riding once represented by Sam Sharpe.
 I would also like to thank and recognize the tremendous efforts of the following members: the member for Scarborough—Guildwood, the member for Dartmouth—Cole Harbour, the member forParkdale—High Park, the member for Don Valley West, the member for Kingston and the Islands, the member for Winnipeg Centre, the member for Burlington, the member for Regina—Qu'Appelle, the member for Barrie—Innisfil, the member for Brantford—Brant, the member for Yorkton—Melville, the member for Cariboo—Prince George, the member for Souris—Moose Mountain, the member for Selkirk—Interlake—Eastman, the member for Victoria, the member for Beloeil—Chambly, and the member for Saanich—Gulf Islands.
Without the support of numerous parliamentarians, including former senator Roméo Dallaire, and without the support of numerous veterans and passionate Canadians across the country, we would not be able to commemorate the First World War victories we are so proud of and the heartbreaking sacrifices of those who served our country. 
Following the provision of detailed information on the history of Sam Sharpe to all members of the chamber and as a result of discussions among the parties, if you seek it, Mr. Speaker, I believe you will find unanimous consent for the following motion. I move:
 That, the House: 
 (a) Recognize that (i) Samuel Simpson Sharpe was elected to the House of Commons in 1908, 1911, and 1917, (ii) that member of Parliament Sharpe raised the 116th Battalion from Ontario County and fought with his battalion at Vimy Ridge, Avion, Hill 70 and Passchendaele, (iii) that Sharpe was awarded the Distinguished Service Order for gallant leadership, (iv) that he was the only sitting Member of Parliament re-elected in the 1917 election while fighting on active service at the front, (v) that Sam Sharpe tragically died by suicide at the Royal Victoria Hospital on May 25, 1918, (vi) that for unknown reasons after the re-opening of Centre Block in 1920 there was no plaque or marker ordered to commemorate the service and memory of Sam Sharpe; and 
 (b) Therefore, on this day—one day before the 100th anniversary of the tragic death of MP Sam Sharpe—this House calls for the commemorative bronze plaque of Sam Sharpe, sculpted by Canadian artist Tyler Briley, to be installed in the Centre Block ahead of the 100th Anniversary of the Armistice that ended the First World War; and 
 (c) That the Minister of Veterans Affairs being given the discretion by this motion to allow the Sam Sharpe plaque to be loaned to the Royal Ottawa Operational Stress Injury Clinic, or another suitable mental health treatment facility, for the duration of the closure of Centre Block with the intention that the plaque be returned to its place of installation in Centre Block once it reopens. 
",Conservative,Durham,Erin O'Toole,http://www.parl.gc.ca/Parliamentarians/en/members/erin-otoole(218606)
4745487,ca.proc.d.2018-05-24.10145567,2018-05-24,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Sam Sharpe,,Does the hon. member have the unanimous consent of the House to move the motion?,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4745488,ca.proc.d.2018-05-24.p5431440,2018-05-24,,,,intervention,Routine Proceedings,Sam Sharpe,, Agreed.,,,Some hon. members,
4745489,ca.proc.d.2018-05-24.p5431441,2018-05-24,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Sam Sharpe,, The House has heard the terms of the motion. Is it the pleasure of the House to adopt the motion?,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
