basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4744634,ca.proc.d.2018-05-22.10135109,2018-05-22,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Parliamentary Budget Officer,,"Pursuant to subsection 79.2(2) of the Parliament of Canada Act, it is my duty to present to the House a report from the Parliamentary Budget Officer entitled “The Impact of a Pan-Canadian Carbon Pricing Levy on PBO’s GDP Projection”.",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4744635,ca.proc.d.2018-05-22.10135112,2018-05-22,c049fb93-b7d8-4021-8fc6-cf1c69f7200b,229217,"Hon. François-Philippe Champagne (Minister of International Trade, Lib.)",,Routine Proceedings,Foreign Affairs,,"Mr. Speaker, on behalf of the Minister of Foreign Affairs and pursuant to Standing Order 32(2), I have the honour to table, in both official languages, the treaty entitled “Comprehensive and Progressive Agreement for Trans-Pacific Partnership”, done at Santiago, Chile, on March 8, 2018. An explanatory memorandum is included with the treaty. ",Liberal,Saint-Maurice—Champlain,François-Philippe Champagne,http://www.parl.gc.ca/Parliamentarians/en/members/francois-philippe-champagne(229217)
4744636,ca.proc.d.2018-05-22.10135134,2018-05-22,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Government Response to Petitions,,"Mr. Speaker, pursuant to Standing Order 36(8), I have the honour to table, in both official languages, the government's responses to 19 petitions.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
4744637,ca.proc.d.2018-05-22.10135150,2018-05-22,cd83ba99-0c5b-4f51-a42b-a73504b91199,214903,"Hon. Jody Wilson-Raybould (Minister of Justice and Attorney General of Canada, Lib.)",,Routine Proceedings,Divorce Act,," moved for leave to introduce Bill C-78, an act to amend the Divorce Act, the Family Orders and Agreements Enforcement Assistance Act and the Garnishment, Attachment and Pension Diversion Act and to make consequential amendments to another act.
Mr. Speaker, I would like to table, in both official languages, a charter statement on Bill C-78, an act to amend the Divorce Act, the Family Orders and Agreements Enforcement Assistance Act and the Garnishment, Attachment and Pension Diversion Act and to make consequential amendments to another act.
 (Motions deemed adopted, bill read the first time and printed) ",Liberal,Vancouver Granville,Jody Wilson-Raybould,http://www.parl.gc.ca/Parliamentarians/en/members/jody-wilson-raybould(214903)
4744638,ca.proc.d.2018-05-22.10135167,2018-05-22,e1f28a5b-c4f6-453e-8d78-f346683e1fb8,215948,"Mr. Dan Ruimy (Pitt Meadows—Maple Ridge, Lib.)",,Routine Proceedings,Committees of the House,"Industry, Science and Technology","Mr. Speaker, I have the honour to present, in both official languages, the 12th report of the Standing Committee on Industry, Science and Technology in relation to its study of the main estimates 2018-19.",Liberal,Pitt Meadows—Maple Ridge,Dan Ruimy,http://www.parl.gc.ca/Parliamentarians/en/members/dan-ruimy(215948)
4744639,ca.proc.d.2018-05-22.10135173,2018-05-22,7bb531cc-945d-41fb-bd88-3e7bdfefa350,219415,"Mr. Anthony Housefather (Mount Royal, Lib.)",,Routine Proceedings,Committees of the House,Justice and Human Rights,"Mr. Speaker, I have the honour to present, in both official languages, the 20th report of the Standing Committee on Justice and Human Rights entitled “Improving Support for Jurors in Canada”.
Pursuant to Standing Order 109, the committee requests that the government table a comprehensive response to this report.",Liberal,Mount Royal,Anthony Housefather,http://www.parl.gc.ca/Parliamentarians/en/members/anthony-housefather(219415)
4744640,ca.proc.d.2018-05-22.10135184,2018-05-22,89dabae0-bc5d-4af0-babb-7104d4ee1742,219699,"Hon. Larry Bagnell (Yukon, Lib.)",,Routine Proceedings,Committees of the House,Procedure and House Affairs,"Mr. Speaker, pursuant to Standing Orders 104 and 114, I have the honour to present, in both official languages, the 62nd report of the Standing Committee on Procedure and House Affairs regarding the membership of committees of the House. 
If the House gives its consent, I move that the 62nd report of the Standing Committee on Procedure and House Affairs be concurred in. ",Liberal,Yukon,Larry Bagnell,http://www.parl.gc.ca/Parliamentarians/en/members/larry-bagnell(219699)
4744641,ca.proc.d.2018-05-22.10135201,2018-05-22,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Committees of the House,Procedure and House Affairs,Does the hon. member have the unanimous consent of the House to move the motion? ,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4744642,ca.proc.d.2018-05-22.p5428788,2018-05-22,,,,intervention,Routine Proceedings,Committees of the House,Procedure and House Affairs, Agreed.,,,Some hon. members,
4744643,ca.proc.d.2018-05-22.p5428789,2018-05-22,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Committees of the House,Procedure and House Affairs, The House has heard the terms of the motion. Is it the pleasure of the House to adopt the motion?,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4744644,ca.proc.d.2018-05-22.p5428790,2018-05-22,,,,intervention,Routine Proceedings,Committees of the House,Procedure and House Affairs, Agreed.,,,Some hon. members,
4744645,ca.proc.d.2018-05-22.p4,2018-05-22,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Committees of the House,Procedure and House Affairs,(Motion agreed to),Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4744646,ca.proc.d.2018-05-22.10135207,2018-05-22,27d8ca3d-1740-41b6-872b-6ceb646cdd31,218700,Mr. Scott Reid,,Routine Proceedings,Committees of the House,Procedure and House Affairs,"Mr. Speaker, there have been consultations, and I hope you will find unanimous consent for the following: “That, notwithstanding any standing order or usual practice of the House, in keeping with wide support for the notion that debate ought not to be curtailed for bills aimed at amending the Canada Elections Act and the Parliament of Canada Act, a proposal brought forward by the Liberal Party on April 10, 2014, and supported by the current Prime Minister, and more recently presented to this House by the NDP House leader on May 4, 2018, no motion pursuant to Standing Orders 78 or 57 may be used to allocate a specified number of days or hours for the consideration and disposal of Bill C-76, an act to amend the Canada Elections Act and other acts and to make certain consequential amendments”.",Conservative,Lanark—Frontenac—Kingston,Scott Reid,http://www.parl.gc.ca/Parliamentarians/en/members/scott-reid(218700)
4744647,ca.proc.d.2018-05-22.10135217,2018-05-22,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Committees of the House,Procedure and House Affairs,Does the hon. member have the unanimous consent of the House to move the motion?,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4744648,ca.proc.d.2018-05-22.p5428793,2018-05-22,,,,intervention,Routine Proceedings,Committees of the House,Procedure and House Affairs, No. ,,,Some hon. members,
4744649,ca.proc.d.2018-05-22.10135223,2018-05-22,27d8ca3d-1740-41b6-872b-6ceb646cdd31,218700,"Mr. Scott Reid (Lanark—Frontenac—Kingston, CPC)",,Routine Proceedings,Committees of the House,Procedure and House Affairs," moved that the 23rd report of the Standing Committee on Procedure and House Affairs, presented on Monday, March 6, 2017, be concurred in.
Mr. Speaker, just to be clear, I have been away for a week. I believe I have 10 minutes at this point. Is that the speaking slot, or is it 20 minutes?",Conservative,Lanark—Frontenac—Kingston,Scott Reid,http://www.parl.gc.ca/Parliamentarians/en/members/scott-reid(218700)
4744650,ca.proc.d.2018-05-22.10135234,2018-05-22,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Committees of the House,Procedure and House Affairs,The member has 20 minutes.,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4744651,ca.proc.d.2018-05-22.10135237,2018-05-22,27d8ca3d-1740-41b6-872b-6ceb646cdd31,218700,Mr. Scott Reid,,Routine Proceedings,Committees of the House,Procedure and House Affairs," Mr. Speaker, then I will be twice as eloquent. If we multiply that by the longer length of time, we may well find four times the benefit that we would have had if I had had only 10 minutes to speak.
Let me start by welcoming the minister to the House. I see her here today. If I am right, this is the first time she has been back since her pregnancy. It is a delight to see her here. If I may say, she is looking radiant. It is that new mother glow. I have some knowledge about this because our daughter gave birth eight weeks ago. My wife and I spent the break week in Creston, B.C., visiting Daphney and little Eowyn, who at this point is eight weeks old. It does indeed impart new life to grandparents, but especially to the mom. 
The minister is juggling something no minister has done before, being a new mom and running a portfolio, and if that were not enough, introducing a doorstopper of a bill. Therefore, we are glad she is here to take personal charge of it again. This is the kind of thing that warrants having the minister's personal attention, so I am very glad to see that she will be here to take personal charge of the bill during the course of our debate in the House, and that which will follow subsequently in committee.
Let me start by drawing attention to the large physical size of the bill. A number of commentators have asked whether this is an omnibus bill, as it is so large. We know there has been endless discussion about omnibus bills and whether or not they have their place. I thought Kady O'Malley had good insight in her column on the subject, where she said that it really is all on one general area of subject matter. Therefore, it is not an omnibus bill in the sense that budget implementation acts tend to be omnibus bills. It does not deal with a whole range of unrelated subjects, as they are all related to the electoral system. 
However, it does deal with many detailed aspects of that legislation. I want to take a moment to explain why we can have in this portfolio, in a way that we cannot really in any other portfolio, a bill of this enormous size. I do not have my reading glasses with me, but I see 245 pages plus almost 100 pages of assorted notes.
The reason we have such a large bill, which is not an omnibus bill as it deals with one subject area, is that in electoral law, unlike every other area of law, there is no regulatory power. What would normally happen in any other area of government activity is that the minister would be empowered to pass regulations to deal with various aspects of the implementation of the law, the highly technical aspects. This is not done with electoral law for the simple reason that the minister is an interested party. No matter how hard an individual minister may try to be objective, he or she is elected as the partisan candidate of a party and has the partisan interests of his or her party in mind, as do I, and as does every single member of the House of Commons, except I suppose someone elected as an independent, and even that person has an interest in how the electoral law is written. 
This means that there is enormous detail in the law, which means that it is critical to have adequate time to study, look at, and implement the legislation, and go through it with a fine-tooth comb, to some degree in the House but particularly in our committee work, in order to make sure that all of the technicalities work. Being involved in the procedure and House affairs committee, which deals with our electoral law, I can say from long experience, as the longest-serving member of that committee, that we must have intimate knowledge of the regulatory aspects of our legislation, in a way others do not, to understand in detail how it works.
 I will give one example, among many: understanding the details of handicapped or disabled people's access to polling stations. This is a highly technical matter, which would normally be dealt with at a purely administrative level. It has to be dealt with by our committee. We have to interview and bring back the Chief Elector Officer and his subordinates to work with them on this. That is the kind of thing we need to deal with in detail. That is the kind of thing that is in the bill, and for that reason, a great deal of detailed attention is needed.
I will stop at this point and allow others to speak.",Conservative,Lanark—Frontenac—Kingston,Scott Reid,http://www.parl.gc.ca/Parliamentarians/en/members/scott-reid(218700)
4744652,ca.proc.d.2018-05-22.10135314,2018-05-22,9d3d2220-818c-494e-8d58-29f7cee7b65d,216537,Hon. Candice Bergen,,Routine Proceedings,Committees of the House,Procedure and House Affairs,"Mr. Speaker, I do not have a question or comment, but if you seek it, I think you will find unanimous consent that this debate be now adjourned.",Conservative,Portage—Lisgar,Candice Bergen,http://www.parl.gc.ca/Parliamentarians/en/members/candice-hoeppner(216537)
4744653,ca.proc.d.2018-05-22.10135321,2018-05-22,16c839d3-0183-4ed6-892a-8d7bdc37c474,214972,The Assistant Deputy Speaker (Mr. Anthony Rota),,Routine Proceedings,Committees of the House,Procedure and House Affairs,Is there unanimous consent?,Liberal,Nipissing—Timiskaming,Anthony Rota,http://www.parl.gc.ca/Parliamentarians/en/members/anthony-rota(214972)
4744654,ca.proc.d.2018-05-22.p5428808,2018-05-22,,,,intervention,Routine Proceedings,Committees of the House,Procedure and House Affairs, No.,,,Some hon. members,
4744655,ca.proc.d.2018-05-22.10135544,2018-05-22,9d3d2220-818c-494e-8d58-29f7cee7b65d,216537,"Hon. Candice Bergen (Portage—Lisgar, CPC)",,Routine Proceedings,Committees of the House,Procedure and House Affairs,"Mr. Speaker, again, if you seek it, I think you will find unanimous consent for the following motion.
 That the debate be now adjourned. 
",Conservative,Portage—Lisgar,Candice Bergen,http://www.parl.gc.ca/Parliamentarians/en/members/candice-hoeppner(216537)
4744656,ca.proc.d.2018-05-22.10135348,2018-05-22,16c839d3-0183-4ed6-892a-8d7bdc37c474,214972,The Assistant Deputy Speaker (Mr. Anthony Rota),,Routine Proceedings,Committees of the House,Procedure and House Affairs,Does the hon. member have the unanimous consent of the House to move the motion?,Liberal,Nipissing—Timiskaming,Anthony Rota,http://www.parl.gc.ca/Parliamentarians/en/members/anthony-rota(214972)
