basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4744208,ca.proc.d.2018-05-10.10128474,2018-05-10,5848c1f7-b3d9-4dd3-af1c-019e0a321f7a,217311,"Mr. Erin Weir (Regina—Lewvan, Ind.)",,Statements By Members,Saskatchewan Transportation Company,,"Mr. Speaker, 86 years ago this month, the the parliamentary caucus of a new political party was formed. The Co-operative Commonwealth Federation went on to adopt its policy manifesto in Regina. The CCF was a farmer-labour coalition.
 A current issue that engages farm and labour interests is the elimination of the Saskatchewan Transportation Company. It provided good unionized jobs for bus operators as well as a needed service for rural communities.
 In a member's statement a year ago, I warned that the rushed elimination of the STC violated the Canada Labour Code's notice provisions. Yesterday news broke that a federal arbitrator confirmed this violation and ordered the province to compensate its former employees. That is a good start, but I will continue to fight for Saskatchewan's fair share of federal transit funding to restore bus service between our communities.",Independent,Regina—Lewvan,Erin Weir,http://www.parl.gc.ca/Parliamentarians/en/members/erin-weir(217311)
4744209,ca.proc.d.2018-05-10.10128506,2018-05-10,ffeab63b-041e-4d87-bdad-1b79ff9a98c5,237717,"Mr. Dan Vandal (Saint Boniface—Saint Vital, Lib.)",,Statements By Members,Franco-Manitoban Weekly Newspaper,,"Mr. Speaker, our Franco-Manitoban weekly paper, La Liberté, will be celebrating its 105th anniversary on May 20.
 La Liberté is a national leader and has received many national prizes, including awards of excellence from the Association de la presse francophone and the Canadian Community Newspaper Awards, but where it really shines is in its community involvement.
Thanks to its partnership with the Franco-Manitoban school division and Collège Louis-Riel and its “Dans nos écoles” columns, we learn about a growing and inspiring future generation. Through its advertorials, we discover the vitality and diversity of our francophone organizations. 
 La Liberté tells our story, and its perspective is unique to our community. Our newspaper is not a French version of the daily news. It is a true reflection of the diversity and many perspectives present in our French-speaking community.
Happy birthday to La Liberté.",Liberal,Saint Boniface—Saint Vital,Dan Vandal,http://www.parl.gc.ca/Parliamentarians/en/members/dan-vandal(237717)
4744210,ca.proc.d.2018-05-10.10128509,2018-05-10,eb53bf99-e3d5-44b9-a15e-6c295470cdd4,218395,"Hon. Kevin Sorenson (Battle River—Crowfoot, CPC)",,Statements By Members,Coal Industry,,"Mr. Speaker, coal-fired electricity and coal mining have been a mainstay of many regional economies in Alberta over the last 60 years. Forestburg and Hanna, two important communities in my riding, are perfect examples. Sixty percent of Forestburg's economy is based on the coal industry, with many employed at either the Battle River mine or the power plant. Hanna's economy is tied to Sheerness, where 200-plus people work at the generating station or the mine.
 The phasing out of these industries will have significant ramifications. It is imperative that the transition plan involve local workers and communities. Unfortunately, the Liberal government thinks otherwise, and that is why the newly announced just transition task force has only one in 11 members from affected Alberta communities, while there are five from Ontario. 
We need local people to help solve local challenges. I implore the government to change the composition of this task force to include representatives from Hanna, Forestburg, and other affected areas in decisions that will impact their livelihood and the survival of their communities.",Conservative,Battle River—Crowfoot,Kevin Sorenson,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-sorenson(218395)
4744211,ca.proc.d.2018-05-10.10128516,2018-05-10,16650588-6dad-4651-892b-32a2bbca8a4f,234509,"Mr. Peter Fragiskatos (London North Centre, Lib.)",,Statements By Members,National Nursing Week,,"Mr. Speaker, it is my pleasure to rise and highlight National Nursing Week.
 In my community of London, Ontario, we are privileged to have a significant number of dedicated and talented health care professionals. Whether it is the London Health Sciences Centre, St. Joseph's Health Care, the Middlesex-London Health Unit, Victorian Order of Nurses, long-term care facilities, or any of the other locations where nurses work hard every day, we can rest assured that they will be there to provide care in our most vulnerable of moments.
 To all nurses from coast to coast to coast, their work is truly appreciated. We are grateful that they are always present to provide world-class care as well as to advocate for the needs of their patients.
The profession has significantly evolved since the days of nursing pioneer Florence Nightingale. Therefore, I challenge all Canadians to learn more about the important work nurses undertake and the challenges of their ever-changing roles.
 The nurses of London and Canada have my sincere appreciation and utmost respect. Our communities are better off because of their tireless work and dedication.",Liberal,London North Centre,Peter Fragiskatos,http://www.parl.gc.ca/Parliamentarians/en/members/peter-fragiskatos(234509)
4744212,ca.proc.d.2018-05-10.10128519,2018-05-10,075456c7-3cca-483c-b4f1-85006031ca09,224982,"Mr. Robert Aubin (Trois-Rivières, NDP)",,Statements By Members,Claudie Briand,,"Mr. Speaker, there are people who inspire us and make a real difference through their courage, their determination, and their tenacity.
After waging a battle like that of David against Goliath, Claudie Briand from Trois-Rivières has succeeded in having the eligibility criteria expanded for the compensation program for victims of thalidomide. The judge even wrote, “...the application is allowed, the decision by Crawford is set aside, and a declaration is granted that the policies...are unreasonable to the point of being egregious.”
Thank you, Ms. Briand, for seeing this fight through to this positive outcome so that others may benefit from the changes that will soon be made. I supported you in my own small way, and now you have given me essential tools I can use to support other victims in Trois-Rivières and across Canada.
Ms. Briand, the people of Trois-Rivières and I look up to you in admiration. Please consider this public declaration a testament to the remarkable woman you are.",New Democratic Party,Trois-Rivières,Robert Aubin,http://www.parl.gc.ca/Parliamentarians/en/members/robert-aubin(224982)
4744213,ca.proc.d.2018-05-10.10128523,2018-05-10,2d98e2df-3246-4a59-8048-8be83adb2c42,229483,"Mr. Marc Miller (Ville-Marie—Le Sud-Ouest—Île-des-Soeurs, Lib.)",,Statements By Members,Mother's Day,,"Mr. Speaker, on Sunday, families across Canada will come together to celebrate Mother's Day. I would like to take this opportunity to pay tribute to mothers, grandmothers, godmothers, aunts, all those who play a mentorship role in the life of a child, and especially the mother of my children, Elin, as well as my own mother, Pam.
Everyone in the House makes a lot of money, some more than others, so there is no excuse to miss Mother's Day or to get some flowers or chocolates. If people need recommendations in the Ottawa area or the Montreal area, they can give me a call. 
More importantly, and I hope this statement gathers wide support from the House on this Mother's Day, let us not only celebrate mothers but continue our work to give mothers the respect they deserve, to fight for the equality of women, and to provide all parents with the tools they need to support them in doing the most important job, raising the next generation of leaders.",Liberal,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Marc Miller,http://www.parl.gc.ca/Parliamentarians/en/members/marc-miller(229483)
4744214,ca.proc.d.2018-05-10.10128526,2018-05-10,9c9a64e6-58f1-4367-9f49-93ad31744c96,234554,"Mrs. Cathy McLeod (Kamloops—Thompson—Cariboo, CPC)",,Statements By Members,Retirement Congratulations,,"Mr. Speaker, a little less than 10 years ago, a whirlwind blew into the other place. My good friend, and a great Canadian, Nancy Greene Raine, was honoured to accept the offer of a Senate appointment and to start a new chapter in her life.
Nancy brought commitment, energy, dedication, and passion to this new role. These are the same distinct qualities that brought her success as an Olympian and as an entrepreneur. Nancy has clearly made her mark on Parliament Hill. Whether it was fighting to preserve iconic lighthouses on the west coast, spearheading a comprehensive health and fitness regime on the Hill, or looking for solutions to the obesity crisis among our youth, ministers, both Conservative and Liberal, learned that she was dogged in her determination to make a difference.
 It is hard to believe that she is moving on to her next adventure, and I would ask the House to join me in thanking her for all she continues to give to Canada. We will miss her.",Conservative,Kamloops—Thompson—Cariboo,Cathy McLeod,http://www.parl.gc.ca/Parliamentarians/en/members/cathy-mcleod(234554)
4744215,ca.proc.d.2018-05-10.10128529,2018-05-10,4c0685b7-4ab9-4321-bb90-a5cb3ae307da,229496,"Mr. Terry Duguid (Winnipeg South, Lib.)",,Statements By Members,Manitoba Day,,"Mr. Speaker, this Saturday marks the 148th birthday of Canada's keystone province, Manitoba. Manitoba's geography is one of the most unique and diverse in Canada, from the Arctic tundra near Churchill, to the Spirit Sands of the Carberry Desert, to vast prairies and beautiful boreal forests. 
Our provincial treasure, Lake Winnipeg, is the world's tenth largest freshwater lake. Home of the Winnipeg Jets, and the curling capital of the world, Manitoba is also proud to host the Canadian Museum for Human Rights and the National Microbiology Laboratory.
 Our prairie province, the birthplace of Louis Riel, is the homeland of the Métis nation and encompasses the traditional territories of over 60 first nations. Manitobans have a rich history of welcoming people from around the world, creating a vibrant multicultural mosaic that reflects the best of who we are as Canadians.
On May 12, let us wish all Manitobans a very happy Manitoba Day.",Liberal,Winnipeg South,Terry Duguid,http://www.parl.gc.ca/Parliamentarians/en/members/terry-duguid(229496)
4744216,ca.proc.d.2018-05-10.10128532,2018-05-10,3378437f-1669-4fcb-9c2e-0c7c12626a1e,219102,"Mrs. Deborah Schulte (King—Vaughan, Lib.)",,Statements By Members,Nobelton Senior Public School,,"Mr. Speaker, this is a wonderful time of the year, and not only because it is spring and warmth has finally returned to one of the coldest capitals in the world. It is also the time that grade 8 students from across the country travel to Ottawa to experience Parliament in action and to explore the nation's capital. 
I have talked to many of my colleagues on both sides of the House, and they have shared with me that welcoming students to the Hill, sharing their stories, and hopefully inspiring the next generation of leaders to one day seek a seat in the House, is the highlight of their day.
 I would like to specifically welcome the grade 8 students from Nobleton Senior Public School, who are visiting Ottawa today. This week, Nobleton Senior is recognizing Mental Health Week, an initiative reminding students of the importance of a school-life balance. To the Grade 8 class of Nobleton Senior, and to the classes visiting Parliament this year, welcome.",Liberal,King—Vaughan,Deb Schulte,http://www.parl.gc.ca/Parliamentarians/en/members/deb-schulte(219102)
4744217,ca.proc.d.2018-05-10.10128535,2018-05-10,6dfe3b54-024b-432d-bc01-7f89da30b7cd,216787,"Mr. Dave Van Kesteren (Chatham-Kent—Leamington, CPC)",,Statements By Members,Spring Floods,,"Mr. Speaker, my riding of Chatham-Kent—Leamington has over 150 kilometres of shoreline. This April, that shoreline was struck by a severe spring storm. The heavy rain and high winds caused widespread flooding and accelerated the pre-existing erosion, putting many of my constituents at severe risk. 
Over the past weeks, I have visited Pelee Island, Erie Shore Drive, Cotterie Park, and Pulley Road to better appreciate the scope and devastation first-hand. I was shocked to see how destructive a single storm could be. Three-tonne boulders were literally tossed about like stones. On Pelee Island, the dike road was exposed after the armour stone was pulled into the lake by the storm, exposing the roadbed completely to the elements. A breach would cause the centre of the island, which sits nine feet below current lake levels in some locations, to flood.
 I have reached out to the Minister of Infrastructure and Communities but as of yet have not been advised of any funding. My constituents have a hard time understanding how the government can spend $6 million to build a temporary ice rink but has no money for their safety and the protection of their property.",Conservative,Chatham-Kent—Leamington,Dave Van Kesteren,http://www.parl.gc.ca/Parliamentarians/en/members/dave-van-kesteren(216787)
