basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4756584,ca.proc.d.2018-10-18.10309904,2018-10-18,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Government Response to Petitions,,"Mr. Speaker, pursuant to Standing Order 36(8) I have the honour to table in both official languages the government's response to four petitions. ",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
4756585,ca.proc.d.2018-10-18.10310189,2018-10-18,cd83ba99-0c5b-4f51-a42b-a73504b91199,214903,"Hon. Jody Wilson-Raybould (Minister of Justice and Attorney General of Canada, Lib.)",,Routine Proceedings,Criminal Code,," moved for leave to introduce Bill C-84, an act to amend the Criminal Code (bestiality and animal fighting).
 (Motions deemed adopted, bill read the first time and printed)",Liberal,Vancouver Granville,Jody Wilson-Raybould,http://www.parl.gc.ca/Parliamentarians/en/members/jody-wilson-raybould(214903)
4756586,ca.proc.d.2018-10-18.10309922,2018-10-18,72e2a81c-f40c-4c0f-8be0-09a9e61254c3,219070,"Hon. Robert Nault (Kenora, Lib.)",,Routine Proceedings,Interparliamentary Delegations,,"Mr. Speaker, pursuant to Standing Order 34(1), I have the honour to present to the House, in both official languages, two reports of the Canadian Section of ParlAmericas. The first is on its bilateral visit to Santiago, Chile from March 11 to 14, 2018 and to Montevideo, Uruguay from March 14 to 16, 2018. The second is on its participation in the fifth Open Government Partnership global summit, held in Tbilisi, Georgia from July 17 to 19, 2018. ",Liberal,Kenora,Bob Nault,http://www.parl.gc.ca/Parliamentarians/en/members/bob-nault(219070)
4756587,ca.proc.d.2018-10-18.10309941,2018-10-18,dbb0dd7c-287c-4115-9424-4b2c55652877,234506,"Mr. Robert-Falcon Ouellette (Winnipeg Centre, Lib.)",,Routine Proceedings,Criminal Code,," moved that S-215, an act to amend the Criminal Code (sentencing for violent offences against aboriginal women), be read the first time.
Mr. Speaker, I am proud to present a bill on behalf of Senator Lillian Dyck from the other chamber, which would recognize that indigenous women are often the subject of great violence in our society.
Today in Ottawa, thousands of men are gathering at the Shaw Centre to raise awareness about violence against indigenous women and children, and we are fasting all day long. I wear the moosehide in recognition of that.
I am very proud to introduce this bill so indigenous women across Canada will receive additional protection under the law. 
 (Motion agreed to and bill read the first time) ",Liberal,Winnipeg Centre,Robert-Falcon Ouellette,http://www.parl.gc.ca/Parliamentarians/en/members/robert-falcon-ouellette(234506)
4756588,ca.proc.d.2018-10-18.10309968,2018-10-18,b37cad30-26f6-40c6-8e4c-dd3a0ba841bb,217477,"Mrs. Cheryl Gallant (Renfrew—Nipissing—Pembroke, CPC)",,Routine Proceedings,Petitions,Firearms,"Mr. Speaker, I am pleased to present a petition signed by Canadians from several ridings, including Hamilton East—Stoney Creek and Hamilton West—Ancaster—Dundas. They call on the House of Commons to respect the rights of law-abiding firearms owners and reject the Prime Minister's plan to waste taxpayers' money studying a ban on firearms that are already banned. ",Conservative,Renfrew—Nipissing—Pembroke,Cheryl Gallant,http://www.parl.gc.ca/Parliamentarians/en/members/cheryl-gallant(217477)
4756589,ca.proc.d.2018-10-18.10309984,2018-10-18,53eb10e4-f8e7-4ef7-9448-b4a10ec1dba3,216366,"Mrs. Cathay Wagantall (Yorkton—Melville, CPC)",,Routine Proceedings,Petitions,Crooked Lake Leaseholders,"Mr. Speaker, I am presenting a petition on behalf of cottage owners and homeowners whose cottages and homes are located at Crooked Lake, Saskatchewan on land leased from the Government of Canada. They wish to draw attention to the 650% to 700% lease increase being imposed on Crooked Lake leaseholders for the years 2015 to 2019. 
Being that this increase has been imposed without the jointly agreed-to negotiations between the Government of Canada and/or its appointed authority and the leaseholders and or their representatives, and with the threat of lease cancellation being imposed, the petitioners call upon the minister and the Government of Canada to negotiate a fair lease agreement with all Crooked Lake cottage owners and homeowners who lease land from the Government of Canada. ",Conservative,Yorkton—Melville,Cathay Wagantall,http://www.parl.gc.ca/Parliamentarians/en/members/cathay-wagantall(216366)
4756590,ca.proc.d.2018-10-18.10309993,2018-10-18,d9a6cad1-b3b6-4393-afc5-7c897fb638e6,229654,"Hon. MaryAnn Mihychuk (Kildonan—St. Paul, Lib.)",,Routine Proceedings,Petitions,Health,"Mr. Speaker, I have two petitions to present today. The first is from residents of Kildonan—St. Paul and other Canadians who are concerned that the only two emergency wards serving the residents of North Winnipeg, West St. Paul and East St. Paul are going to be closed imminently by the provincial government. 
The aim of the Canada Health Act is to ensure that all eligible residents of Canada have reasonable access to insured health care services. The petitioners are therefore calling on the federal government to urge the provincial government to reverse its decision to close the emergency rooms in North Winnipeg and save lives.",Liberal,Kildonan—St. Paul,MaryAnn Mihychuk,http://www.parl.gc.ca/Parliamentarians/en/members/maryann-mihychuk(229654)
4756591,ca.proc.d.2018-10-18.10310300,2018-10-18,d9a6cad1-b3b6-4393-afc5-7c897fb638e6,229654,"Hon. MaryAnn Mihychuk (Kildonan—St. Paul, Lib.)",,Routine Proceedings,Petitions,Canadian Heritage,"Mr. Speaker, my second petition relates to artifacts. The citizens and residents of Kildonan—St. Paul and other Canadians want to draw the attention of the House of Commons to the fact that the previous Harper government instituted a policy whereby artifacts would be centralized in central Canada, in Gatineau. 
This policy is an affront to the Métis people of Manitoba, other historic communities, and those concerned about artifacts in Canada. Therefore, the petitioners are calling on Canada to reverse this bad decision, cancel the plans to centralize the historic artifacts and resources held by Parks Canada in one facility, and commit to maintaining regional facilities for artifact storage and curation, especially in Manitoba.",Liberal,Kildonan—St. Paul,MaryAnn Mihychuk,http://www.parl.gc.ca/Parliamentarians/en/members/maryann-mihychuk(229654)
4756592,ca.proc.d.2018-10-18.10310024,2018-10-18,eaa6694f-1e20-4aae-ad3b-e694b0e12c59,224170,"Ms. Elizabeth May (Saanich—Gulf Islands, GP)",,Routine Proceedings,Petitions,Parks Canada,"Mr. Speaker, it is an honour to rise this morning with a petition from the forward-looking residents of Galiano Island, who acknowledge that Canada has made a commitment to protect at least 17% of land areas and 10% of marine areas by the year 2020. They point out that there is a once-in-a-lifetime opportunity for Parks Canada to buy the north shore of Cable Bay on Galiano Island. 
If it is able to buy this area, it will protect it forever as part of the Gulf Islands National Park Reserve. The petitioners call on the Minister of Environment and Climate Change to acquire Cable Bay North on Galiano Island and add it to the existing Gulf Islands National Park Reserve.",Green Party,Saanich—Gulf Islands,Elizabeth May,http://www.parl.gc.ca/Parliamentarians/en/members/elizabeth-may(224170)
4756593,ca.proc.d.2018-10-18.10310042,2018-10-18,51d4e050-d737-4879-bead-20a3b672a36c,218146,"Hon. Diane Finley (Haldimand—Norfolk, CPC)",,Routine Proceedings,Petitions,Firearms,"Mr. Speaker, I am pleased to present two petitions signed by over 1,000 constituents from my riding of Haldimand—Norfolk. These constituents are deeply concerned with the Liberal government's Bill C-71. They are concerned that all this bill does is recreate the ineffective gun registry and punish law-abiding gun owners. 
Instead, they ask that the government invest more money into our front-line police forces to help them tackle the true source of firearms violence.",Conservative,Haldimand—Norfolk,Diane Finley,http://www.parl.gc.ca/Parliamentarians/en/members/diane-finley(218146)
4756594,ca.proc.d.2018-10-18.10310057,2018-10-18,07cf5767-802c-406c-92a7-7dc92af79b40,229526,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Questions on the Order Paper,,"Mr. Speaker, I ask that all questions be allowed to stand at this time.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(229526)
4756595,ca.proc.d.2018-10-18.p5584169,2018-10-18,,,,,Routine Proceedings,Questions on the Order Paper,, Is that agreed?,,,The Speaker,
4756596,ca.proc.d.2018-10-18.p5584170,2018-10-18,,,,intervention,Routine Proceedings,Questions on the Order Paper,, Agreed. ,,,Some hon. members,
