basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4757727,ca.proc.d.2018-10-24.10326255,2018-10-24,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,,,,"It being Wednesday, we will now have the singing of the national anthem led by the hon. member for South Shore—St. Margarets.
[Members sang the national anthem]",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4757728,ca.proc.d.2018-10-24.10326265,2018-10-24,9e05a099-6a0b-4fe2-9e9b-0a8b91b7807b,214054,"Ms. Monique Pauzé (Repentigny, BQ)",,Statements By Members,Canadian Heritage,,"Mr. Speaker, the past 14 presidents of ADISQ have sounded the alarm: without proper legislation governing streaming services such as Spotify and Apple Music, Québécois music is in jeopardy. They are asking the federal government to force streaming services to make a financial contribution to our culture, pay artists what they are worth, and showcase Quebec content.
The film and television industries made similar demands regarding Netflix. It is time to open our eyes to what is going on. The digital transformation is hurting all of our artists, and our entire culture is fading away online.
The solution is not botched ad hoc deals like the one the government signed with Netflix. The solution is a complete overhaul of e-commerce legislation to compel companies to obey our laws. The law should apply to everyone, period.",Bloc Québécois,Repentigny,Monique Pauzé,http://www.parl.gc.ca/Parliamentarians/en/members/monique-pauze(214054)
4757729,ca.proc.d.2018-10-24.10326271,2018-10-24,e4445566-ac85-47e6-8583-a705a8c2d0fa,233809,"Hon. Kent Hehr (Calgary Centre, Lib.)",,Statements By Members,Housing,,"Mr. Speaker, an issue that affects my riding of Calgary Centre, and in fact the entire country, is homelessness and home insecurity. Over 150,000 Albertans do not have access to adequate, safe, affordable housing. That is why I was excited this week to announce in beautiful Banff our Liberal government's investment of $10 million in eight cost-effective, energy-efficient affordable housing projects. Phase one will create up to 467 rental units. The first project is the YWCA courtyard in Banff, a three-storey building, housing 78 at-risk women.
Our government understands that it is difficult, if not impossible, to build a life without a home. Project by project, our government is bringing affordable housing to Alberta. After a decade of inaction by the previous government, this type of major investment in affordable housing is long overdue.",Liberal,Calgary Centre,Kent Hehr,http://www.parl.gc.ca/Parliamentarians/en/members/kent-hehr(233809)
4757730,ca.proc.d.2018-10-24.10326274,2018-10-24,4437c848-d8c7-4a39-a948-1539969f3a90,234764,"Ms. Marilyn Gladu (Sarnia—Lambton, CPC)",,Statements By Members,43rd General Election,,"Mr. Speaker, With voting just one year awayI though it was time to re-playAll the promises brokenWhile people are tokingSo the Liberals get voted awayI'll start with the latest denialThat keeps one navy man from fair trialAnd then there's the scamsThat's related to clamsAnd I'll add several more to the pileThose tiny wee debts that becameHuge spending with Liberals to blameNo end is in sightOf their deficit plightUnless voters or CBC take aimTheir carbon tax lie is the worstYou can tell that they've really rehearsedBut it won't fix a thingJust a Liberal cha-ChingTo take from the taxpayers firstI certainly don't have the timeTo list all ill deeds in this rhymeI've just got a minuteBut Conservatives will win itAnd then life will be just sublimeWe'll balance the budget you'll seeAnd restore the economyWith help top of mindFor all peoplekindTo bring Canada prosperity",Conservative,Sarnia—Lambton,Marilyn Gladu,http://www.parl.gc.ca/Parliamentarians/en/members/marilyn-gladu(234764)
4757731,ca.proc.d.2018-10-24.10326278,2018-10-24,6025d38f-3695-4037-8221-3f4cb652936b,218940,"Mr. Bill Casey (Cumberland—Colchester, Lib.)",,Statements By Members,Springhill Mine,,"Mr. Speaker, yesterday marked a sombre anniversary in the town of Springhill, Nova Scotia. It was at 8:06 p.m. on October 23, 1958 that Springhill changed forever. One hundred and seventy-four coal miners went to work that morning, but only 99 came home. A natural disaster known as the “Springhill Bump” occurred, collapsing the No. 2 colliery, killing 75 miners. It was one of the most severe coal mine bumps in North America's history, leaving many families without fathers, husbands, brothers or uncles.
The site of the closed mine is now the Springhill Coal Mining National Historic Site of Canada, and a commemorative monument has been erected in Springhill's town centre to honour the lives of the miners lost, as well as their families. 
I send my thoughts to Springhill on the 60th anniversary of the bump, and I can assure everyone that Springhillers will never forget the bravery of the miners and rescuers from Springhill and the surrounding areas who went underground to save their fellow miners.",Liberal,Cumberland—Colchester,Bill Casey,http://www.parl.gc.ca/Parliamentarians/en/members/bill-casey(218940)
4757732,ca.proc.d.2018-10-24.10326282,2018-10-24,ea197684-00f6-458f-a46b-5bea7db6f7f3,240374,"Mr. Daniel Blaikie (Elmwood—Transcona, NDP)",,Statements By Members,Concordia Hospital,,"Mr. Speaker, I rise today to recognize Concordia Hospital's 90 years of service to northeast Winnipeg. In 1928, a group of newcomers came together to open a maternity hospital. It was such a success that it has been either moving or expanding ever since. lt opened its current location in 1974, and since then has become a centre of excellence in hip and knee surgery. It opened Concordia Place, offering more personal care home beds to northeast Winnipeg, and its emergency room has offered needed care to people in crisis. 
Unfortunately, the provincial Conservative government plans to close the ER in the new year. Other ERs in Winnipeg have been replaced with urgent care centres, but for some reason, northeast Winnipeg has been singled out to be the only part of the city losing 24-7 access to care. People of northeast Winnipeg have been pushing back. We deserve the same access to care as every other part of the city, and if the Conservatives cared at all about northeast Winnipeg, they would give their heads a shake and keep the Concordia ER open.",New Democratic Party,Elmwood—Transcona,Daniel Blaikie,http://www.parl.gc.ca/Parliamentarians/en/members/daniel-blaikie(240374)
4757733,ca.proc.d.2018-10-24.10326285,2018-10-24,634edc34-ea0d-406f-ade1-eeec6c5bad04,234552,"Mr. Adam Vaughan (Spadina—Fort York, Lib.)",,Statements By Members,Toronto Municipal Elections,,"Mr. Speaker, the election in Toronto is over, and we have to talk about a very disturbing incident that took place during the campaign.
 On October 2, following a demonstration held by a mayoralty candidate who is a white supremacist, a fire was deliberately set at a hotel that shelters homeless families and refugees. The attack followed false and inflammatory information that was published by the Toronto Sun. Elected officials, some in this House, have argued that people being sheltered at this hotel do not have a right to be in Canada.
Let me make three very clear points.
 One, more than half the people at that hotel that was firebombed are children. Who in their right mind targets children? 
Two, the City of Toronto has used hotels as emergency shelters for well over 25 years. We have a housing crisis in Toronto, not a refugee crisis. 
Three, Toronto must never be governed by fear, violence or racism. 
Everyone in this House denounces these horrible atrocities, and we demand that the people responsible be brought to justice.",Liberal,Spadina—Fort York,Adam Vaughan,http://www.parl.gc.ca/Parliamentarians/en/members/adam-vaughan(234552)
4757734,ca.proc.d.2018-10-24.10326288,2018-10-24,00c812a1-d71b-48b6-8c98-8633505a63b4,213951,"Hon. Mike Lake (Edmonton—Wetaskiwin, CPC)",,Statements By Members,World Polio Day,,"Mr. Speaker, today is World Polio Day, a day to shine a spotlight on international efforts to end polio. On the subject of global polio eradication, Nelson Mandela said it best, back in 1996: “[O]ur aim is not merely to reduce the numbers afflicted - it is to eliminate the disease completely. No country can be safe from this disease until the whole world is rid of it.”
Today, we are closer to that goal than ever, and Canada has played a leading role. In fact, three Canadian prime ministers, Jean Chrétien, Stephen Harper and the current Prime Minister, have been recipients of the Rotary Foundation's Polio Eradication Champion Award. This is a testament to Canada's enduring commitment to this fight, working with equally dedicated partners, like Rotary International, the Bill and Melinda Gates Foundation, Global Citizen, UNICEF and RESULTS.
Here, it is all too rare for us to find common ground, but in uniting around the efforts of the Global Polio Eradication Initiative, we have done so, and the world is a better place for it. Now we need to finish the job, once and for all.",Conservative,Edmonton—Wetaskiwin,Mike Lake,http://www.parl.gc.ca/Parliamentarians/en/members/mike-lake(213951)
4757735,ca.proc.d.2018-10-24.10326292,2018-10-24,5984fab3-2564-47f9-a49a-ebb07b5cbb24,237228,"Mr. Nick Whalen (St. John's East, Lib.)",,Statements By Members,Genome Canada,,"Mr. Speaker, since Watson and Crick decoded the double-helix shape of deoxyribonucleic acid, scientists and policy-makers alike have been dreaming of the benefits this discovery would have in the real world. 
New DNA sequencing and computing tools have caused an inflection point in DNA research, and there is now an unsurpassed opportunity to leverage the value of genetics in our daily lives. Since 2000, Genome Canada has led the way, as a vital partner in helping the Government of Canada deliver on our national potential in genomics. In particular, Genome Canada has helped us leverage $1.5 billion of federal funding to well over $3 billion, including provincial government and industry partner support. I would particularly like to thank Genome Canada for launching a leading environmental genomics facility in my riding of St. John's East, called eDNAtec.
 I invite all members to join Genome Canada on Parliament Hill today where its scientists will be available to teach us about their exciting industry.",Liberal,St. John's East,Nick Whalen,http://www.parl.gc.ca/Parliamentarians/en/members/nick-whalen(237228)
4757736,ca.proc.d.2018-10-24.10326372,2018-10-24,b793930e-6fb6-449d-bc33-1c9575def1a9,234493,"Ms. Anju Dhillon (Dorval—Lachine—LaSalle, Lib.)",,Statements By Members,Collège Sainte-Anne,,"Mr. Speaker, women students from Collège Sainte-Anne, a school in Lachine in my riding, are on Parliament Hill today. 
Collège Sainte-Anne has a long history. In May 1861, the Sisters of Sainte-Anne, a congregation founded in 1850 by Esther Blondin, who later became Mother Marie-Anne, took possession of the Simpson Manor.
At a time when women did not have the right to express an opinion, let alone get an education, Mother Marie-Anne challenged the status quo by founding this institution, thereby inspiring future generations of women to pursue their studies. That institution, the oldest school in Quebec, has become a symbol of progress for women.
Mother Marie-Anne's love and courage made it possible for generations of women and girls to get an education and help create a better society.",Liberal,Dorval—Lachine—LaSalle,Anju Dhillon,http://www.parl.gc.ca/Parliamentarians/en/members/anju-dhillon(234493)
