basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4754536,ca.proc.d.2018-10-02.10277973,2018-10-02,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Commissioner of the Environment and Sustainable Development,," I have the honour to lay upon the table the 2018 fall reports of the Commissioner of the Environment and Sustainable Development in the Office of the Auditor General of Canada.
Pursuant to Standing Order 108(3)(g), these documents are deemed permanently referred to the Standing Committee on Public Accounts.",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4754537,ca.proc.d.2018-10-02.10277985,2018-10-02,a2d5c8bf-d42e-4b53-be9e-70af2a6fe169,217370,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",,Routine Proceedings,Business of the House,,"Mr. Speaker, if you seek it, I believe you will find unanimous consent for the following motion. I move:
 That, at the conclusion of today's debate on the opposition motion in the name of the member for Portage—Lisgar, all questions necessary to dispose of the motion be deemed put and a recorded division deemed requested and deferred until Wednesday, October 3, 2018, at the expiry of the time provided for Oral Questions; 
 and that, notwithstanding any Standing Order or usual practice of the House, the recorded division on the motion for third reading of Bill C-326, An Act to amend the Department of Health Act (drinking water guidelines), standing in the name of the member for Lac-Saint-Louis, deferred until Wednesday, October 3, 2018 immediately before the time provided for Private Members' Business be deferred anew until the expiry of the time provided for Oral Questions that same day. 
",Conservative,Chilliwack—Hope,Mark Strahl,http://www.parl.gc.ca/Parliamentarians/en/members/mark-strahl(217370)
4754538,ca.proc.d.2018-10-02.10277993,2018-10-02,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Business of the House,,Does the hon. member have the unanimous consent of the House to propose the motion?,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4754539,ca.proc.d.2018-10-02.p5544637,2018-10-02,,,,intervention,Routine Proceedings,Business of the House,, Agreed.,,,Some hon. members,
4754540,ca.proc.d.2018-10-02.p5544638,2018-10-02,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Business of the House,, The House has heard the terms of the motion. Is it the pleasure of the House to adopt the motion?,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4754541,ca.proc.d.2018-10-02.p5544639,2018-10-02,,,,intervention,Routine Proceedings,Business of the House,, Agreed.,,,Some hon. members,
4754542,ca.proc.d.2018-10-02.p2,2018-10-02,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Business of the House,,(Motion agreed to),Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4754543,ca.proc.d.2018-10-02.10277994,2018-10-02,ed1028ae-42dc-4294-9b39-4c5daff5fc74,237010,"Mr. David Tilson (Dufferin—Caledon, CPC)",,Routine Proceedings,Petitions,Summer Jobs Program,"Mr. Speaker, I have a petition signed by residents from my riding who are concerned with the attestation clause in the summer jobs program. The residents from Dufferin—Caledon ask that the Government of Canada remove the discriminatory requirement and allow Canadians to continue to exercise their freedom of belief and expression without facing institutionalized discrimination by the Government of Canada.",Conservative,Dufferin—Caledon,David Tilson,http://www.parl.gc.ca/Parliamentarians/en/members/david-tilson(237010)
4754544,ca.proc.d.2018-10-02.10278000,2018-10-02,3378437f-1669-4fcb-9c2e-0c7c12626a1e,219102,"Mrs. Deborah Schulte (King—Vaughan, Lib.)",,Routine Proceedings,Petitions,The Environment,"Mr. Speaker, I am pleased to present a petition calling on the House of Commons to pass legislation to modernize the Canadian Environmental Protection Act, or CEPA for short, without delay. It was initiated by Kerry Mueller from Waterloo, Ontario, and the petitioners are calling for stronger protections from toxic exposures, enforceable national air quality standards and the recognition of a basic right to a healthy environment.
The petition is signed by more than 11,000 people from every province and territory in Canada, and is one of the biggest e-petitions on environment protection to date. The petition reinforces the key recommendations made by the Standing Committee on Environment and Sustainable Development to strengthen and modernize CEPA and to demonstrate its broad public support for prioritizing legislative action on these important issues. 
In June, after this petition was launched, the government committed to reforming CEPA, agreeing with many of the committee's recommendations, and I look forward to seeing much progress on modernizing CEPA in the near future.",Liberal,King—Vaughan,Deb Schulte,http://www.parl.gc.ca/Parliamentarians/en/members/deb-schulte(219102)
4754545,ca.proc.d.2018-10-02.10278011,2018-10-02,8826a32c-2e29-49be-b6e2-c1f10363639b,218836,"Ms. Irene Mathyssen (London—Fanshawe, NDP)",,Routine Proceedings,Petitions,Postal Banking,"Mr. Speaker, I have two petitions to present today.
The first is in support of postal banking and is signed by a number of Canadians who are very concerned about the fact that nearly two million Canadians desperately need an alternative to payday lenders because of the crippling lending rates that affect the poor, marginalized, rural and indigenous communities across Canada. 
There are 3,800 Canada Post outlets that already exist in rural and remote areas where there are few or no banks, and Canada Post has the infrastructure to rapidly transition to postal banking. Therefore, the petitioners call upon the Government of Canada to enact my motion, Motion No. 166, to create a committee to study and propose a plan for postal banking under the Canada Post Corporation.",New Democratic Party,London—Fanshawe,Irene Mathyssen,http://www.parl.gc.ca/Parliamentarians/en/members/irene-mathyssen(218836)
